,word,frequency,length
ที่,ที่,753,3
ใน,ใน,691,2
ของ,ของ,492,3
และ,และ,411,3
เป็น,เป็น,365,4
ได้,ได้,363,3
มี,มี,261,2
ว่า,ว่า,254,3
จะ,จะ,243,2
จาก,จาก,226,3
กับ,กับ,218,3
ไม่,ไม่,204,3
เขา,เขา,201,3
ก็,ก็,190,2
ไป,ไป,179,2
ปี,ปี,178,2
ให้,ให้,159,3
นี้,นี้,158,3
มา,มา,150,2
ผู้,ผู้,121,3
ๆ,ๆ,116,1
ซึ่ง,ซึ่ง,113,4
แต่,แต่,110,3
ขึ้น,ขึ้น,110,4
คน,คน,108,2
ถึง,ถึง,107,3
โดย,โดย,103,3
อยู่,อยู่,103,4
ด้วย,ด้วย,96,4
ทาง,ทาง,94,3
นั้น,นั้น,94,4
เมื่อ,เมื่อ,93,5
กัน,กัน,90,3
ตัว,ตัว,84,3
มาก,มาก,82,3
งาน,งาน,75,3
ถูก,ถูก,75,3
ใช้,ใช้,71,3
เธอ,เธอ,69,3
ตาม,ตาม,69,3
ช่วง,ช่วง,68,4
นัก,นัก,68,3
ทำ,ทำ,65,2
เพื่อ,เพื่อ,64,5
กว่า,กว่า,63,4
แล้ว,แล้ว,62,4
หลัง,หลัง,62,4
ออก,ออก,61,3
เรื่อง,เรื่อง,61,6
หนึ่ง,หนึ่ง,60,5
ครั้ง,ครั้ง,60,5
รับ,รับ,59,3
แห่ง,แห่ง,57,4
พวก,พวก,57,3
หลาย,หลาย,57,4
ต่อ,ต่อ,56,3
ส่วน,ส่วน,56,4
ลง,ลง,55,2
เข้า,เข้า,54,4
ยัง,ยัง,53,3
ชาว,ชาว,53,3
อย่าง,อย่าง,52,5
กล่าว,กล่าว,52,5
ต้อง,ต้อง,52,4
อีก,อีก,51,3
เมือง,เมือง,49,5
เกิด,เกิด,48,4
ทำให้,ทำให้,48,5
เดือน,เดือน,48,5
ใหม่,ใหม่,48,4
สอง,สอง,47,3
ผล,ผล,47,2
ก่อน,ก่อน,46,4
ที่สุด,ที่สุด,46,6
คือ,คือ,45,3
แสดง,แสดง,45,4
สูง,สูง,44,3
สามารถ,สามารถ,44,6
สิ่ง,สิ่ง,44,4
เรา,เรา,44,3
เห็น,เห็น,43,4
นำ,นำ,43,2
ตอน,ตอน,43,3
แบบ,แบบ,42,3
วัน,วัน,42,3
คำ,คำ,41,2
ต่าง,ต่าง,40,4
โลก,โลก,39,3
ระหว่าง,ระหว่าง,39,7
หรือ,หรือ,39,4
เวลา,เวลา,39,4
ตั้ง,ตั้ง,38,4
ทั้ง,ทั้ง,38,4
การ,การ,37,3
มัน,มัน,37,3
ฉัน,ฉัน,37,3
เดียว,เดียว,35,5
แรก,แรก,34,3
กำลัง,กำลัง,34,5
สำหรับ,สำหรับ,34,6
ดี,ดี,33,2
ใหญ่,ใหญ่,33,4
เกี่ยว,เกี่ยว,33,6
สร้าง,สร้าง,32,5
ใต้,ใต้,32,3
ข้อ,ข้อ,31,3
พื้นที่,พื้นที่,31,7
ดู,ดู,31,2
จน,จน,30,2
รวม,รวม,30,3
สงคราม,สงคราม,30,6
ไว้,ไว้,29,3
ยุค,ยุค,29,3
เช่น,เช่น,29,4
ด้าน,ด้าน,29,4
ชาย,ชาย,28,3
เหล่า,เหล่า,28,5
ทะเล,ทะเล,28,4
ทรง,ทรง,27,3
ประเทศ,ประเทศ,27,6
เสียง,เสียง,27,5
ชื่อ,ชื่อ,27,4
กอง,กอง,27,3
สู่,สู่,26,3
เหนือ,เหนือ,26,5
น้ำ,น้ำ,26,3
รัฐบาล,รัฐบาล,26,6
เริ่ม,เริ่ม,26,5
ทุน,ทุน,25,3
ชาติ,ชาติ,25,4
เขต,เขต,25,3
ขณะ,ขณะ,25,3
อาจ,อาจ,25,3
ภาย,ภาย,25,3
บริษัท,บริษัท,24,6
ชีวิต,ชีวิต,24,5
กลับ,กลับ,24,4
ภาพยนตร์,ภาพยนตร์,23,8
เงิน,เงิน,23,4
พบ,พบ,23,2
เพลง,เพลง,23,4
กลุ่ม,กลุ่ม,23,5
นอก,นอก,23,3
ทุก,ทุก,23,3
นี่,นี่,23,3
ตำแหน่ง,ตำแหน่ง,22,7
ล้าน,ล้าน,22,4
ระดับ,ระดับ,22,5
จำนวน,จำนวน,22,5
พรรค,พรรค,22,4
ต้น,ต้น,22,3
เลย,เลย,22,3
จีน,จีน,22,3
โรง,โรง,21,3
ตก,ตก,21,2
คิด,คิด,21,3
กลาง,กลาง,21,4
บน,บน,21,2
สาม,สาม,21,3
พระองค์,พระองค์,21,7
วันที่,วันที่,21,6
ภาษา,ภาษา,21,4
ผ่าน,ผ่าน,21,4
บาง,บาง,20,3
ยุโรป,ยุโรป,20,5
ทัพ,ทัพ,20,3
ผม,ผม,20,2
รัฐ,รัฐ,20,3
กฎหมาย,กฎหมาย,19,6
ประวัติศาสตร์,ประวัติศาสตร์,19,13
พร้อม,พร้อม,19,5
อื่น,อื่น,19,4
ข้อมูล,ข้อมูล,19,6
ดิน,ดิน,19,3
แม่น้ำ,แม่น้ำ,19,6
พระเจ้า,พระเจ้า,19,7
ร่วม,ร่วม,19,4
ประมาณ,ประมาณ,19,6
เพียง,เพียง,18,5
เพิ่ม,เพิ่ม,18,5
เหมือน,เหมือน,18,6
ระบบ,ระบบ,18,4
กลาย,กลาย,18,4
ตะวัน,ตะวัน,18,5
สหรัฐ,สหรัฐ,18,5
แนว,แนว,18,3
ยังคง,ยังคง,18,5
เนื่อง,เนื่อง,18,6
สุดท้าย,สุดท้าย,18,7
ไร,ไร,18,2
สำคัญ,สำคัญ,18,5
จริง,จริง,18,4
เรียน,เรียน,18,5
เปิด,เปิด,17,4
%,%,17,1
เรือ,เรือ,17,4
การลง,การลง,17,5
ฤดู,ฤดู,17,3
เขียน,เขียน,17,5
ศตวรรษ,ศตวรรษ,17,6
ช่วย,ช่วย,17,4
ทั้งหมด,ทั้งหมด,17,7
ทหาร,ทหาร,17,4
คะแนน,คะแนน,17,5
ค่า,ค่า,17,3
อังกฤษ,อังกฤษ,17,6
คุณ,คุณ,17,3
หา,หา,17,2
เครื่อง,เครื่อง,17,7
อัน,อัน,16,3
จึง,จึง,16,3
แทน,แทน,16,3
ใช่,ใช่,16,3
ส่ง,ส่ง,15,3
เล่น,เล่น,15,4
สิบ,สิบ,15,3
ปรากฏ,ปรากฏ,15,5
ก่อ,ก่อ,15,3
บท,บท,15,2
ข่าว,ข่าว,15,4
นาย,นาย,15,3
แม้,แม้,15,3
ฐานะ,ฐานะ,15,4
เอง,เอง,15,3
สมัย,สมัย,15,4
ยิ่ง,ยิ่ง,15,4
อเมริกา,อเมริกา,15,7
สภา,สภา,14,3
สเปน,สเปน,14,4
เพราะ,เพราะ,14,5
หาก,หาก,14,3
นั่น,นั่น,14,4
การศึกษา,การศึกษา,14,8
ประกาศ,ประกาศ,14,6
อากาศ,อากาศ,14,5
หน้า,หน้า,14,4
จุด,จุด,14,3
น้อย,น้อย,14,4
จัด,จัด,14,3
สนับสนุน,สนับสนุน,14,8
ประกอบ,ประกอบ,14,6
ขนาด,ขนาด,14,4
เสีย,เสีย,14,4
ฝรั่งเศส,ฝรั่งเศส,14,8
ประธานาธิบดี,ประธานาธิบดี,13,12
ถือ,ถือ,13,3
เศรษฐกิจ,เศรษฐกิจ,13,8
ตลาด,ตลาด,13,4
ทศวรรษ,ทศวรรษ,13,6
ฝ่าย,ฝ่าย,13,4
สภาพ,สภาพ,13,4
นาน,นาน,13,3
ฝั่ง,ฝั่ง,13,4
บอก,บอก,13,3
เกาะ,เกาะ,13,4
บริเวณ,บริเวณ,13,6
มัก,มัก,13,3
คู่,คู่,13,3
ละคร,ละคร,13,4
ได้รับ,ได้รับ,12,6
เส้น,เส้น,12,4
หลัก,หลัก,12,4
ตุลาคม,ตุลาคม,12,6
เปลี่ยน,เปลี่ยน,12,7
เท่านั้น,เท่านั้น,12,8
เด็ก,เด็ก,12,4
อำนาจ,อำนาจ,12,5
แข่ง,แข่ง,12,4
รายงาน,รายงาน,12,6
ตำรวจ,ตำรวจ,12,5
ร้อน,ร้อน,12,4
เคย,เคย,12,3
อะไร,อะไร,12,4
ทรัมป์,ทรัมป์,11,6
ราคา,ราคา,11,4
สาย,สาย,11,3
พูด,พูด,11,3
รูปแบบ,รูปแบบ,11,6
เลือก,เลือก,11,5
อนุญาต,อนุญาต,11,6
ปอนด์,ปอนด์,11,5
การใช้,การใช้,11,6
น่า,น่า,11,3
ออสเตรเลีย,ออสเตรเลีย,11,10
เชิง,เชิง,11,4
ตัดสินใจ,ตัดสินใจ,11,8
ระบุ,ระบุ,11,4
เป้าหมาย,เป้าหมาย,11,8
ต้องการ,ต้องการ,11,7
รัสเซีย,รัสเซีย,11,7
เลือกตั้ง,เลือกตั้ง,11,9
เฉพาะ,เฉพาะ,11,5
เดินทาง,เดินทาง,11,7
สาว,สาว,11,3
จักรพรรดิ,จักรพรรดิ,11,9
ศาสนา,ศาสนา,11,5
ปัญหา,ปัญหา,11,5
สุด,สุด,11,3
พยายาม,พยายาม,11,6
คง,คง,10,2
อเมริกัน,อเมริกัน,10,8
บิน,บิน,10,3
หมด,หมด,10,3
เก่า,เก่า,10,4
เหตุ,เหตุ,10,4
ต่อไป,ต่อไป,10,5
พื้น,พื้น,10,4
ถาม,ถาม,10,3
เรียก,เรียก,10,5
การเปลี่ยนแปลง,การเปลี่ยนแปลง,10,14
แหล่ง,แหล่ง,10,5
เหตุการณ์,เหตุการณ์,10,9
มากมาย,มากมาย,10,6
เชื่อ,เชื่อ,10,5
แก่,แก่,10,3
ก่อตั้ง,ก่อตั้ง,10,7
ประโยชน์,ประโยชน์,10,8
เดิน,เดิน,10,4
ตน,ตน,10,2
ราชวงศ์,ราชวงศ์,10,7
อาหาร,อาหาร,10,5
เทคโนโลยี,เทคโนโลยี,10,9
พิเศษ,พิเศษ,10,5
ตลอด,ตลอด,10,4
กำกับ,กำกับ,10,5
ความสำเร็จ,ความสำเร็จ,10,10
หน่วย,หน่วย,10,5
เมดิเตอร์เรเนียน,เมดิเตอร์เรเนียน,10,16
ขาย,ขาย,10,3
เจ้าหน้าที่,เจ้าหน้าที่,10,11
เล็ก,เล็ก,10,4
สมาชิก,สมาชิก,10,6
สำนัก,สำนัก,10,5
อายุ,อายุ,10,4
อาศัย,อาศัย,10,5
คริสตกาล,คริสตกาล,10,8
ฉบับ,ฉบับ,9,4
หนังสือ,หนังสือ,9,7
ยอด,ยอด,9,3
ข้าม,ข้าม,9,4
ติด,ติด,9,3
หิน,หิน,9,3
กำหนด,กำหนด,9,5
ดำเนิน,ดำเนิน,9,6
ดอลลาร์,ดอลลาร์,9,7
ชอบ,ชอบ,9,3
การพัฒนา,การพัฒนา,9,8
ประชากร,ประชากร,9,7
ประชาชน,ประชาชน,9,7
การเลือกตั้ง,การเลือกตั้ง,9,12
สัตว์,สัตว์,9,5
ปัจจุบัน,ปัจจุบัน,9,8
ความต้องการ,ความต้องการ,9,11
หยุด,หยุด,9,4
มนุษย์,มนุษย์,9,6
ใคร,ใคร,9,3
ปลา,ปลา,9,3
สี่,สี่,9,3
รู้,รู้,9,3
อาณานิคม,อาณานิคม,9,8
แผน,แผน,9,3
ลด,ลด,9,2
การลด,การลด,9,5
อิสระ,อิสระ,9,5
แค่,แค่,9,3
จำเป็น,จำเป็น,9,6
การทำ,การทำ,9,5
แต่ละ,แต่ละ,9,5
เหตุผล,เหตุผล,8,6
การป้องกัน,การป้องกัน,8,10
ศาล,ศาล,8,3
อัตรา,อัตรา,8,5
บ้าน,บ้าน,8,4
เมษายน,เมษายน,8,6
รัฐมนตรี,รัฐมนตรี,8,8
กำเนิด,กำเนิด,8,6
สหภาพ,สหภาพ,8,5
ภัย,ภัย,8,3
ถ้า,ถ้า,8,3
อ้าง,อ้าง,8,4
หรือไม่,หรือไม่,8,7
อิทธิพล,อิทธิพล,8,7
บัญชี,บัญชี,8,5
ธุรกิจ,ธุรกิจ,8,6
สัปดาห์,สัปดาห์,8,7
มหาสมุทร,มหาสมุทร,8,8
การค้า,การค้า,8,6
ชิง,ชิง,8,3
พัฒนา,พัฒนา,8,5
ภาพ,ภาพ,8,3
ตนเอง,ตนเอง,8,5
ทั่ว,ทั่ว,8,4
เกิน,เกิน,8,4
อิตาลี,อิตาลี,8,6
เดอะ,เดอะ,8,4
พันธุ์,พันธุ์,8,6
ตาย,ตาย,8,3
วิทยาศาสตร์,วิทยาศาสตร์,8,11
สัญญา,สัญญา,8,5
เพื่อน,เพื่อน,8,6
ปกครอง,ปกครอง,8,6
เฉลี่ย,เฉลี่ย,8,6
แตกต่าง,แตกต่าง,8,7
อย่างน้อย,อย่างน้อย,8,9
ตกลง,ตกลง,8,4
ห้อง,ห้อง,8,4
ลม,ลม,8,2
ธรรมชาติ,ธรรมชาติ,8,8
ยูโร,ยูโร,8,4
ดินแดน,ดินแดน,8,6
บริการ,บริการ,8,6
ควร,ควร,8,3
ความคิด,ความคิด,8,7
ความขัดแย้ง,ความขัดแย้ง,8,11
รอบ,รอบ,8,3
กระตุ้น,กระตุ้น,8,7
จักรวรรดิ,จักรวรรดิ,8,9
ภูมิภาค,ภูมิภาค,8,7
เกี่ยวข้อง,เกี่ยวข้อง,8,10
หน้าที่,หน้าที่,8,7
ชน,ชน,8,2
ประสบ,ประสบ,8,5
ชัดเจน,ชัดเจน,8,6
ภาวะ,ภาวะ,8,4
ไฟฟ้า,ไฟฟ้า,8,5
เข้าร่วม,เข้าร่วม,8,8
ประจำ,ประจำ,8,5
ตัวเอง,ตัวเอง,8,6
สนธิสัญญา,สนธิสัญญา,8,9
สิทธิ,สิทธิ,8,5
นับ,นับ,8,3
ทิ้ง,ทิ้ง,8,4
อันดับ,อันดับ,8,6
ภูมิอากาศ,ภูมิอากาศ,7,9
เหมาะสม,เหมาะสม,7,7
กรีซ,กรีซ,7,4
การสร้าง,การสร้าง,7,8
จำกัด,จำกัด,7,5
อธิบาย,อธิบาย,7,6
นานา,นานา,7,4
กษัตริย์,กษัตริย์,7,8
โอกาส,โอกาส,7,5
ใด,ใด,7,2
รางวัล,รางวัล,7,6
ดนตรี,ดนตรี,7,5
กระทบ,กระทบ,7,5
ไฟ,ไฟ,7,2
ศึกษา,ศึกษา,7,5
อย่างมาก,อย่างมาก,7,8
ผู้คน,ผู้คน,7,5
อัลบั้ม,อัลบั้ม,7,7
ราว,ราว,7,3
ศิลปะ,ศิลปะ,7,5
การรบ,การรบ,7,5
ความพยายาม,ความพยายาม,7,10
สาธารณรัฐ,สาธารณรัฐ,7,9
ขยาย,ขยาย,7,4
ราย,ราย,7,3
ข้าง,ข้าง,7,4
บทบาท,บทบาท,7,5
บันทึก,บันทึก,7,6
ทำลาย,ทำลาย,7,5
ทวีป,ทวีป,7,4
ภรรยา,ภรรยา,7,5
ถิ่น,ถิ่น,7,4
ต่ำ,ต่ำ,7,3
รู้สึก,รู้สึก,7,6
