,word,frequency,length
的,的,1362,1
在,在,415,1
了,了,380,1
一,一,249,1
是,是,215,1
和,和,197,1
年,年,188,1
個,個,177,1
他,他,172,1
這,這,152,1
為,為,127,1
於,於,125,1
中,中,120,1
有,有,117,1
被,被,102,1
人,人,94,1
他們,他們,85,2
月,月,71,1
上,上,70,1
來,來,68,1
並,並,67,1
會,會,67,1
她,她,66,1
對,對,65,1
也,也,61,1
我,我,59,1
但,但,58,1
說,說,54,1
不,不,53,1
就,就,52,1
與,與,50,1
兩,兩,50,1
而,而,49,1
從,從,47,1
次,次,46,1
但是,但是,44,2
還,還,43,1
其,其,43,1
時,時,42,1
我們,我們,42,2
它,它,42,1
後,後,41,1
都,都,41,1
著,著,40,1
將,將,39,1
能,能,39,1
該,該,39,1
位,位,36,1
已經,已經,35,2
到,到,34,1
以及,以及,34,2
可能,可能,33,2
公司,公司,33,2
這些,這些,32,2
地區,地區,31,2
可以,可以,31,2
世紀,世紀,31,2
工作,工作,31,2
美國,美國,30,2
沒有,沒有,29,2
那,那,29,1
此,此,29,1
所,所,29,1
開始,開始,28,2
因為,因為,28,2
把,把,28,1
自己,自己,27,2
下,下,27,1
之,之,27,1
政府,政府,27,2
自,自,27,1
之後,之後,26,2
前,前,26,1
英國,英國,25,2
讓,讓,25,1
電影,電影,25,2
很多,很多,25,2
日,日,25,1
多,多,25,1
種,種,24,1
地,地,24,1
認為,認為,24,2
以,以,24,1
最,最,23,1
用,用,23,1
之間,之間,23,2
向,向,23,1
其他,其他,23,2
國家,國家,23,2
名,名,22,1
第一,第一,22,2
影響,影響,21,2
由,由,21,1
當,當,21,1
世界,世界,21,2
發生,發生,21,2
過,過,20,1
要,要,20,1
獲得,獲得,20,2
系統,系統,20,2
成,成,20,1
很,很,20,1
內,內,20,1
至,至,20,1
作,作,20,1
一直,一直,19,2
因,因,19,1
包括,包括,19,2
元,元,19,1
其中,其中,18,2
如果,如果,18,2
最後,最後,18,2
成功,成功,18,2
同時,同時,18,2
已,已,18,1
進行,進行,18,2
方面,方面,18,2
可,可,17,1
年代,年代,17,2
及,及,17,1
接受,接受,17,2
歷史,歷史,17,2
正,正,17,1
中國,中國,17,2
決定,決定,17,2
建立,建立,17,2
使,使,17,1
通過,通過,17,2
戰爭,戰爭,16,2
需要,需要,16,2
三,三,16,1
更,更,16,1
公元,公元,16,2
令,令,16,1
總統,總統,16,2
主要,主要,16,2
所有,所有,16,2
能夠,能夠,16,2
許多,許多,16,2
提供,提供,15,2
區域,區域,15,2
表示,表示,15,2
導致,導致,15,2
或,或,15,1
軍隊,軍隊,15,2
稱,稱,15,1
現在,現在,15,2
城市,城市,15,2
之前,之前,15,2
使用,使用,14,2
給,給,14,1
如,如,14,1
希望,希望,14,2
不同,不同,14,2
一樣,一樣,14,2
由於,由於,14,2
一些,一些,14,2
研究,研究,14,2
期間,期間,14,2
人們,人們,14,2
非常,非常,14,2
當時,當時,14,2
法國,法國,14,2
德國,德國,14,2
新,新,14,1
發現,發現,14,2
六,六,14,1
不是,不是,14,2
歐,歐,14,1
部分,部分,13,2
比,比,13,1
經濟,經濟,13,2
去,去,13,1
第二,第二,13,2
你,你,13,1
出現,出現,13,2
調查,調查,13,2
特別,特別,13,2
重要,重要,13,2
時間,時間,13,2
歐洲,歐洲,13,2
只,只,13,1
發展,發展,13,2
問題,問題,12,2
根據,根據,12,2
地方,地方,12,2
處,處,12,1
事件,事件,12,2
約,約,12,1
四,四,12,1
只有,只有,12,2
方法,方法,12,2
政治,政治,12,2
希臘,希臘,12,2
它們,它們,12,2
超過,超過,12,2
十,十,12,1
情況,情況,12,2
獨立,獨立,12,2
項,項,12,1
得,得,12,1
技術,技術,12,2
人口,人口,11,2
看到,看到,11,2
則,則,11,1
另,另,11,1
未,未,11,1
數據,數據,11,2
要求,要求,11,2
必須,必須,11,2
關於,關於,11,2
什麼,什麼,11,2
一起,一起,11,2
事,事,11,1
宣布,宣布,11,2
曾,曾,11,1
天,天,11,1
座,座,11,1
裡,裡,11,1
看,看,11,1
做,做,11,1
代表,代表,11,2
家,家,10,1
歲,歲,10,1
想,想,10,1
系列,系列,10,2
計劃,計劃,10,2
而且,而且,10,2
像,像,10,1
提出,提出,10,2
特朗普,特朗普,10,3
投資,投資,10,2
隨後,隨後,10,2
南,南,10,1
市場,市場,10,2
條約,條約,10,2
擁有,擁有,10,2
全球,全球,10,2
形成,形成,10,2
生活,生活,10,2
水平,水平,10,2
進入,進入,10,2
所以,所以,10,2
幫助,幫助,10,2
發布,發布,10,2
存在,存在,10,2
起,起,10,1
活動,活動,10,2
最高,最高,10,2
才,才,10,1
投票,投票,9,2
管理,管理,9,2
週,週,9,1
關係,關係,9,2
故事,故事,9,2
下來,下來,9,2
就是,就是,9,2
美,美,9,1
大,大,9,1
說道,說道,9,2
屬,屬,9,1
選舉,選舉,9,2
信息,信息,9,2
還是,還是,9,2
天皇,天皇,9,2
任何,任何,9,2
保護,保護,9,2
國際,國際,9,2
幾乎,幾乎,9,2
比賽,比賽,9,2
出,出,9,1
行動,行動,9,2
社會,社會,9,2
顯示,顯示,9,2
為了,為了,9,2
都是,都是,9,2
羅馬,羅馬,9,2
北部,北部,9,2
原因,原因,9,2
協議,協議,9,2
帝國,帝國,9,2
地中海,地中海,9,3
明顯,明顯,9,2
目前,目前,9,2
七,七,9,1
例如,例如,9,2
至少,至少,9,2
通常,通常,9,2
合作,合作,9,2
擔任,擔任,8,2
有關,有關,8,2
自由,自由,8,2
澳大利亞,澳大利亞,8,4
寫,寫,8,1
以前,以前,8,2
價格,價格,8,2
幾,幾,8,1
實際,實際,8,2
持續,持續,8,2
大陸,大陸,8,2
美洲,美洲,8,2
行為,行為,8,2
五,五,8,1
是否,是否,8,2
具有,具有,8,2
統治,統治,8,2
時代,時代,8,2
意大利,意大利,8,3
資源,資源,8,2
聯邦,聯邦,8,2
解釋,解釋,8,2
那些,那些,8,2
目標,目標,8,2
最大,最大,8,2
組成,組成,8,2
增長,增長,8,2
再,再,8,1
這樣,這樣,8,2
妻子,妻子,8,2
甚至,甚至,8,2
無法,無法,8,2
自然,自然,8,2
時候,時候,8,2
大量,大量,8,2
繼續,繼續,8,2
最終,最終,8,2
整個,整個,8,2
銀行,銀行,8,2
飛機,飛機,8,2
學習,學習,8,2
直接,直接,8,2
挑戰,挑戰,8,2
應該,應該,8,2
共同,共同,8,2
土地,土地,8,2
平均,平均,8,2
這裡,這裡,8,2
隨,隨,8,1
數,數,8,1
又,又,8,1
越來越,越來越,8,3
離開,離開,8,2
告訴,告訴,8,2
控制,控制,8,2
大部分,大部分,8,3
改變,改變,8,2
人員,人員,7,2
歌曲,歌曲,7,2
第三,第三,7,2
出演,出演,7,2
不會,不會,7,2
出生,出生,7,2
創作,創作,7,2
現代,現代,7,2
手機,手機,7,2
附近,附近,7,2
產生,產生,7,2
香港,香港,7,2
同樣,同樣,7,2
山脈,山脈,7,2
法律,法律,7,2
孩子,孩子,7,2
航空,航空,7,2
跟,跟,7,1
宗教,宗教,7,2
西班牙,西班牙,7,3
馬其頓,馬其頓,7,3
場,場,7,1
以來,以來,7,2
增加,增加,7,2
共和黨,共和黨,7,3
死,死,7,1
起來,起來,7,2
時期,時期,7,2
應用,應用,7,2
回到,回到,7,2
不斷,不斷,7,2
張,張,7,1
音樂,音樂,7,2
責任,責任,7,2
衝突,衝突,7,2
進,進,7,1
本,本,7,1
建議,建議,7,2
似乎,似乎,7,2
且,且,7,1
程度,程度,7,2
