,word,frequency,length
و,و,710,1
في,في,652,2
من,من,544,2
ب,ب,536,1
ل,ل,442,1
ه,ه,309,1
أن,أن,293,2
ها,ها,275,2
عام,عام,129,3
كان,كان,113,3
التي,التي,100,4
هم,هم,98,2
ما,ما,86,2
مع,مع,85,2
عن,عن,76,2
كانت,كانت,67,4
لكن,لكن,65,3
بعد,بعد,62,3
س,س,62,1
لا,لا,61,2
لم,لم,57,2
بين,بين,54,3
ك,ك,53,1
قد,قد,52,2
قبل,قبل,52,3
كل,كل,45,2
يمكن,يمكن,43,4
هو,هو,37,2
أو,أو,35,2
نا,نا,33,2
يكون,يكون,31,4
هناك,هناك,30,4
ف,ف,30,1
الأول,الأول,30,5
عندما,عندما,29,5
علي,علي,26,3
هي,هي,25,2
الوقت,الوقت,24,5
نحو,نحو,22,3
اسم,اسم,22,3
العديد,العديد,21,6
كما,كما,21,3
أحد,أحد,21,3
قال,قال,21,3
القرن,القرن,20,5
كبيرة,كبيرة,20,5
المتحدة,المتحدة,20,7
البحر,البحر,19,5
هما,هما,19,3
يوم,يوم,19,3
الأمر,الأمر,19,5
لدي,لدي,17,3
الحرب,الحرب,17,5
أجل,أجل,17,3
عند,عند,17,3
تكون,تكون,17,4
العام,العام,16,5
العالم,العالم,16,6
النسبة,النسبة,16,6
سبب,سبب,16,3
دون,دون,15,3
تلك,تلك,15,3
أي,أي,15,2
نهاية,نهاية,14,5
عمل,عمل,14,3
أول,أول,14,3
سي,سي,14,2
المدينة,المدينة,13,7
يكن,يكن,13,3
جنوب,جنوب,13,4
تم,تم,13,2
ي,ي,13,1
كانوا,كانوا,13,5
عدة,عدة,13,3
نفس,نفس,12,3
أكبر,أكبر,12,4
حول,حول,12,3
كبير,كبير,12,4
العمل,العمل,12,5
بي,بي,12,2
فترة,فترة,12,4
الجديدة,الجديدة,12,7
م,م,11,1
تحت,تحت,11,3
مرة,مرة,11,3
الدول,الدول,11,5
جديدة,جديدة,11,5
ترامب,ترامب,11,5
كانون,كانون,11,5
مجلس,مجلس,11,4
قالت,قالت,11,4
الناس,الناس,11,5
جنيه,جنيه,11,4
بدأت,بدأت,11,4
مدينة,مدينة,11,5
حلول,حلول,11,4
ليس,ليس,10,3
الحكومة,الحكومة,10,7
بدأ,بدأ,10,3
يقول,يقول,10,4
الولايات,الولايات,10,8
فيلم,فيلم,10,4
نيسان,نيسان,9,5
عبر,عبر,9,3
دولار,دولار,9,5
بات,بات,9,3
التالي,التالي,9,6
وجود,وجود,9,4
الأمريكية,الأمريكية,9,9
الاتحاد,الاتحاد,8,7
نهر,نهر,8,3
دي,دي,8,2
فيما,فيما,8,4
حماية,حماية,8,5
الفعل,الفعل,8,5
تحقيق,تحقيق,8,5
مما,مما,8,3
حكم,حكم,8,3
الميلاد,الميلاد,8,7
سنوات,سنوات,8,5
يعمل,يعمل,8,4
حيات,حيات,8,4
برنامج,برنامج,8,6
سلالة,سلالة,8,5
فرنسا,فرنسا,8,5
منع,منع,8,3
مليون,مليون,8,5
أمام,أمام,8,4
تقول,تقول,8,4
الكبير,الكبير,8,6
وسع,وسع,8,3
تكن,تكن,8,3
الجمهور,الجمهور,7,7
اليوم,اليوم,7,5
جانب,جانب,7,4
يعود,يعود,7,4
الفيلم,الفيلم,7,6
فعل,فعل,7,3
نسبة,نسبة,7,4
ترك,ترك,7,3
لن,لن,7,2
القديمة,القديمة,7,7
الملكية,الملكية,7,7
الجنوبية,الجنوبية,7,8
النمو,النمو,7,5
مرات,مرات,7,4
مجال,مجال,7,4
الانتقال,الانتقال,7,8
أفريقيا,أفريقيا,7,7
الكبيرة,الكبيرة,7,7
روسيا,روسيا,7,5
الأمريكي,الأمريكي,7,8
يورو,يورو,7,4
الأسبوع,الأسبوع,7,7
القانون,القانون,6,7
بكين,بكين,6,4
معدل,معدل,6,4
معاهدة,معاهدة,6,6
كتب,كتب,6,3
اليونان,اليونان,6,7
أنا,أنا,6,3
أمريكا,أمريكا,6,6
لو,لو,6,2
أستراليا,أستراليا,6,8
قيادة,قيادة,6,5
فوق,فوق,6,3
الحدود,الحدود,6,6
باريس,باريس,6,5
أوروبا,أوروبا,6,6
الأقل,الأقل,6,5
المدرسة,المدرسة,6,7
كلينتون,كلينتون,6,7
ألبانيا,ألبانيا,6,7
بداية,بداية,6,5
الدولية,الدولية,6,7
ولاية,ولاية,6,5
تعد,تعد,6,3
نقل,نقل,6,3
عدد,عدد,6,3
تبدأ,تبدأ,6,4
كنت,كنت,6,3
أقل,أقل,6,3
سمك,سمك,6,3
حرب,حرب,6,3
السنوات,السنوات,6,7
الكاريبي,الكاريبي,6,8
كي,كي,6,2
ق,ق,6,1
قرر,قرر,6,3
جعل,جعل,6,3
الملك,الملك,6,5
يبدو,يبدو,6,4
قوة,قوة,6,3
التجارة,التجارة,6,7
هنا,هنا,6,3
ناحية,ناحية,6,5
سكان,سكان,6,4
جريدة,جريدة,5,5
العقارات,العقارات,5,8
التحكم,التحكم,5,6
ألبوم,ألبوم,5,5
القوات,القوات,5,6
جميع,جميع,5,4
مجموعة,مجموعة,5,6
السنة,السنة,5,5
الحكم,الحكم,5,5
أيلول,أيلول,5,5
مواقع,مواقع,5,5
دور,دور,5,3
ربما,ربما,5,4
البيانات,البيانات,5,8
الناتج,الناتج,5,6
الرابع,الرابع,5,6
المياه,المياه,5,6
بحر,بحر,5,3
استمر,استمر,5,5
يعتقد,يعتقد,5,5
بل,بل,5,2
مجموعات,مجموعات,5,7
العالمية,العالمية,5,8
عبور,عبور,5,4
أربعة,أربعة,5,5
عدم,عدم,5,3
الكربون,الكربون,5,7
أيام,أيام,5,4
الحروب,الحروب,5,6
السابق,السابق,5,6
ألف,ألف,5,3
مليار,مليار,5,5
الناحية,الناحية,5,7
درجة,درجة,5,4
المملكة,المملكة,5,7
ارتفاع,ارتفاع,5,6
عاد,عاد,5,3
حين,حين,5,3
أفلام,أفلام,5,5
موقع,موقع,5,4
جبال,جبال,5,4
وجه,وجه,5,3
الأحوال,الأحوال,5,7
أعلنت,أعلنت,5,5
سان,سان,5,3
يمر,يمر,5,3
كيفية,كيفية,5,5
التحقيق,التحقيق,5,7
مقابلة,مقابلة,5,6
قدر,قدر,5,3
هل,هل,5,2
لعب,لعب,5,3
الأوروبية,الأوروبية,5,9
الأساس,الأساس,5,6
ترتفع,ترتفع,5,5
العليا,العليا,5,6
نتيجة,نتيجة,5,5
حديقة,حديقة,5,5
الجديد,الجديد,5,6
الاجتماعية,الاجتماعية,5,10
مجرد,مجرد,5,4
باتت,باتت,5,4
مياه,مياه,4,4
الألب,الألب,4,5
كوري,كوري,4,4
الجنوبي,الجنوبي,4,7
سحب,سحب,4,3
سوق,سوق,4,3
وينستون,وينستون,4,7
مدرسة,مدرسة,4,5
السبب,السبب,4,5
الجمعية,الجمعية,4,7
تقدم,تقدم,4,4
التجربة,التجربة,4,7
أوسكار,أوسكار,4,6
أعداد,أعداد,4,5
موجودة,موجودة,4,6
دونالد,دونالد,4,6
روما,روما,4,4
جمهورية,جمهورية,4,7
حكومة,حكومة,4,5
كيف,كيف,4,3
أعرف,أعرف,4,4
مسيرت,مسيرت,4,5
القمر,القمر,4,5
السندات,السندات,4,7
عمر,عمر,4,3
حالة,حالة,4,4
دير,دير,4,3
مارك,مارك,4,4
السبعينيات,السبعينيات,4,10
حد,حد,4,2
ألمانيا,ألمانيا,4,7
رأس,رأس,4,3
المرة,المرة,4,5
الأوروبي,الأوروبي,4,8
الأمريكيين,الأمريكيين,4,10
كامل,كامل,4,4
