 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
ސްޓޯރ,3,ސްޓޯރ,0.6766666666666667,0.4700000000000002,NA,5
ރަޟިޔަﷲ,2,ރަޟިޔަﷲ,0.935,0.935,NA,7
މ,217,މ,0.10930875576036866,0.08000000000000007,0.08401378616378584,1
އ,295,އ,0.1256271186440678,0.10000000000000009,0.09348612947884223,1
ހުރ,353,ހުރ,0.3182719546742209,0.2999999999999998,0.10992825517167483,3
ސިޓިންގ,5,ސިޓިންގ,0.49800000000000005,0.56,NA,7
އޮފިސަރ,55,އޮފިސަރ,0.9590909090909093,0.6399999999999999,0.5933435477500077,7
ޓީޗަރ,13,ޓީޗަރ,0.7346153846153846,0.6799999999999999,NA,5
މާރކެޓިންގ,2,މާރކެޓިންގ,0.6900000000000002,0.6900000000000002,NA,10
ޖޫނިއަރ,2,ޖޫނިއަރ,0.835,0.835,NA,7
ސާރ,11,ސާރ,0.44272727272727264,0.3800000000000001,NA,3
ޑްރައިވަރ,6,ޑްރައިވަރ,1.36,1.5100000000000002,NA,9
ﷲ,30,ﷲ,0.29566666666666663,0.31000000000000005,0.19728647704033975,1
ﷺ,9,ﷺ,0.6044444444444443,0.7200000000000002,NA,1
ސްޓިކަރ,1,ސްޓިކަރ,0.6799999999999999,0.6799999999999999,NA,7
ރިޕޯޓަރ,2,ރިޕޯޓަރ,0.69,0.69,NA,7
ރަޖިސްޓަރ,12,ރަޖިސްޓަރ,1.2025,0.885,NA,9
ފޯރ,8,ފޯރ,0.6599999999999999,0.355,NA,3
ޕޭޕަރ,2,ޕޭޕަރ,0.635,0.635,NA,5
ސާވަރ,3,ސާވަރ,0.5866666666666668,0.68,NA,5
ކޮމިޝަނަރ,1,ކޮމިޝަނަރ,0.6,0.6,NA,9
ވެލްފެއަރ,1,ވެލްފެއަރ,1.75,1.75,NA,9
ފިފްތްފްލޯރ,1,ފިފްތްފްލޯރ,2.5999999999999996,2.5999999999999996,NA,11
މާސްޓަރ,1,މާސްޓަރ,0.56,0.56,NA,7
ކޮމްޕިއުޓަރ,9,ކޮމްޕިއުޓަރ,0.8233333333333335,0.69,NA,11
ކަވަރ,2,ކަވަރ,0.2249999999999999,0.2249999999999999,NA,5
ލެދަރ,1,ލެދަރ,0.23999999999999977,0.23999999999999977,NA,5
ބ,18,ބ,0.09222222222222222,0.04499999999999987,NA,1
ސްޓްރެޗަރ,1,ސްޓްރެޗަރ,0.8200000000000003,0.8200000000000003,NA,9
ޓްރެއިނިންގ,4,ޓްރެއިނިންގ,0.5825,0.58,NA,11
ކޮޓަރީގައ,12,ކޮޓަރީގައ,0.7758333333333333,0.6849999999999999,NA,9
ޑޮކްޓަރ,10,ޑޮކްޓަރ,0.5770000000000001,0.475,NA,7
ލައިސެންސިންގ,2,ލައިސެންސިންގ,1.2149999999999999,1.2149999999999999,NA,13
ރަނގަޅ,43,ރަނގަޅ,0.8699999999999999,0.54,0.7670071707617862,6
ސ,6,ސ,0.15000000000000002,0.16999999999999996,NA,1
ޓްރާންސްފޯމަރ,1,ޓްރާންސްފޯމަރ,0.9199999999999999,0.9199999999999999,NA,13
ކާރ,5,ކާރ,0.3879999999999999,0.33999999999999986,NA,3
ސީނިއަރ,8,ސީނިއަރ,0.7437500000000001,0.665,NA,7
ކައުންސެލަރ,3,ކައުންސެލަރ,0.7399999999999999,0.7200000000000001,NA,11
މޮނިޓަރިންގ,2,މޮނިޓަރިންގ,0.6399999999999999,0.6399999999999999,NA,11
ރިޕޯޓިންގ,1,ރިޕޯޓިންގ,0.5699999999999998,0.5699999999999998,NA,9
ޑިޒައިނަރ,3,ޑިޒައިނަރ,0.6366666666666666,0.6599999999999999,NA,9
އޮޑިޓަރ,2,އޮޑިޓަރ,0.6499999999999999,0.6499999999999999,NA,7
ރ,14,ރ,0.04714285714285717,0.04499999999999993,NA,1
ފެސިލިޓޭޓަރ,1,ފެސިލިޓޭޓަރ,0.99,0.99,NA,11
ހ,14,ހ,0.049285714285714245,0.039999999999999925,NA,1
ސޮފްޓްވެއަރ,9,ސޮފްޓްވެއަރ,1.2155555555555555,0.7599999999999999,NA,11
ޑިވެލޮޕަރ,2,ޑިވެލޮޕަރ,1.1300000000000001,1.1300000000000001,NA,9
ޞައްލަﷲ,12,ޞައްލަﷲ,1.5408333333333335,1.7850000000000001,NA,7
ކީޕަރ,1,ކީޕަރ,0.22999999999999998,0.22999999999999998,NA,5
ސުވެނިއަރ,1,ސުވެނިއަރ,0.73,0.73,NA,9
ނ,5,ނ,0.08200000000000011,0.040000000000000036,NA,1
އެޗްއާރ,6,އެޗްއާރ,0.7616666666666667,0.6549999999999999,NA,7
ހާޑްވެއަރ,3,ހާޑްވެއަރ,0.7100000000000001,0.79,NA,9
މާތްﷲ,5,މާތްﷲ,0.772,0.7400000000000002,NA,5
ށ,2,ށ,0.44000000000000006,0.44000000000000006,NA,1
އެންޓަރ,1,އެންޓަރ,0.5100000000000002,0.5100000000000002,NA,7
ފަޔަރ,1,ފަޔަރ,0.36,0.36,NA,5
މެނޭޖަރ,11,މެނޭޖަރ,0.9636363636363636,0.88,NA,7
