 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
a,4006,a,0.11399900149775336,0.10999999999999988,0.04153826206021105,1
proč,220,proč,0.2902727272727273,0.26500000000000007,0.09594480044407852,4
je,3350,je,0.13666567164179105,0.1200000000000001,0.06246134798185676,2
tam,466,tam,0.22675965665236053,0.19999999999999996,0.08920445383481634,3
nemá,105,nemá,0.34323809523809523,0.31000000000000005,0.09028262502249468,4
jak,646,jak,0.22280185758513932,0.21999999999999975,0.06554043237280172,3
moc,267,moc,0.2693258426966292,0.24,0.08828096491166461,3
mladej,19,mladej,0.5089473684210525,0.52,NA,6
chodíme,6,chodíme,0.42166666666666663,0.4099999999999999,NA,7
do,836,do,0.1285645933014354,0.1200000000000001,0.03498635340393532,2
tanečních,4,tanečních,0.6875000000000001,0.7050000000000001,NA,9
dostal,39,dostal,0.444871794871795,0.42,0.10052158173279051,6
jsem,1373,jsem,0.2789366351056082,0.26,0.08226143830916499,4
z,755,z,0.10349668874172187,0.09999999999999987,0.041773812150604245,1
ní,99,ní,0.2202020202020202,0.18999999999999995,0.09925209911911488,2
kde,135,kde,0.21755555555555556,0.20999999999999996,0.06465138045722518,3
bydlí,5,bydlí,0.51,0.47999999999999976,NA,5
naběhl,4,naběhl,0.4125,0.4149999999999998,NA,6
poté,40,poté,0.36174999999999996,0.3349999999999999,0.08673234690702193,4
co,1004,co,0.17506972111553784,0.16000000000000014,0.05962407256665391,2
někoho,26,někoho,0.4323076923076922,0.4099999999999999,0.11434361170813842,6
zabiju,3,zabiju,0.5100000000000001,0.5100000000000002,NA,6
problém,90,problém,0.5323333333333333,0.5300000000000001,0.12080302474076078,7
v,2047,v,0.08183683439179287,0.07000000000000028,0.043018406928273835,1
tom,217,tom,0.22419354838709674,0.20000000000000007,0.08559929989999435,3
že,882,že,0.17887755102040814,0.16999999999999993,0.06400543371788471,2
ten,262,ten,0.1931297709923664,0.18999999999999995,0.04418844996480622,3
konstruktor,6,konstruktor,0.7233333333333333,0.6849999999999999,NA,11
nemusí,11,nemusí,0.4445454545454546,0.44000000000000017,NA,6
proběhnout,3,proběhnout,0.5733333333333333,0.5899999999999999,NA,10
celý,64,celý,0.33171875000000006,0.33000000000000007,0.0627809163072741,4
první,146,první,0.3865753424657534,0.3700000000000001,0.08476692878357188,5
části,28,části,0.535,0.5049999999999999,0.11361077152896819,5
se,3981,se,0.18322532027128863,0.17000000000000004,0.055728133345375595,2
hlavní,50,hlavní,0.445,0.42999999999999994,0.11371733664248922,6
hrdina,24,hrdina,0.45874999999999994,0.4499999999999998,0.09750418051238269,6
zúčastní,3,zúčastní,0.5700000000000002,0.5900000000000003,NA,8
pohřbu,3,pohřbu,0.47333333333333316,0.41999999999999993,NA,6
své,141,své,0.28475177304964544,0.2799999999999998,0.058974347453347266,3
matky,17,matky,0.40588235294117647,0.40000000000000036,NA,5
takových,17,takových,0.4441176470588235,0.43999999999999995,NA,8
momentů,4,momentů,0.47,0.45999999999999996,NA,7
ve,455,ve,0.12956043956043953,0.1200000000000001,0.04433830912646566,2
filmu,45,filmu,0.43533333333333335,0.42000000000000015,0.087245734462025,5
víc,131,víc,0.3293129770992367,0.30000000000000004,0.11588582471019056,3
tohle,222,tohle,0.3168918918918919,0.30000000000000004,0.07577519160297712,5
samozřejmě,73,samozřejmě,0.7536986301369863,0.73,0.1390294418191408,10
velmi,154,velmi,0.3105194805194806,0.2999999999999998,0.06442092186226914,5
nepříjemné,3,nepříjemné,0.6966666666666664,0.6799999999999997,NA,10
ještě,425,ještě,0.3320705882352941,0.32,0.07367345535820423,5
tři,104,tři,0.24663461538461537,0.22999999999999982,0.08445841829687468,3
minuty,14,minuty,0.5342857142857144,0.525,NA,6
nikdo,153,nikdo,0.3509803921568628,0.3400000000000001,0.06740260718331569,5
mu,155,mu,0.16232258064516128,0.1499999999999999,0.06534443561638816,2
to,3756,to,0.13280085197018104,0.1200000000000001,0.04933144252547382,2
nezakazuje,4,nezakazuje,0.8574999999999999,0.87,NA,10
nesměje,4,nesměje,0.6424999999999998,0.6799999999999999,NA,7
já,415,já,0.2335180722891566,0.20999999999999996,0.08889911253120214,2
jdu,6,jdu,0.31999999999999995,0.2799999999999999,NA,3
dnes,127,dnes,0.3193700787401575,0.2899999999999998,0.11540644552641492,4
večer,56,večer,0.39374999999999993,0.3699999999999998,0.10055414642686976,5
na,2621,na,0.13286913391835178,0.1299999999999999,0.037737664750412174,2
basket,3,basket,0.58,0.6599999999999997,NA,6
o,795,o,0.10557232704402517,0.10000000000000009,0.03652773335114021,1
víkendu,13,víkendu,0.5138461538461538,0.48999999999999977,NA,7
zatím,132,zatím,0.39931818181818185,0.3800000000000001,0.08993800393823609,5
nemáme,17,nemáme,0.4717647058823529,0.43999999999999995,NA,6
nic,251,nic,0.2849800796812749,0.26000000000000023,0.09259535410372177,3
plánu,6,plánu,0.4516666666666665,0.44499999999999984,NA,5
království,3,království,0.5866666666666668,0.5800000000000001,NA,10
české,22,české,0.40772727272727277,0.395,0.07282933855330928,5
bylo,313,bylo,0.26482428115015977,0.25,0.07590089978401618,4
tehdá,6,tehdá,0.4749999999999999,0.44999999999999996,NA,5
osiřelé,3,osiřelé,0.6833333333333332,0.71,NA,7
kurva,8,kurva,0.4675,0.4499999999999999,NA,5
vyžaduje,8,vyžaduje,0.5075000000000001,0.5000000000000001,NA,8
týmovou,1,týmovou,0.43999999999999995,0.43999999999999995,NA,7
práci,105,práci,0.5320952380952381,0.54,0.0976226569510539,5
skrz,12,skrz,0.40750000000000003,0.41,NA,4
škvíry,4,škvíry,0.6600000000000001,0.6700000000000002,NA,6
začal,33,začal,0.3942424242424242,0.3899999999999999,0.07004598056947586,5
pronikat,4,pronikat,0.49750000000000005,0.4949999999999999,NA,8
kouř,8,kouř,0.60125,0.57,NA,4
tedy,188,tedy,0.2678191489361702,0.25,0.07789358746556595,4
spočítat,12,spočítat,0.5975,0.5899999999999999,NA,8
intezitu,3,intezitu,0.59,0.53,NA,8
pixelů,3,pixelů,0.6699999999999999,0.6900000000000002,NA,6
bratr,9,bratr,0.39555555555555555,0.3900000000000001,NA,5
její,96,její,0.29583333333333334,0.28,0.07779415032353913,4
dal,53,dal,0.22037735849056603,0.21000000000000008,0.06441936713535001,3
také,265,také,0.3326415094339623,0.32000000000000006,0.07244514495820964,4
bez,149,bez,0.21946308724832217,0.20999999999999996,0.05057487404827708,3
okolků,4,okolků,0.54,0.51,NA,6
výkladu,4,výkladu,0.5375000000000001,0.54,NA,7
část,56,část,0.39642857142857135,0.37999999999999967,0.08339236004746306,4
už,625,už,0.172368,0.16999999999999993,0.05004958054589982,2
můžeš,111,můžeš,0.40315315315315314,0.3700000000000001,0.11059329243166752,5
běžet,3,běžet,0.5699999999999998,0.5799999999999998,NA,5
tu,222,tu,0.13364864864864864,0.1200000000000001,0.04424042676282109,2
k,621,k,0.075829307568438,0.07000000000000006,0.030577714491963302,1
lepšímu,4,lepšímu,0.6475,0.6749999999999999,NA,7
horšímu,4,horšímu,0.705,0.7099999999999997,NA,7
souhlasíte,4,souhlasíte,0.885,0.8899999999999999,NA,10
dobře,106,dobře,0.39858490566037735,0.375,0.11163237863840045,5
tak,1082,tak,0.21705175600739374,0.19000000000000017,0.07989293889428029,3
si,972,si,0.17830246913580247,0.16999999999999993,0.05719768126051868,2
týden,62,týden,0.3835483870967743,0.3649999999999999,0.0998375200372684,5
rozdělíme,7,rozdělíme,0.7385714285714285,0.7000000000000002,NA,9
zákaz,6,zákaz,0.5166666666666667,0.49,NA,5
reprodukčního,3,reprodukčního,0.85,0.8500000000000001,NA,13
klonování,3,klonování,0.6866666666666669,0.7000000000000002,NA,9
lidských,5,lidských,0.44399999999999995,0.4299999999999997,NA,8
bytostí,3,bytostí,0.6666666666666664,0.6599999999999997,NA,7
dál,73,dál,0.3972602739726027,0.41000000000000014,0.1126235158241411,3
vař,7,vař,0.33285714285714285,0.29000000000000004,NA,3
sbírej,10,sbírej,0.601,0.5899999999999999,NA,6
zasedly,3,zasedly,0.5266666666666667,0.52,NA,7
plným,3,plným,0.3233333333333333,0.26,NA,5
stolům,3,stolům,0.6633333333333334,0.6400000000000001,NA,6
tarif,18,tarif,0.31888888888888883,0.3099999999999999,NA,5
zpravidla,24,zpravidla,0.54125,0.5250000000000001,0.07864684410042477,9
obsahuje,16,obsahuje,0.511875,0.505,NA,8
měsíční,3,měsíční,0.5433333333333333,0.5299999999999998,NA,7
paušální,3,paušální,0.52,0.5100000000000002,NA,8
poplatek,6,poplatek,0.6216666666666667,0.6299999999999998,NA,8
po,391,po,0.13248081841432224,0.1299999999999999,0.03388114997208691,2
vykalení,3,vykalení,0.6,0.63,NA,8
ocel,3,ocel,0.34666666666666673,0.29000000000000004,NA,4
normalizačně,3,normalizačně,0.8866666666666666,0.8799999999999999,NA,12
žíhá,3,žíhá,0.5600000000000002,0.5499999999999998,NA,4
zítra,69,zítra,0.41115942028985497,0.3999999999999999,0.08458438584674337,5
zkusím,30,zkusím,0.5416666666666666,0.535,0.12528817357109812,6
škole,40,škole,0.43200000000000005,0.44999999999999984,0.0937043906149163,5
snad,137,snad,0.32569343065693435,0.31999999999999984,0.07155618545670694,4
vyjde,3,vyjde,0.39666666666666667,0.41000000000000014,NA,5
příloze,7,příloze,0.5399999999999999,0.57,NA,7
máte,83,máte,0.33048192771084345,0.31000000000000005,0.06949124553492125,4
lepší,58,lepší,0.39224137931034475,0.36,0.09767549394480875,5
klasifikátor,36,klasifikátor,0.8988888888888888,0.8799999999999999,0.09567139527056072,12
ukázku,8,ukázku,0.55625,0.55,NA,6
výstupu,8,výstupu,0.5974999999999999,0.5950000000000002,NA,7
dej,50,dej,0.2024,0.19,0.058433985079274685,3
talíř,4,talíř,0.37000000000000005,0.33999999999999997,NA,5
myčky,4,myčky,0.4899999999999999,0.4949999999999999,NA,5
sobotu,21,sobotu,0.43380952380952376,0.4399999999999997,0.06078455317563754,6
zavolám,11,zavolám,0.5272727272727272,0.47,NA,7
prahy,8,prahy,0.39,0.3850000000000001,NA,5
asi,326,asi,0.26990797546012274,0.27,0.05329445747669058,3
nebudu,48,nebudu,0.42020833333333335,0.385,0.1225177292134947,6
romeo,16,romeo,0.49812500000000004,0.475,NA,5
dozvídá,3,dozvídá,0.5433333333333333,0.5700000000000001,NA,7
smrti,40,smrti,0.51325,0.5150000000000001,0.10029156213708823,5
julie,4,julie,0.44499999999999995,0.44499999999999984,NA,5
chce,36,chce,0.3461111111111111,0.34499999999999975,0.115617047131042,4
zabít,6,zabít,0.4833333333333334,0.5199999999999998,NA,5
kolikrát,3,kolikrát,0.49333333333333335,0.5,NA,8
vás,175,vás,0.2968,0.2699999999999999,0.09891968180436013,3
malá,20,malá,0.34950000000000003,0.33,0.10659687958304456,4
musela,4,musela,0.4025,0.4000000000000001,NA,6
vidět,60,vidět,0.42133333333333334,0.4299999999999997,0.11861441114414993,5
čtyři,34,čtyři,0.4394117647058824,0.415,0.08954231017760794,5
dny,32,dny,0.25812500000000005,0.24499999999999988,0.09099583471502352,3
nespal,10,nespal,0.5479999999999999,0.5250000000000001,NA,6
hele,21,hele,0.43380952380952376,0.45000000000000007,0.0937270606855987,4
