 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
бул,1032,бул,0.23415697674418606,0.22999999999999998,0.06184416580094978,3
мыйзамга,7,мыйзамга,0.5285714285714286,0.49,NA,8
каршы,121,каршы,0.39867768595041325,0.3800000000000001,0.07395879651040316,5
келет,78,келет,0.3807692307692308,0.35999999999999965,0.08001248653802728,5
деди,347,деди,0.2880691642651297,0.27999999999999936,0.06713385688347552,4
амантуров,2,амантуров,0.7450000000000001,0.7450000000000001,NA,9
суу,60,суу,0.31166666666666665,0.29000000000000004,0.09812076037118349,3
бизден,6,бизден,0.39999999999999997,0.3999999999999999,NA,6
барат,13,барат,0.3630769230769231,0.3199999999999994,NA,5
а,49,а,0.16469387755102044,0.14000000000000012,0.08585603358763651,1
алар,370,алар,0.3274594594594595,0.32000000000000006,0.07036513156062754,4
ээлик,7,ээлик,0.3871428571428573,0.3999999999999999,NA,5
кылып,57,кылып,0.28526315789473683,0.27,0.05609638590210778,5
жатышат,84,жатышат,0.5260714285714287,0.5299999999999996,0.08956410986688722,7
жергиликтүү,15,жергиликтүү,0.6859999999999999,0.6499999999999999,NA,11
тургундар,11,тургундар,0.5563636363636364,0.5699999999999998,NA,9
аябай,35,аябай,0.4337142857142857,0.42000000000000015,0.08944553762866357,5
меймандос,5,меймандос,0.736,0.73,NA,9
анын,304,анын,0.33881578947368424,0.33000000000000007,0.07167891562090763,4
заводу,4,заводу,0.41000000000000003,0.41000000000000003,NA,6
бишкектин,19,бишкектин,0.6173684210526316,0.6100000000000001,NA,9
четинде,4,четинде,0.49249999999999994,0.46999999999999986,NA,7
жайгашкан,28,жайгашкан,0.6164285714285713,0.6100000000000001,0.09125520931713003,9
бар,269,бар,0.2747955390334572,0.27999999999999936,0.06477036804774579,3
эмеспи,9,эмеспи,0.4655555555555557,0.4900000000000002,NA,6
ойноштук,2,ойноштук,0.47,0.47,NA,8
каттого,2,каттого,0.44500000000000006,0.44500000000000006,NA,7
алынбай,2,алынбай,0.3849999999999998,0.3849999999999998,NA,7
жүргөн,26,жүргөн,0.4111538461538463,0.40500000000000047,0.05580873932114389,6
никелер,2,никелер,0.47,0.47,NA,7
алардын,148,алардын,0.5135810810810812,0.5099999999999999,0.09627066531495385,7
абалы,29,абалы,0.3803448275862068,0.3700000000000001,0.07043146408392295,5
орто,14,орто,0.43,0.405,NA,4
деп,504,деп,0.21829365079365082,0.20999999999999996,0.05863816566477757,3
бааланууда,3,бааланууда,0.6933333333333334,0.71,NA,10
шектенүүлөрдү,2,шектенүүлөрдү,1.1550000000000002,1.1550000000000002,NA,13
жараткыбыз,2,жараткыбыз,0.7949999999999998,0.7949999999999998,NA,10
келген,68,келген,0.42867647058823527,0.4249999999999998,0.07689699277478343,6
жок,442,жок,0.3003619909502262,0.29000000000000004,0.08915758528931363,3
машинедеги,1,машинедеги,0.7,0.7,NA,10
тогуз,21,тогуз,0.3523809523809524,0.33000000000000007,0.07911414297739454,5
кишинин,15,кишинин,0.5226666666666666,0.5100000000000002,NA,7
үчөө,11,үчөө,0.4627272727272727,0.43999999999999995,NA,4
мүрт,4,мүрт,0.3425,0.3400000000000001,NA,4
кеткен,79,кеткен,0.4349367088607594,0.43000000000000016,0.07618926194145328,6
эртең,25,эртең,0.38880000000000003,0.3999999999999999,0.05932396929853339,5
дагы,218,дагы,0.30633027522935774,0.29000000000000004,0.08302640244614785,4
башка,163,башка,0.37938650306748467,0.3600000000000001,0.08711914115152838,5
бирөө,22,бирөө,0.35,0.33499999999999985,0.09807674351775562,5
маселе,50,маселе,0.47980000000000006,0.45999999999999996,0.10833602299120558,6
менен,609,менен,0.3202627257799672,0.30000000000000027,0.07781301351421345,5
алектенет,7,алектенет,0.6271428571428572,0.6200000000000001,NA,9
никитенко,2,никитенко,0.77,0.77,NA,9
өзү,100,өзү,0.2904,0.27,0.07913573558427725,3
мыйзам,55,мыйзам,0.4501818181818182,0.44999999999999996,0.06290766040295677,6
долбооруна,2,долбооруна,0.6249999999999998,0.6249999999999998,NA,10
добуш,23,добуш,0.3552173913043478,0.3400000000000003,0.04066152584193643,5
бергенин,3,бергенин,0.5100000000000003,0.4800000000000004,NA,8
кошумчалады,13,кошумчалады,0.7192307692307692,0.7200000000000002,NA,11
анан,57,анан,0.34491228070175445,0.33999999999999986,0.07404445592773361,4
кыздардын,2,кыздардын,0.6150000000000001,0.6150000000000001,NA,9
лидердик,2,лидердик,0.5399999999999999,0.5399999999999999,NA,8
сапатын,3,сапатын,0.5433333333333334,0.5300000000000002,NA,7
күчөтүш,2,күчөтүш,0.5049999999999999,0.5049999999999999,NA,7
керек,325,керек,0.36606153846153844,0.3500000000000001,0.0828757579938665,5
арабаев,2,арабаев,0.6200000000000001,0.6200000000000001,NA,7
буга,76,буга,0.29078947368421043,0.2799999999999999,0.07587293163168247,4
чейин,114,чейин,0.3516666666666666,0.33000000000000007,0.08007647524651422,5
үч,114,үч,0.2482456140350877,0.2400000000000002,0.06270094230897795,2
жыл,66,жыл,0.21848484848484848,0.21999999999999975,0.049621410522922266,3
аралыгында,12,аралыгында,0.7041666666666667,0.7050000000000001,NA,10
судья,19,судья,0.4431578947368421,0.44999999999999996,NA,5
болуп,233,болуп,0.29712446351931326,0.29000000000000004,0.0650455208825917,5
эмгектенген,2,эмгектенген,0.8700000000000006,0.8700000000000006,NA,11
эмне,143,эмне,0.285944055944056,0.2799999999999998,0.07076282307760438,4
үчүн,334,үчүн,0.32041916167664675,0.31000000000000005,0.07135205019593319,4
аялдар,9,аялдар,0.4977777777777778,0.49999999999999956,NA,6
аз,44,аз,0.245909090909091,0.22999999999999998,0.07589215671146214,2
бирок,426,бирок,0.3645070422535212,0.3500000000000001,0.08200066683908541,5
андан,119,андан,0.406218487394958,0.3900000000000001,0.07112881125755566,5
кийин,167,кийин,0.3135928143712576,0.30000000000000004,0.07401743165646554,5
күтүлбөгөн,2,күтүлбөгөн,0.635,0.635,NA,10
кызыктуу,15,кызыктуу,0.49600000000000005,0.5,NA,8
окуя,29,окуя,0.3796551724137931,0.37,0.07257915671973446,4
болот,172,болот,0.36098837209302326,0.355,0.07696478942587646,5
конституция,8,конституция,0.73875,0.7250000000000002,NA,11
боюнча,285,боюнча,0.4635789473684211,0.43999999999999995,0.0994341291212395,6
баары,95,баары,0.37831578947368416,0.3599999999999999,0.08751477238922688,5
туура,49,туура,0.37510204081632653,0.3699999999999999,0.10234993993198843,5
шавкат,2,шавкат,0.55,0.55,NA,6
мирзиёевдин,2,мирзиёевдин,0.94,0.94,NA,11
кыргызстанга,13,кыргызстанга,0.6584615384615385,0.6,NA,12
болгон,318,болгон,0.39694968553459115,0.3900000000000001,0.07123385743237376,6
алгачкы,17,алгачкы,0.5070588235294118,0.48999999999999977,NA,7
сапары,2,сапары,0.48999999999999977,0.48999999999999977,NA,6
мамкурулуш,3,мамкурулуш,0.79,0.7699999999999999,NA,10
жеке,37,жеке,0.32594594594594595,0.32000000000000006,0.04781093897724542,4
компанияны,5,компанияны,0.7979999999999998,0.7199999999999998,NA,10
тандаган,5,тандаган,0.476,0.45999999999999974,NA,8
эмес,433,эмес,0.4221709006928407,0.43000000000000016,0.09551467980722972,4
билдирди,56,билдирди,0.5246428571428572,0.5149999999999999,0.086402110363837,8
ал,1278,ал,0.24180751173708917,0.23999999999999932,0.06774430627010852,2
сегодня,2,сегодня,0.55,0.55,NA,7
ночью,2,ночью,0.405,0.405,NA,5
в,4,в,0.10499999999999993,0.039999999999999925,NA,1
москве,2,москве,0.575,0.575,NA,6
умер,2,умер,0.33000000000000007,0.33000000000000007,NA,4
антон,6,антон,0.5116666666666666,0.51,NA,5
носик,4,носик,0.47499999999999987,0.46499999999999986,NA,5
мээрим,3,мээрим,0.57,0.55,NA,6
төгө,1,төгө,0.3599999999999999,0.3599999999999999,NA,4
сүйлөшүп,12,сүйлөшүп,0.5675,0.5850000000000001,NA,8
эми,179,эми,0.27290502793296084,0.27,0.08427114429681563,3
күздө,1,күздө,0.3600000000000003,0.3600000000000003,NA,5
көрүшөбүз,1,көрүшөбүз,0.6099999999999999,0.6099999999999999,NA,9
кайра,49,кайра,0.33795918367346944,0.3299999999999996,0.06985042328184604,5
кайтам,3,кайтам,0.4400000000000001,0.41999999999999993,NA,6
