frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
340,am,0.17038235294117646,0.17000000000000004,0.0492615167528916,2
32,avut,0.294375,0.275,0.05841660722773959,4
2,discuții,0.595,0.595,NA,8
2,frecvente,0.5599999999999999,0.5599999999999999,NA,9
169,pe,0.12958579881656804,0.1200000000000001,0.030125827978856722,2
238,această,0.42302521008403365,0.4,0.09070334287215398,7
3,temă,0.38000000000000006,0.3900000000000001,NA,4
120,prin,0.21799999999999997,0.20999999999999996,0.04597405187035565,4
99,urmare,0.5494949494949495,0.55,0.1035332317484243,6
2,votăm,0.35,0.35,NA,5
655,în,0.11841221374045802,0.10999999999999988,0.04627316681192673,2
48,favoarea,0.49979166666666663,0.4700000000000002,0.10119476866752429,8
53,acestui,0.4364150943396226,0.4299999999999997,0.06850306954443831,7
61,raport,0.527049180327869,0.5100000000000002,0.10183883120393525,6
24,da,0.2670833333333334,0.27000000000000024,0.1103937288178945,2
4,sprijinim,0.6649999999999999,0.675,NA,9
11,deplin,0.44272727272727275,0.4099999999999999,NA,6
5,lupta,0.44000000000000006,0.4200000000000004,NA,5
35,împotriva,0.5531428571428573,0.5500000000000003,0.08273883178843103,9
1,corupţiei,0.6700000000000004,0.6700000000000004,NA,9
39,cel,0.2212820512820513,0.21999999999999997,0.04396047789474252,3
1165,de,0.11935622317596566,0.1100000000000001,0.04070699475703731,2
46,astăzi,0.5902173913043479,0.5800000000000001,0.14124036455528619,6
886,este,0.28287810383747175,0.27,0.07455298677048765,4
25,unul,0.3076,0.3099999999999996,0.05562373594069356,4
37,dintre,0.3435135135135135,0.31999999999999995,0.09950477979072765,6
120,acestea,0.5549999999999999,0.5449999999999999,0.10630541066255494,7
140,acesta,0.48107142857142854,0.45499999999999996,0.09685483039377216,6
345,un,0.1410144927536232,0.1399999999999999,0.0465228415872194,2
10,alt,0.24099999999999994,0.22499999999999998,NA,3
6,plin,0.2583333333333333,0.23999999999999988,NA,4
1,contradicții,0.71,0.71,NA,12
527,acest,0.3775332068311195,0.37000000000000005,0.07427204603999168,5
336,lucru,0.3667559523809524,0.33000000000000007,0.11007411327021713,5
833,nu,0.1715486194477791,0.16000000000000003,0.06152413418842279,2
179,foarte,0.35804469273743017,0.34999999999999987,0.07055222157285858,6
4,precis,0.64,0.645,NA,6
59,acord,0.43796610169491523,0.4099999999999999,0.10781177181290433,5
30,bun,0.3093333333333333,0.31000000000000005,0.08440188481852491,3
1,egalitatea,0.7100000000000001,0.7100000000000001,NA,10
362,trebuie,0.3888950276243095,0.3800000000000001,0.07320819949856676,7
1,promovată,0.9299999999999997,0.9299999999999997,NA,9
93,toate,0.2820430107526881,0.27,0.050055602557142205,5
3,domeniile,0.6366666666666666,0.6999999999999997,NA,9
81,nevoie,0.4004938271604938,0.3999999999999999,0.07427821407667093,6
8,acţiune,0.50625,0.48999999999999977,NA,7
324,la,0.13401234567901232,0.1299999999999999,0.04695640394962263,2
83,multe,0.34204819277108434,0.33000000000000007,0.07433869484711271,5
1,niveluri,0.6200000000000001,0.6200000000000001,NA,8
28,fel,0.2396428571428572,0.22999999999999998,0.07310480264190698,3
107,mult,0.31542056074766356,0.2999999999999998,0.1000686592015681,4
121,acum,0.40247933884297515,0.37,0.17175215181444614,4
50,ca,0.1632,0.1499999999999999,0.05346904502149073,2
227,și,0.1705726872246696,0.16000000000000014,0.04792257540045567,2
29,atunci,0.4793103448275863,0.45999999999999996,0.1175320939294807,6
44,aspect,0.5,0.48,0.09778952243300104,6
28,extrem,0.44107142857142856,0.43499999999999994,0.08680925388947051,6
44,important,0.6584090909090908,0.6100000000000001,0.16513480302845718,9
3,regretabil,0.75,0.79,NA,10
183,din,0.18415300546448085,0.17999999999999994,0.03836233528332287,3
98,două,0.2798979591836735,0.27,0.07254568269901632,4
17,motive,0.5529411764705883,0.54,NA,6
50,aceea,0.4656,0.45500000000000007,0.1061796706012012,5
8,necesară,0.64,0.6500000000000001,NA,8
507,o,0.08384615384615386,0.07000000000000028,0.04537938449945533,1
2,imediată,0.71,0.71,NA,8
2,franța,0.47500000000000003,0.47500000000000003,NA,6
2,termină,0.4900000000000001,0.4900000000000001,NA,7
1,celebrul,0.47999999999999976,0.47999999999999976,NA,8
1,portret,0.5100000000000002,0.5100000000000002,NA,7
41,al,0.15756097560975607,0.1399999999999999,0.05624857721777847,2
1,giocondei,0.71,0.71,NA,9
185,aceasta,0.5215135135135136,0.5000000000000002,0.10113959939802253,7
3,companie,0.5666666666666665,0.5099999999999998,NA,8
38,bună,0.3544736842105264,0.3599999999999999,0.06864311813387287,4
2,păstrat,0.5299999999999998,0.5299999999999998,NA,7
1,malta,0.53,0.53,NA,5
14,caz,0.36928571428571416,0.34499999999999986,NA,3
27,sens,0.5144444444444446,0.4800000000000004,0.10835601340500514,4
21,desigur,0.5780952380952382,0.56,0.11378132744958847,7
2,dispută,0.5850000000000002,0.5850000000000002,NA,7
176,ne,0.1288068181818182,0.125,0.03248291259092402,2
2,încântă,0.5449999999999999,0.5449999999999999,NA,7
13,toţi,0.40461538461538465,0.41000000000000014,NA,4
60,aş,0.219,0.21,0.04474788130577728,2
86,dori,0.24744186046511626,0.24,0.04597150131297145,4
14,răspuns,0.5985714285714285,0.58,NA,7
144,vă,0.16312500000000002,0.15999999999999995,0.0508042830362281,2
18,rog,0.23500000000000001,0.21999999999999997,NA,3
37,fapt,0.41702702702702704,0.41999999999999993,0.09963446706349681,4
5,prioritatea,0.65,0.6500000000000001,NA,11
8,clară,0.47125000000000006,0.4500000000000002,NA,5
264,pentru,0.310530303030303,0.30000000000000027,0.05105449848815876,6
204,ce,0.1585294117647059,0.15000000000000002,0.03439547051241633,2
21,înseamnă,0.44904761904761903,0.47,0.07070394344764386,8
3,protestele,0.5733333333333334,0.6,NA,10
4,actuale,0.48749999999999993,0.43999999999999995,NA,7
54,pot,0.2361111111111111,0.2250000000000001,0.04927461234128225,3
5,duce,0.30599999999999994,0.28,NA,4
1,divizarea,0.6499999999999999,0.6499999999999999,NA,9
1,statului,0.7999999999999998,0.7999999999999998,NA,8
1021,să,0.15136141038197845,0.1499999999999999,0.03798358313551782,2
1,adopte,0.43999999999999995,0.43999999999999995,NA,6
5,poziţie,0.546,0.4800000000000002,NA,7
1,opusă,0.5100000000000002,0.5100000000000002,NA,5
22,viitor,0.5609090909090909,0.5550000000000002,0.07063717427537988,6
151,va,0.15443708609271523,0.14000000000000012,0.04162748709830086,2
194,fi,0.17711340206185566,0.15999999999999992,0.07292495628730883,2
1,îndatorirea,0.7000000000000002,0.7000000000000002,NA,11
1,părţii,0.48,0.48,NA,6
1,executive,0.9299999999999997,0.9299999999999997,NA,9
37,comisia,0.5378378378378379,0.5399999999999999,0.07979609901127635,7
29,îi,0.14896551724137938,0.14000000000000012,0.0590607935935632,2
2,cunoaște,0.45999999999999996,0.45999999999999996,NA,8
14,mulți,0.33999999999999997,0.32999999999999996,NA,5
9,aceștia,0.5333333333333333,0.5399999999999999,NA,7
2,durabil,0.565,0.565,NA,7
1,barieră,0.3900000000000001,0.3900000000000001,NA,7
5,calea,0.36400000000000005,0.3600000000000003,NA,5
10,unei,0.25499999999999995,0.2599999999999998,NA,4
6,soluţii,0.6133333333333332,0.595,NA,7
7,dimpotrivă,0.722857142857143,0.69,NA,10
81,poate,0.3090123456790123,0.30000000000000004,0.06967074239362611,5
342,că,0.12608187134502924,0.11999999999999988,0.0427071356541736,2
37,chiar,0.2462162162162162,0.2300000000000001,0.05987725181807603,5
290,mai,0.17558620689655172,0.16999999999999993,0.04400968534592929,3
48,bine,0.32625,0.3250000000000002,0.08234915287192339,4
2,pregătită,0.6299999999999999,0.6299999999999999,NA,9
5,faptele,0.46399999999999986,0.48,NA,7
4,arată,0.3925,0.3699999999999998,NA,5
25,vorba,0.3692,0.3500000000000001,0.04742713709821979,5
68,despre,0.33764705882352936,0.33499999999999996,0.042218961823913013,6
2,corupție,0.6299999999999999,0.6299999999999999,NA,8
57,votat,0.37456140350877193,0.3600000000000001,0.07307213108191198,5
24,mulțumesc,0.5658333333333333,0.5499999999999998,0.08397290798443459,9
7,întreaga,0.5057142857142858,0.5099999999999998,NA,8
38,dvs,0.7086842105263158,0.6750000000000002,0.11909957343585717,3
7,activitate,0.7671428571428572,0.74,NA,10
193,au,0.14134715025906736,0.13000000000000012,0.05463180454055598,2
185,fost,0.2982702702702703,0.29000000000000004,0.0589051598872255,4
1,planificate,0.79,0.79,NA,11
36,mod,0.24166666666666675,0.2250000000000001,0.05521386989309329,3
1,hain,0.48,0.48,NA,4
76,fie,0.2453947368421053,0.2200000000000002,0.0712262271821026,3
2,excepţia,0.625,0.625,NA,8
237,şi,0.1671308016877637,0.16000000000000014,0.04847893763990251,2
2,regula,0.5,0.5,NA,6
1,fiți,0.2500000000000001,0.2500000000000001,NA,4
5,ambițioasă,0.74,0.6599999999999999,NA,10
73,noi,0.27863013698630135,0.2599999999999998,0.08503781950293827,3
80,vom,0.23625000000000002,0.2200000000000002,0.05258808162610539,3
3,sprijini,0.9166666666666665,0.5799999999999998,NA,8
56,mă,0.14732142857142858,0.14000000000000007,0.04889659112225128,2
6,refer,0.3466666666666667,0.35500000000000004,NA,5
1,temeiul,0.43999999999999995,0.43999999999999995,NA,7
2,juridic,0.6599999999999999,0.6599999999999999,NA,7
5,moneda,0.43,0.4,NA,6
13,comună,0.5253846153846154,0.48999999999999977,NA,6
17,continua,0.526470588235294,0.51,NA,8
23,eu,0.21217391304347827,0.20999999999999996,0.06149327544456539,2
2,însumi,0.36,0.36,NA,6
64,voi,0.23984375000000002,0.24,0.05358548096118266,3
1,prezida,0.5800000000000001,0.5800000000000001,NA,7
19,dezbatere,0.7110526315789474,0.6699999999999999,NA,9
4,prim,0.23999999999999996,0.2499999999999999,NA,4
20,exemplu,0.5319999999999998,0.535,0.07878017383500553,7
1,formulare,0.6200000000000001,0.6200000000000001,NA,9
1,ambiguă,0.73,0.73,NA,7
1,asociația,0.6299999999999999,0.6299999999999999,NA,9
36,avea,0.2566666666666667,0.235,0.07230886134196438,4
1,statut,0.41999999999999993,0.41999999999999993,NA,6
1,legal,0.5,0.5,NA,5
34,când,0.22264705882352936,0.22,0.030382293839770105,4
6,devenit,0.4749999999999999,0.47499999999999987,NA,7
14,președinte,0.727142857142857,0.7200000000000001,NA,10
18,cine,0.31055555555555553,0.29000000000000004,NA,4
2,dorește,0.48,0.48,NA,7
9,ia,0.1777777777777777,0.16000000000000014,NA,2
18,cuvântul,0.5544444444444445,0.5650000000000001,NA,8
3,solicitării,0.8599999999999999,0.8599999999999999,NA,11
49,totuşi,0.5183673469387755,0.5,0.10834641469947816,6
1,indicator,0.6100000000000001,0.6100000000000001,NA,9
1,holist,0.6800000000000002,0.6800000000000002,NA,6
4,întrebarea,0.5675000000000001,0.565,NA,10
49,are,0.22061224489795916,0.20999999999999996,0.06853855859007717,3
5,deocamdată,0.658,0.6299999999999999,NA,10
3,aștept,0.36999999999999994,0.3699999999999999,NA,6
307,cu,0.12775244299674265,0.1200000000000001,0.02948075619522552,2
8,nerăbdare,0.57375,0.5849999999999999,NA,9
2,colaborarea,0.7650000000000001,0.7650000000000001,NA,11
1,fructuoasă,0.5499999999999998,0.5499999999999998,NA,10
1,reuniunea,0.62,0.62,NA,9
8,nivel,0.3875,0.355,NA,5
1,înalt,0.3700000000000001,0.3700000000000001,NA,5
72,doar,0.24152777777777779,0.22999999999999998,0.05547895736660101,4
8,direcţia,0.52,0.5,NA,8
23,vorbim,0.4221739130434783,0.4099999999999997,0.08393485145359794,6
6,responsabilitatea,1.0983333333333332,1.035,NA,17
500,a,0.08954000000000001,0.08000000000000007,0.0421561701933506,1
1,proteja,0.7600000000000002,0.7600000000000002,NA,7
1,teroriștii,0.6799999999999999,0.6799999999999999,NA,10
45,asemenea,0.59,0.5899999999999999,0.11255301781019386,8
1,omorâți,0.73,0.73,NA,7
1,tânăra,0.38,0.38,NA,6
12,își,0.18416666666666667,0.16999999999999998,NA,3
1,amintește,0.4600000000000001,0.4600000000000001,NA,9
2,petrecut,0.4849999999999999,0.4849999999999999,NA,8
26,timp,0.35153846153846163,0.3600000000000001,0.08821302886500644,4
4,afară,0.4299999999999999,0.4049999999999998,NA,5
26,fără,0.28384615384615386,0.26,0.07462315582053192,4
1,sinceritate,0.8500000000000001,0.8500000000000001,NA,11
2,construi,0.575,0.575,NA,8
31,nimic,0.3838709677419355,0.35,0.10278383204099881,5
3,declaraţie,0.7399999999999999,0.71,NA,10
38,importantă,0.706578947368421,0.69,0.1263473615119215,10
44,suntem,0.4295454545454545,0.43,0.08594088139609359,6
1,grafic,0.41000000000000003,0.41000000000000003,NA,6
2,angajamentele,0.76,0.76,NA,13
1,asumate,0.5,0.5,NA,7
1,protocolul,0.5699999999999998,0.5699999999999998,NA,10
3,semnat,0.4200000000000001,0.43000000000000016,NA,6
47,doresc,0.4227659574468085,0.41999999999999993,0.09030629347945882,6
61,mi,0.09049180327868854,0.08999999999999986,0.023764555505219442,2
2,exprim,0.4499999999999999,0.4499999999999999,NA,6
19,sprijinul,0.6126315789473683,0.6000000000000001,NA,9
6,faţă,0.32166666666666666,0.3250000000000002,NA,4
4,raportor,0.5975,0.605,NA,8
21,aşadar,0.5533333333333333,0.5499999999999998,0.08575157918856845,6
18,haideţi,0.44166666666666665,0.43500000000000005,NA,7
3,ocupăm,0.4533333333333332,0.44999999999999973,NA,6
3,realitate,0.79,0.81,NA,9
20,exact,0.46499999999999986,0.44999999999999996,0.07082223855318481,5
3,lucrul,0.3866666666666667,0.3599999999999999,NA,6
135,care,0.2526666666666666,0.25,0.044052207832586246,4
116,avem,0.31706896551724145,0.31000000000000005,0.06777221748820357,4
22,acolo,0.4545454545454545,0.44000000000000006,0.10715930609665633,5
18,ori,0.2933333333333334,0.29500000000000015,NA,3
129,aceste,0.4213178294573643,0.4099999999999999,0.0668180814432137,6
12,raportului,0.7541666666666668,0.73,NA,10
6,susținut,0.5783333333333333,0.535,NA,8
1,rezoluția,0.8299999999999996,0.8299999999999996,NA,9
2,vine,0.22499999999999998,0.22499999999999998,NA,4
1,clarvăzători,0.9699999999999998,0.9699999999999998,NA,12
2,traficul,0.565,0.565,NA,8
7,copii,0.3742857142857144,0.3500000000000001,NA,5
6,femei,0.42166666666666663,0.4149999999999998,NA,5
1,înfloreşte,0.6500000000000001,0.6500000000000001,NA,10
18,nou,0.28833333333333333,0.28000000000000014,NA,3
6,grupul,0.4249999999999999,0.42,NA,6
21,meu,0.2685714285714285,0.25,0.08380248888223511,3
16,el,0.255,0.20999999999999996,NA,2
5,reușit,0.46799999999999997,0.47,NA,6
27,l,0.06518518518518522,0.05999999999999983,0.021727396808632445,1
1,imobilizeze,0.9099999999999997,0.9099999999999997,NA,11
1,bărbat,0.6999999999999997,0.6999999999999997,NA,6
63,dar,0.2509523809523809,0.24,0.07638430605812667,3
1,sursele,0.48,0.48,NA,7
26,noastre,0.4707692307692308,0.4750000000000002,0.0986275043554515,7
2,energetice,0.8899999999999999,0.8899999999999999,NA,10
1,explicația,0.8199999999999998,0.8199999999999998,NA,10
1,necorelarea,0.69,0.69,NA,11
1,vitezelor,0.6800000000000002,0.6800000000000002,NA,9
25,una,0.2668,0.2699999999999998,0.0580746645850552,3
1,simplistă,0.6099999999999999,0.6099999999999999,NA,9
3,simțim,0.4766666666666666,0.48,NA,6
10,greu,0.277,0.255,NA,4
2,respectă,0.56,0.56,NA,8
21,nicio,0.30571428571428577,0.30000000000000027,0.04388296122317046,5
1,proporţie,0.8500000000000001,0.8500000000000001,NA,9
237,se,0.16864978902953587,0.16000000000000014,0.05198467556501021,2
22,referă,0.39,0.39,0.033665016461206884,6
3,termeni,0.35333333333333333,0.3500000000000001,NA,7
1,concreți,0.6799999999999997,0.6799999999999997,NA,8
8,ambele,0.38,0.355,NA,6
3,alternative,0.75,0.75,NA,11
6,propriile,0.5016666666666667,0.5050000000000002,NA,9
3,dificultăți,0.8266666666666665,0.8399999999999999,NA,11
1,diferența,0.62,0.62,NA,9
2,tratament,0.5800000000000001,0.5800000000000001,NA,9
57,problemă,0.5182456140350877,0.51,0.1055279720368278,8
3,dublă,0.49333333333333346,0.4900000000000002,NA,5
26,spus,0.37,0.355,0.07288346863315438,4
27,deja,0.32777777777777783,0.32999999999999996,0.07234178138070237,4
1,răspund,0.3900000000000001,0.3900000000000001,NA,7
