 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
sen,547,sen,0.31956124314442413,0.3199999999999994,0.07718839872730526,3
speso,13,speso,0.6807692307692309,0.7000000000000002,NA,5
unua,315,unua,0.4844761904761905,0.4800000000000004,0.10022567801323178,4
ne,7918,ne,0.21026269259914118,0.18999999999999995,0.08118801293546958,2
ekzistas,408,ekzistas,0.7705882352941177,0.75,0.15901616149169046,8
la,27647,la,0.17069519296849567,0.16000000000000014,0.05625719094153248,2
dua,204,dua,0.35872549019607847,0.3500000000000001,0.0921946064334761,3
kiu,1726,kiu,0.3127172653534183,0.30000000000000004,0.08017790373078047,3
pekis,10,pekis,0.635,0.61,NA,5
tiu,2263,tiu,0.3168183826778613,0.3099999999999996,0.08427170793512288,3
pagas,50,pagas,0.5614,0.55,0.141983183827508,5
venas,315,venas,0.526952380952381,0.5,0.12259500781746882,5
monto,57,monto,0.5607017543859649,0.54,0.13152755888735698,5
al,4899,al,0.20119412124923453,0.19999999999999973,0.06161484576130545,2
sed,2820,sed,0.34593262411347514,0.33999999999999986,0.08787032756067072,3
homo,291,homo,0.4924742268041237,0.48,0.1328600320884926,4
homon,41,homon,0.5546341463414634,0.56,0.10660904185329709,5
renkontas,11,renkontas,0.9027272727272728,0.9199999999999999,NA,9
eksilentu,2,eksilentu,0.9749999999999999,0.9749999999999999,NA,9
malsaĝulo,63,malsaĝulo,0.889047619047619,0.8799999999999999,0.16171175357480863,9
ekkriis,124,ekkriis,0.8287903225806451,0.8200000000000002,0.20351621553794422,7
doktoro,89,doktoro,0.7069662921348314,0.6999999999999997,0.15001063973160844,7
turnante,24,turnante,0.6829166666666667,0.665,0.10118769329993796,8
sin,745,sin,0.36055033557046984,0.3400000000000003,0.09452395129721808,3
veturigisto,3,veturigisto,1.1699999999999997,1.0999999999999996,NA,11
navo,49,navo,0.5530612244897959,0.5500000000000003,0.12692195898846417,4
laŭ,565,laŭ,0.28592920353982304,0.2799999999999998,0.07509612242378386,3
fasado,55,fasado,0.7096363636363636,0.7000000000000001,0.139256805623488,6
finiĝas,25,finiĝas,0.7824,0.76,0.13977004924756475,7
en,7667,en,0.19632450763010303,0.18999999999999995,0.05870996048889317,2
triangulo,4,triangulo,0.98,0.99,NA,9
kie,409,kie,0.32889975550122247,0.3200000000000003,0.08458092901985438,3
mozaiko,5,mozaiko,0.774,0.8300000000000001,NA,7
estas,9940,estas,0.46451609657947684,0.4500000000000002,0.10262936833405474,5
videbla,66,videbla,0.6443939393939395,0.625,0.13207374149872944,7
tiam,477,tiam,0.44522012578616355,0.43000000000000016,0.09805998300209266,4
ŝi,2644,ŝi,0.2909379727685325,0.27,0.08612583475712847,2
fariĝis,231,fariĝis,0.73,0.7200000000000001,0.15003188067004727,7
freneza,17,freneza,0.8370588235294119,0.8200000000000003,NA,7
vi,3765,vi,0.21403984063745018,0.18999999999999995,0.0913109360450317,2
sonĝis,8,sonĝis,0.69875,0.675,NA,6
laŭte,60,laŭte,0.5358333333333333,0.5300000000000001,0.08988300619282753,5
diris,1247,diris,0.505308740978348,0.48,0.12933977344251066,5
plej,1051,plej,0.3156327307326356,0.3099999999999996,0.08211869594018739,4
bona,427,bona,0.41740046838407496,0.4,0.10515821435688445,4
gvidilo,4,gvidilo,0.7649999999999999,0.7499999999999999,NA,7
lango,80,lango,0.5181250000000001,0.5149999999999999,0.09882978270423894,5
klozelo,78,klozelo,0.7035897435897436,0.6849999999999999,0.1289817701704277,7
havis,514,havis,0.4757198443579766,0.46,0.10643234182855428,5
skeptikan,7,skeptikan,0.9185714285714285,0.97,NA,9
rideton,27,rideton,0.7792592592592592,0.77,0.11097213530798987,7
liaj,254,liaj,0.40692913385826773,0.40000000000000013,0.08370389945651917,4
rilatoj,22,rilatoj,0.8054545454545454,0.8549999999999999,0.1475749131063779,7
kun,1693,kun,0.25203189604252807,0.2400000000000002,0.062004586298062776,3
akademio,47,akademio,0.8761702127659574,0.8799999999999999,0.150080459456997,8
neniam,461,neniam,0.6051409978308026,0.6000000000000001,0.1066741873665158,6
estis,3748,estis,0.4823852721451441,0.4700000000000002,0.10067887481098442,5
bonaj,61,bonaj,0.49081967213114747,0.4899999999999993,0.09663151801158898,5
saĝa,64,saĝa,0.5703125,0.5749999999999998,0.13803575278752617,4
hundo,111,hundo,0.5030630630630631,0.48999999999999977,0.10349170184383069,5
post,1116,post,0.3364784946236559,0.33000000000000007,0.0689359258220456,4
vundo,32,vundo,0.5359375,0.4950000000000001,0.12133290315119294,5
mi,8060,mi,0.20287841191067002,0.18000000000000016,0.07662296263028805,2
jam,766,jam,0.3220365535248042,0.3100000000000005,0.07810687312531127,3
li,7053,li,0.22483765773429748,0.20999999999999996,0.08275525074301734,2
respondis,548,respondis,0.7620620437956205,0.7399999999999998,0.15765981642683127,9
ke,2291,ke,0.1679223046704496,0.1599999999999997,0.052612574958550956,2
iris,129,iris,0.44821705426356584,0.43000000000000016,0.10673748179238558,4
arbarojn,6,arbarojn,0.7966666666666669,0.7650000000000001,NA,8
por,2682,por,0.2432438478747204,0.23000000000000043,0.06323015431406408,3
promenadi,9,promenadi,0.8233333333333333,0.7799999999999998,NA,9
fendita,8,fendita,0.71625,0.7,NA,7
ligno,59,ligno,0.5857627118644066,0.5700000000000001,0.10287594453968713,5
facile,149,facile,0.6283892617449665,0.6399999999999999,0.10999426959333027,6
ekbrulas,4,ekbrulas,0.94,0.9550000000000001,NA,8
ĝuste,80,ĝuste,0.51625,0.51,0.09487333327699944,5
divenis,13,divenis,0.8061538461538462,0.8500000000000005,NA,7
du,786,du,0.2567175572519084,0.22999999999999998,0.10894591247135646,2
baldaŭe,94,baldaŭe,0.7437234042553189,0.72,0.1521104864613621,7
vicministro,1,vicministro,0.7699999999999998,0.7699999999999998,NA,11
kapridoj,3,kapridoj,0.7200000000000001,0.7000000000000002,NA,8
rekonis,31,rekonis,0.7235483870967743,0.69,0.16821708964107016,7
lupon,27,lupon,0.5581481481481482,0.53,0.1343370341582646,5
per,1187,per,0.2423420387531592,0.22999999999999998,0.06801255421921582,3
raŭka,3,raŭka,0.4633333333333334,0.47999999999999954,NA,5
voĉo,122,voĉo,0.5622950819672133,0.54,0.11898876178092839,4
pli,1763,pli,0.25336358479863863,0.2400000000000001,0.07858623791070574,3
frue,102,frue,0.5325490196078432,0.5249999999999999,0.10609808906846448,4
romianoj,38,romianoj,0.9202631578947368,0.9350000000000003,0.1912616269859842,8
loĝis,56,loĝis,0.6144642857142857,0.62,0.11742571567292537,5
