 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
baina,2166,baina,0.3369482917820868,0.3100000000000004,0.09534022754243231,5
ez,7560,ez,0.17509259259259258,0.16999999999999993,0.06467635974716639,2
al,357,al,0.13100840336134453,0.1200000000000001,0.036590543952136685,2
gara,860,gara,0.29424418604651165,0.29000000000000004,0.07270115781745118,4
hauteskunde,42,hauteskunde,0.6376190476190476,0.6199999999999999,0.10688059268058801,11
bakoitzean,66,bakoitzean,0.6525757575757576,0.6400000000000001,0.09899977631770543,10
autodeterminatzen,9,autodeterminatzen,1.1544444444444446,1.1599999999999997,NA,17
estatuek,35,estatuek,0.5828571428571427,0.5800000000000001,0.1003397589537206,8
herritarrak,79,herritarrak,0.6491139240506331,0.6499999999999999,0.09196138924204812,11
babestu,40,babestu,0.45025000000000004,0.44000000000000006,0.0702919734995507,7
behar,2258,behar,0.23741806908768823,0.22999999999999987,0.061283160501809014,5
dituzte,868,dituzte,0.5152534562211981,0.5100000000000002,0.08069224888870462,7
ados,42,ados,0.41404761904761905,0.41999999999999993,0.10053659748179858,4
hemen,411,hemen,0.33362530413625296,0.32000000000000006,0.07411096322632776,5
zarenez,9,zarenez,0.6799999999999999,0.6799999999999999,NA,7
baitezpadakoa,9,baitezpadakoa,0.9733333333333333,0.9900000000000002,NA,13
da,10621,da,0.18765558798606535,0.18999999999999995,0.06728514255571748,2
galdera,211,galdera,0.43568720379146925,0.43000000000000016,0.07713856905256487,7
askotan,297,askotan,0.5367003367003367,0.5299999999999998,0.09150332902610278,7
topoan,8,topoan,0.37875,0.375,NA,6
sartu,283,sartu,0.3730742049469965,0.3599999999999999,0.07976084469487592,5
eta,12922,eta,0.22993112521281536,0.22000000000000008,0.06478318318496766,3
hendaiara,8,hendaiara,0.54375,0.53,NA,9
iristean,10,iristean,0.5660000000000001,0.55,NA,8
espainiako,194,espainiako,0.6411855670103092,0.6200000000000001,0.1078770005689321,10
poliziak,83,poliziak,0.6120481927710844,0.6100000000000001,0.10417807264422216,8
hartzen,342,hartzen,0.37769005847953213,0.3600000000000003,0.0667000803746945,7
ditu,1324,ditu,0.33565709969788515,0.33000000000000007,0.0742263108195857,4
berriz,303,berriz,0.451023102310231,0.4400000000000004,0.1006762373280271,6
borrokan,43,borrokan,0.5079069767441861,0.5,0.0833683204516441,8
hasten,100,hasten,0.34869999999999995,0.33000000000000007,0.054358610963292524,6
bazarete,8,bazarete,0.5987500000000001,0.555,NA,8
kalera,17,kalera,0.3735294117647059,0.3599999999999999,NA,6
botako,8,botako,0.3437500000000001,0.33000000000000007,NA,6
zaituztet,16,zaituztet,0.67875,0.6949999999999996,NA,9
zurrumurru,2,zurrumurru,0.635,0.635,NA,10
bat,4123,bat,0.2302279893281591,0.2100000000000002,0.06639899994064512,3
egongo,144,egongo,0.3568055555555556,0.34999999999999976,0.056884778375924164,6
sekulako,60,sekulako,0.6128333333333335,0.6000000000000001,0.08768378600222285,8
iskanbila,7,iskanbila,0.54,0.55,NA,9
sortu,579,sortu,0.37134715025906734,0.3600000000000001,0.06192624844971022,5
zezena,7,zezena,0.4342857142857143,0.43999999999999995,NA,6
kafetegian,14,kafetegian,0.6721428571428572,0.67,NA,10
denean,83,denean,0.4334939759036145,0.43000000000000016,0.07026836596898085,6
esperanto,18,esperanto,0.6183333333333334,0.62,NA,9
hizkuntza,591,hizkuntza,0.5223857868020305,0.5099999999999998,0.09020819648400492,9
berariaz,34,berariaz,0.608235294117647,0.5850000000000002,0.10187546135192939,8
sortutakoa,17,sortutakoa,0.8252941176470587,0.8300000000000001,NA,10
politikariei,9,politikariei,0.8188888888888888,0.8599999999999999,NA,12
mezua,73,mezua,0.44958904109589043,0.43000000000000016,0.09271279361801489,5
bidali,41,bidali,0.36756097560975604,0.3599999999999999,0.049738339729271094,6
nahi,1507,nahi,0.19892501658925016,0.18999999999999995,0.056431383235403206,4
diegu,66,diegu,0.4127272727272728,0.395,0.0884141557504393,5
bildu,103,bildu,0.3059223300970873,0.29000000000000004,0.06438908830350554,5
garen,49,garen,0.31000000000000005,0.2999999999999998,0.06861729616746304,5
guztiok,174,guztiok,0.5303448275862069,0.53,0.09228566200877496,7
zer,1076,zer,0.26928438661710036,0.26,0.06998304763294826,3
ari,1000,ari,0.20345999999999997,0.19999999999999973,0.04397683893099141,3
zaigu,185,zaigu,0.4081621621621621,0.41000000000000014,0.0772620869654462,5
seinalatzen,8,seinalatzen,0.7324999999999999,0.7199999999999999,NA,11
bi,1472,bi,0.19286005434782608,0.18000000000000016,0.08283988623436583,2
mila,839,mila,0.30152562574493447,0.29000000000000004,0.06673825193199567,4
hamabostetik,8,hamabostetik,0.8574999999999999,0.8050000000000002,NA,12
a,37,a,0.16351351351351345,0.15000000000000002,0.09551661333727984,1
eskerrak,47,eskerrak,0.5672340425531914,0.53,0.12116647060354561,8
euskal,993,euskal,0.3749748237663646,0.3700000000000001,0.06341606379913822,6
herrian,244,herrian,0.4185655737704918,0.4000000000000001,0.0865240505307372,7
den,1101,den,0.21182561307901906,0.19999999999999973,0.06897186855859933,3
halakorik,34,halakorik,0.5738235294117646,0.5550000000000002,0.10965551308895569,9
gertatzen,223,gertatzen,0.5368609865470851,0.5299999999999998,0.07768041164912359,9
euskaldunok,35,euskaldunok,0.7854285714285716,0.79,0.09702464384168095,11
izan,3970,izan,0.30349622166246853,0.2999999999999998,0.05700882084953879,4
dugun,232,dugun,0.3259051724137931,0.31999999999999984,0.06720163861745171,5
arazo,79,arazo,0.39670886075949363,0.38000000000000034,0.0776534299106654,5
handienetakoa,17,handienetakoa,0.8223529411764706,0.8300000000000001,NA,13
bisitatzeko,19,bisitatzeko,0.7473684210526316,0.73,NA,11
leku,170,leku,0.3164705882352941,0.30000000000000016,0.07232742582367457,4
ederra,143,ederra,0.3360139860139861,0.32000000000000006,0.06922244059470258,6
egiten,1588,egiten,0.38038413098236773,0.36999999999999994,0.06950389362328523,6
dute,2173,dute,0.31884491486424293,0.31999999999999984,0.07450697600519618,4
otxandio,25,otxandio,0.5711999999999999,0.5700000000000003,0.08283115355951527,8
otxandiarrek,10,otxandiarrek,0.7250000000000002,0.6900000000000002,NA,12
eurek,11,eurek,0.4536363636363635,0.5,NA,5
herritarren,106,herritarren,0.6053773584905661,0.605,0.08588114187700831,11
erakunde,83,erakunde,0.49240963855421693,0.48,0.07515172233142739,8
publikoen,19,publikoen,0.5663157894736841,0.55,NA,9
arteko,378,arteko,0.41013227513227524,0.3999999999999999,0.06635435350270771,6
harremanei,20,harremanei,0.5319999999999999,0.53,0.08147327621276867,10
buruz,379,buruz,0.40398416886543537,0.3900000000000001,0.08467310163355622,5
azken,717,azken,0.3765969316596932,0.3700000000000001,0.06291894796417458,5
batean,774,batean,0.4391343669250646,0.43000000000000016,0.08439511602638573,6
horrek,569,horrek,0.37708260105448155,0.3600000000000001,0.08943836021377878,6
ekartzen,75,ekartzen,0.4850666666666667,0.48,0.08685765511601296,8
duen,709,duen,0.2683074753173484,0.25,0.07404923703987502,4
astindua,16,astindua,0.60625,0.5600000000000002,NA,8
nor,70,nor,0.24099999999999996,0.235,0.06659742781297447,3
pentsatzeko,26,pentsatzeko,0.7015384615384614,0.6849999999999998,0.10883721083130746,11
handia,500,handia,0.37212,0.3599999999999999,0.0778384432429952,6
bloke,21,bloke,0.3623809523809523,0.37000000000000005,0.08366031089499741,5
zegoen,387,zegoen,0.46124031007751937,0.4500000000000002,0.08506329023134082,6
ekialdekoa,12,ekialdekoa,0.7674999999999997,0.7649999999999999,NA,10
mendebaldekoa,13,mendebaldekoa,0.8492307692307695,0.7999999999999998,NA,13
instituzioa,27,instituzioa,0.8462962962962963,0.8300000000000001,0.13356496973234092,11
gainezkatu,10,gainezkatu,0.7670000000000001,0.7400000000000001,NA,10
desobeditzera,10,desobeditzera,0.851,0.865,NA,13
behartzen,41,behartzen,0.4765853658536585,0.4700000000000002,0.07967464327179509,9
duena,108,duena,0.3830555555555556,0.3700000000000001,0.07573266228696607,5
tira,45,tira,0.31133333333333335,0.31000000000000005,0.07165574264876086,4
berri,349,berri,0.29378223495702005,0.2799999999999999,0.06581512442468365,5
berria,188,berria,0.42207446808510635,0.4099999999999999,0.08254284116783116,6
bestea,48,bestea,0.4662499999999999,0.47,0.10658379981488143,6
nola,591,nola,0.29482233502538074,0.2899999999999999,0.06644682269351815,4
esan,910,esan,0.29771428571428565,0.2899999999999998,0.06593864630261914,4
birziklatua,4,birziklatua,0.8900000000000001,0.9100000000000001,NA,11
biologia,12,biologia,0.6616666666666665,0.6749999999999999,NA,8
ikasi,376,ikasi,0.39180851063829786,0.3799999999999999,0.08267156242652339,5
genuen,402,genuen,0.4208208955223881,0.41999999999999993,0.07839138815489811,6
asier,16,asier,0.4375,0.4250000000000002,NA,5
sarasuarekin,7,sarasuarekin,0.8757142857142857,0.8200000000000003,NA,12
hiztun,27,hiztun,0.3959259259259259,0.38000000000000034,0.06320049045934682,6
kopuruei,9,kopuruei,0.5499999999999999,0.56,NA,8
begira,204,begira,0.4286764705882354,0.4049999999999999,0.09119196034098426,6
berrehun,48,berrehun,0.4358333333333333,0.42000000000000004,0.08381421535178546,8
berrogeita,103,berrogeita,0.5275728155339805,0.51,0.08928326830295694,10
hamargarren,17,hamargarren,0.6194117647058824,0.6100000000000003,NA,11
postuaren,9,postuaren,0.6222222222222223,0.6400000000000006,NA,9
inguruan,164,inguruan,0.5514024390243902,0.5400000000000001,0.08448245321953028,8
gaude,174,gaude,0.3485057471264368,0.3500000000000001,0.0748799229229907,5
ikasle,283,ikasle,0.4336749116607774,0.42000000000000004,0.07884759722528892,6
horiek,766,horiek,0.4246997389033943,0.41999999999999993,0.1012631396457375,6
bere,1702,bere,0.26452996474735607,0.25,0.07367793800704489,4
aletxoa,18,aletxoa,0.45055555555555543,0.45000000000000007,NA,7
gehitu,79,gehitu,0.37367088607594934,0.3500000000000001,0.08878347639045248,6
diote,270,diote,0.392,0.3899999999999997,0.08169032103123278,5
proiektuari,26,proiektuari,0.746153846153846,0.7300000000000002,0.09637746305343055,11
atzekoz,9,atzekoz,0.5033333333333333,0.48,NA,7
aurrera,391,aurrera,0.41713554987212276,0.40000000000000036,0.08158984061720218,7
eman,779,eman,0.2631065468549422,0.25,0.05537767218492372,4
du,4153,du,0.18879845894534072,0.18000000000000016,0.06714036484167715,2
zerrenda,78,zerrenda,0.5344871794871795,0.52,0.10031958589437713,8
ondo,572,ondo,0.2547202797202798,0.25,0.06484867532448281,4
dago,1757,dago,0.329823562891292,0.32999999999999985,0.08471392736753539,4
galdetzea,10,galdetzea,0.649,0.665,NA,9
han,172,han,0.2206976744186047,0.20500000000000007,0.07960855544364061,3
egoteak,10,egoteak,0.4790000000000001,0.4949999999999999,NA,7
zerbaitetarako,10,zerbaitetarako,0.8669999999999998,0.825,NA,14
balio,252,balio,0.35876984126984124,0.3500000000000001,0.06670141145444033,5
birramonaren,6,birramonaren,0.7816666666666667,0.75,NA,12
egonaldiaz,6,egonaldiaz,0.7349999999999999,0.7449999999999999,NA,10
daukagu,94,daukagu,0.49999999999999994,0.48,0.0794470135183774,7
xehetasun,7,xehetasun,0.59,0.5899999999999999,NA,9
handirik,65,handirik,0.502,0.4900000000000002,0.10567047837499366,8
gerra,259,gerra,0.33436293436293435,0.3200000000000003,0.0836096940934178,5
amaieran,38,amaieran,0.5368421052631579,0.5500000000000005,0.07222731620556654,8
ihes,56,ihes,0.29767857142857146,0.30000000000000004,0.06663308136704725,4
egin,2795,egin,0.2611556350626118,0.25,0.06360267036401056,4
zuen,2587,zuen,0.3523270197139544,0.34999999999999964,0.08533902939827472,4
portugalen,8,portugalen,0.60875,0.6199999999999999,NA,10
hartu,564,hartu,0.29150709219858156,0.28,0.06025433029302339,5
bizilekua,5,bizilekua,0.7000000000000001,0.7000000000000002,NA,9
pestizida,40,pestizida,0.615,0.615,0.07612405529707279,9
debekatzen,14,debekatzen,0.5907142857142856,0.5899999999999999,NA,10
denerako,8,denerako,0.63375,0.5900000000000001,NA,8
beste,1690,beste,0.32834911242603554,0.31999999999999984,0.07164849904109853,5
hamarrek,16,hamarrek,0.494375,0.4800000000000002,NA,8
haren,177,haren,0.3174011299435029,0.31000000000000005,0.05478286268688885,5
lekua,49,lekua,0.43979591836734694,0.43999999999999995,0.08437243319350936,5
hori,1976,hori,0.26744939271255064,0.2500000000000001,0.07214101850909613,4
kosta,44,kosta,0.38772727272727275,0.3600000000000002,0.07990877462554691,5
zait,250,zait,0.32172,0.32999999999999985,0.07814003493882613,4
lortu,348,lortu,0.3596264367816092,0.34999999999999964,0.0702906980941555,5
dut,1338,dut,0.2496337817638266,0.2400000000000002,0.07129489651131887,3
orain,520,orain,0.3547307692307692,0.34999999999999987,0.08196717125278655,5
ordea,377,ordea,0.4886206896551724,0.49,0.08977339614777917,5
eliteek,7,eliteek,0.6085714285714287,0.6099999999999999,NA,7
diskretu,7,diskretu,0.5428571428571427,0.5100000000000002,NA,8
hobe,132,hobe,0.2875,0.27,0.0631776243122552,4
ausarta,12,ausarta,0.4975000000000001,0.49,NA,7
izatea,282,izatea,0.4919148936170214,0.48999999999999977,0.09972856323758747,6
egoerak,30,egoerak,0.5266666666666667,0.5100000000000001,0.08687419891303517,7
ausardia,18,ausardia,0.54,0.54,NA,8
eskatzen,240,eskatzen,0.482875,0.46999999999999975,0.08216516303602397,8
duenean,70,duenean,0.5305714285714285,0.5250000000000001,0.08637440768119589,7
erreferendumeko,9,erreferendumeko,0.9555555555555555,0.8900000000000001,NA,15
emaitzak,91,emaitzak,0.5562637362637363,0.5499999999999998,0.09484078297216925,8
