character,frequency,frequencyRel
e,9470,0.1047635905037945
a,8777,0.09709715246587163
r,7707,0.0852600836338695
n,7705,0.0852379582715667
t,7677,0.0849282031993274
s,5674,0.06276965285306547
i,5402,0.05976060357988362
l,4573,0.050589640905369826
d,4349,0.04811160032745536
o,3852,0.04261344779520765
m,2983,0.032999977874637695
k,2763,0.03056618802132885
g,2501,0.02766776555966104
v,2121,0.023463946722127576
f,1886,0.020864216651547668
h,1849,0.020454897448945727
p,1702,0.01882868331968936
u,1648,0.01823129853751355
ä,1598,0.01767816447994336
ö,1360,0.015045246365909242
å,1189,0.013153527889019183
b,1136,0.012567205787994778
c,1086,0.012014071730424587
j,561,0.006206164125937563
y,532,0.005885346372546851
x,105,0.0011615815208974047
w,87,0.0009624532601721353
z,46,0.0005088833329645773
é,18,0.00019912826072526939
á,9,9.956413036263469e-05
ü,6,6.637608690842313e-05
q,6,6.637608690842313e-05
í,4,4.425072460561542e-05
ó,4,4.425072460561542e-05
ô,3,3.3188043454211564e-05
è,2,2.212536230280771e-05
ō,1,1.1062681151403854e-05
ñ,1,1.1062681151403854e-05
î,1,1.1062681151403854e-05
