character,frequency,frequencyRel
i,12746,0.1269559847405799
a,10945,0.10901720170921442
e,10542,0.10500313754395052
o,9012,0.08976363835572776
n,7574,0.07544050121019552
t,6846,0.06818928852455751
r,6610,0.06583862067591661
l,5460,0.05438409514228513
s,5059,0.05038995189099276
c,4129,0.04112672689422991
d,3859,0.038437403508072954
u,3073,0.030608484317260477
m,2753,0.027421138081815195
p,2738,0.027271731227028695
g,1816,0.018088189886151976
v,1594,0.015876968435311813
b,1082,0.01077721445859936
h,1073,0.010687570345727463
f,1069,0.010647728517784396
z,914,0.009103857684990587
q,336,0.0033467135472175463
è,203,0.002021972768110601
à,192,0.0019124077412671693
ò,171,0.0017032381445660726
k,128,0.001274938494178113
y,123,0.0012251362092492804
ù,86,0.0008565993007759196
w,79,0.000786876101875554
ì,52,0.0005179437632598584
j,47,0.0004681414783310258
é,27,0.0002689323386156957
x,27,0.0002689323386156957
á,9,8.964411287189857e-05
ü,6,5.976274191459904e-05
í,4,3.984182794306603e-05
ó,4,3.984182794306603e-05
ö,3,2.988137095729952e-05
ä,2,1.9920913971533014e-05
ô,1,9.960456985766507e-06
ō,1,9.960456985766507e-06
ñ,1,9.960456985766507e-06
î,1,9.960456985766507e-06
