character,frequency,frequencyRel
e,11042,0.12496463371849571
t,8141,0.0921334072724392
a,7572,0.08569391473613924
i,6686,0.07566686660404477
n,6466,0.0731770803861432
o,6388,0.07229433799979629
r,5751,0.06508527517796313
s,5596,0.06333110761535066
h,4400,0.04979572435803126
l,3706,0.041941580561559964
d,3406,0.03854641753714874
c,2896,0.032774640395649667
u,2338,0.02645963717024479
m,2153,0.024365953305191205
p,1875,0.02121976890257014
f,1863,0.02108396238159369
g,1732,0.019601407860934124
w,1566,0.01772275098742658
b,1408,0.01593463179457
y,1380,0.015617749912291623
v,917,0.01037788164461697
k,568,0.00642817532621858
x,155,0.0017541675626124647
j,152,0.0017202159323683526
z,95,0.0010751349577302204
q,70,0.0007922047056959518
á,9,0.00010185489073233666
ü,6,6.790326048822445e-05
í,4,4.526884032548296e-05
ó,4,4.526884032548296e-05
ö,3,3.395163024411222e-05
é,3,3.395163024411222e-05
è,2,2.263442016274148e-05
ô,2,2.263442016274148e-05
ä,2,2.263442016274148e-05
ō,1,1.131721008137074e-05
â,1,1.131721008137074e-05
ñ,1,1.131721008137074e-05
î,1,1.131721008137074e-05
