character,frequencyTot,frequencyRet
ा,7226,0.08300595032968043
क,6404,0.07356353527695453
े,5786,0.06646449330300733
र,5693,0.06539619087003469
्,4736,0.05440301422105819
ि,3941,0.04527075148758242
न,3930,0.045144393135295335
स,3922,0.045052496151813816
ं,3189,0.0366324350403198
ी,3073,0.0352999287798378
म,2953,0.03392147402761504
त,2780,0.03193420175982723
ह,2668,0.030647643991085993
य,2455,0.028200886805890595
ो,2337,0.02684540629953822
ल,2293,0.026339972890389873
प,2218,0.02547843867025065
व,1816,0.020860615250304408
द,1495,0.017173248788108532
ज,1451,0.016667815378960185
ब,1305,0.014990695430422496
ग,1233,0.014163622579088842
ै,1132,0.013003423162634687
ु,1027,0.011797275254439772
ट,960,0.011027638017782067
ए,819,0.009407953683920325
श,777,0.00892549452064236
थ,719,0.00825924139040136
अ,702,0.008063960300503136
ू,690,0.00792611482528086
उ,619,0.0071105290968823944
च,607,0.006972683621660119
ड,607,0.006972683621660119
ष,496,0.005697612975854067
भ,464,0.005330025041927999
इ,458,0.005261102304316861
ध,456,0.005238128058446482
औ,455,0.005226640935511292
ख,381,0.004376593838307258
आ,374,0.00429618397776093
फ,324,0.0037218278310014474
ण,299,0.003434649757621706
ई,280,0.003216394421853103
़,244,0.002802857996186275
ॉ,148,0.0017000941944080685
ौ,145,0.0016656328256024996
छ,142,0.0016311714567969306
ओ,114,0.0013095320146116205
घ,100,0.0011487122935189653
ृ,97,0.0011142509247133964
ठ,75,0.000861534220139224
ढ,64,0.0007351758678521377
झ,55,0.0006317917614354309
ऐ,47,0.0005398947779539137
ऑ,38,0.0004365106715372068
ऊ,29,0.0003331265651204999
ञ,28,0.00032163944218531026
ः,21,0.0002412295816389827
i,20,0.00022974245870379306
o,15,0.0001723068440278448
e,14,0.00016081972109265513
a,13,0.0001493325981574655
n,12,0.00013784547522227583
s,11,0.00012635835228708617
l,10,0.00011487122935189653
c,8,9.189698348151722e-05
r,7,8.040986054632757e-05
g,6,6.892273761113791e-05
v,5,5.7435614675948265e-05
m,5,5.7435614675948265e-05
u,5,5.7435614675948265e-05
w,3,3.446136880556896e-05
t,3,3.446136880556896e-05
h,3,3.446136880556896e-05
x,3,3.446136880556896e-05
ऋ,2,2.2974245870379304e-05
p,2,2.2974245870379304e-05
ऩ,2,2.2974245870379304e-05
b,2,2.2974245870379304e-05
y,2,2.2974245870379304e-05
‍,1,1.1487122935189652e-05
f,1,1.1487122935189652e-05
q,1,1.1487122935189652e-05
ऱ,1,1.1487122935189652e-05
