character,frequency,frequencyRel
a,8753,0.10031171926929336
r,7757,0.08889729308487473
n,6810,0.0780444199958743
i,6780,0.07770061197827133
e,5368,0.06151871461642486
s,4986,0.0571408925256137
t,4514,0.05173164638199363
u,4043,0.04633386050562699
l,3892,0.044603360150358706
ð,3656,0.04189873707854867
m,3382,0.03875862385110821
g,3330,0.038162689953929727
k,2726,0.031240688532856588
f,2659,0.03047285062687662
v,2032,0.023287263058974536
o,1952,0.022370441678699948
h,1703,0.019516835132595292
í,1558,0.0178550963808476
á,1552,0.017786334777327006
d,1503,0.017224781681908823
þ,1042,0.011941598478076508
j,987,0.01131128377913773
b,920,0.010543445873157762
y,892,0.010222558390061656
ó,868,0.00994751197597928
p,750,0.008595200440074263
æ,737,0.008446216965779641
ö,733,0.008400375896765913
ú,479,0.005489468014394095
é,279,0.0031974145637076257
ý,235,0.002693162804556602
c,196,0.0022462123816727408
x,68,0.0007792981732333998
w,67,0.0007678379059799674
z,32,0.0003667285521098352
ü,6,6.87616035205941e-05
q,3,3.438080176029705e-05
è,2,2.29205345068647e-05
ä,2,2.29205345068647e-05
ō,1,1.146026725343235e-05
ô,1,1.146026725343235e-05
î,1,1.146026725343235e-05
ñ,1,1.146026725343235e-05
