repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
18218,,0.6657849549895708,0.636,0.4243033256715232
2,beliau,0.765,0.765,0.0050000000000000044
64,guru,0.35390625000000003,0.33999999999999997,0.0935350400167632
91,sekolah,0.547032967032967,0.5200000000000005,0.23960817147220093
821,ini,0.30766138855054814,0.2899999999999998,0.12130286366476639
1,penerjemah,0.6100000000000001,0.6100000000000001,0.0
34,menggunakan,0.5917647058823529,0.58,0.09954220471252957
52,kata,0.3151923076923077,0.29000000000000004,0.08445504914120759
2,ganti,0.31000000000000005,0.31000000000000005,0.040000000000000036
230,orang,0.3166956521739131,0.31000000000000005,0.07817173668199408
22,pertama,0.45272727272727276,0.43500000000000005,0.09812708912341536
310,dan,0.20522580645161295,0.18999999999999995,0.0560338087329768
2,ketiga,0.4099999999999999,0.4099999999999999,0.019999999999999796
156,dalam,0.30826923076923074,0.2999999999999998,0.06310515706442885
1,terjemahannya,0.7400000000000002,0.7400000000000002,0.0
683,dia,0.2592532942898975,0.24,0.09191089309504248
7,nampaknya,0.5657142857142857,0.55,0.11684631455244877
388,akan,0.2763917525773196,0.26,0.10946859048655938
14,lulus,0.3814285714285715,0.37000000000000005,0.08822512946654015
189,pada,0.26359788359788366,0.24999999999999978,0.06699733229915486
40,ujian,0.42325,0.4049999999999999,0.10446021970109005
61,masuk,0.34163934426229514,0.31999999999999984,0.0906475850838687
651,itu,0.31608294930875575,0.29000000000000004,0.11626887320649773
227,apakah,0.46466960352422904,0.44999999999999996,0.08826397682343926
507,kamu,0.30538461538461537,0.28,0.09595980420816125
925,tidak,0.29942702702702706,0.28000000000000025,0.07015193029128895
145,tahu,0.3450344827586207,0.31000000000000005,0.12346784664748527
103,kalau,0.29417475728155335,0.28,0.07578103705015783
2,sopan,0.43500000000000005,0.43500000000000005,0.06499999999999995
274,untuk,0.27598540145985395,0.2699999999999997,0.06665588560774433
9,menanyakan,0.7311111111111112,0.6399999999999999,0.21121050291879415
6,usia,0.3016666666666665,0.3049999999999997,0.03131382371342657
68,kepada,0.3832352941176471,0.3699999999999999,0.09600001802191298
55,perempuan,0.4783636363636364,0.45000000000000007,0.10833892335651851
4,kemanapun,0.6225,0.6300000000000001,0.07084313657652375
4,menghadap,0.6000000000000001,0.5850000000000001,0.036742346141747616
5,disitu,0.39999999999999986,0.4099999999999997,0.07402702209328692
5,wajah,0.4080000000000001,0.3700000000000001,0.06881860213634096
40,tuhan,0.40525,0.3600000000000002,0.18281120726038655
2155,saya,0.35513225058004644,0.33000000000000007,0.13404303306759516
189,makan,0.36772486772486773,0.33000000000000007,0.12290405112815712
24,roti,0.38083333333333336,0.3799999999999999,0.09264253282854962
13,telur,0.4807692307692308,0.47999999999999954,0.08147312331367448
52,lain,0.33,0.32499999999999973,0.12119596337527719
11,soal,0.3899999999999999,0.3899999999999999,0.08034018580103891
151,harus,0.30337748344370863,0.29000000000000004,0.08311714717948605
5,dibaca,0.42800000000000005,0.40000000000000013,0.09173875952943772
411,dengan,0.2913625304136253,0.28000000000000025,0.0671642679406312
109,baik,0.3052293577981652,0.30000000000000027,0.07718197643714196
62,ketika,0.41000000000000003,0.3950000000000001,0.06983852342968536
46,menulis,0.3928260869565218,0.3700000000000001,0.080343367559339
16,jawaban,0.5225,0.51,0.1335337036107364
19,dulu,0.3442105263157895,0.28,0.13542586977747698
88,pernah,0.33875000000000005,0.30000000000000027,0.10770131783611732
68,bekerja,0.4888235294117647,0.47000000000000003,0.11750506136489093
1077,di,0.12370473537604458,0.11000000000000032,0.046062390633491955
14,bank,0.3085714285714286,0.29499999999999993,0.0691641053537726
7,silahkan,0.6342857142857142,0.6099999999999999,0.11806259149368223
2,memperpanjang,0.7300000000000001,0.7300000000000001,0.030000000000000138
2,visa,0.4999999999999999,0.4999999999999999,0.01000000000000012
84,jangan,0.3513095238095238,0.33000000000000007,0.08789576838376945
10,tanya,0.38099999999999995,0.32999999999999996,0.12161003248087719
462,aku,0.3127056277056277,0.29000000000000004,0.1085612118648999
245,adalah,0.37318367346938774,0.3599999999999999,0.08838959987519718
3,benteng,0.38333333333333336,0.3900000000000001,0.04109609335312646
30,tua,0.33799999999999997,0.3350000000000001,0.13469471655067494
2,jamin,0.48,0.48,0.15000000000000002
55,jam,0.23618181818181816,0.21999999999999997,0.0683171989283921
2,meleset,0.5649999999999997,0.5649999999999997,0.07499999999999996
27,sembilan,0.5696296296296296,0.5300000000000002,0.1496782099354895
41,ia,0.2570731707317073,0.23000000000000004,0.07800074741477503
13,lahir,0.3523076923076923,0.33999999999999997,0.10634876196551438
145,tahun,0.36331034482758623,0.33999999999999986,0.131343483213442
2,puluhan,0.495,0.495,0.1150000000000001
5,separuh,0.542,0.52,0.09867117106835199
229,karena,0.37358078602620093,0.3500000000000001,0.096995560053667
77,waktu,0.4022077922077922,0.3500000000000001,0.14850443499104252
50,lama,0.3636000000000001,0.3700000000000001,0.098035911787467
39,sedikit,0.4566666666666667,0.44999999999999973,0.08656799116311457
10,beristirahat,0.8389999999999999,0.7499999999999999,0.29558247579990254
11,kerja,0.40545454545454546,0.3799999999999999,0.08049434044064964
42,bagus,0.5416666666666667,0.5699999999999998,0.11550956807754201
89,dapat,0.33056179775280903,0.31000000000000005,0.09035957571066157
