repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
2060,sil,0.7997135922330096,0.78,0.24982822352881165
871,წ,0.0889092996555683,0.08999999999999986,0.027445046536992222
15498,ა,0.07770744612208026,0.07000000000000006,0.035056179274110685
5455,მ,0.07202016498625115,0.07,0.02632706149874777
6028,ო,0.07182315859323159,0.06999999999999984,0.029583100501447836
4611,დ,0.06171112556929083,0.06000000000000005,0.02125328871821732
14015,ი,0.0701655369247235,0.06000000000000005,0.03689308825600831
2946,თ,0.08587236931432451,0.08000000000000007,0.03775707543006068
693,ყ,0.08070707070707071,0.08000000000000007,0.030288500605154107
3626,ვ,0.051861555432984006,0.04999999999999982,0.023209960992037267
10403,ე,0.06455637796789389,0.06000000000000005,0.02691199139088509
5358,ლ,0.06366927958193355,0.06000000000000005,0.026472541231144342
854,ფ,0.09033957845433256,0.08999999999999986,0.03886868426144294
6812,რ,0.05575601879036993,0.050000000000000266,0.019667697774899007
7820,ს,0.09824296675191815,0.08999999999999991,0.04526825183775562
1171,ქ,0.0871477369769428,0.08999999999999986,0.03009057550115312
2316,გ,0.06543177892918826,0.06999999999999851,0.019297554377507402
1721,კ,0.07043579314352122,0.06999999999999984,0.022537632743520095
4502,ნ,0.06227898711683696,0.06000000000000005,0.025915565289063677
2644,sp,0.6510249621785174,0.6500000000000004,0.4082492426906938
2060,,0.020855339805825247,0.020000000000000462,0.0013265202420216344
1272,ც,0.10814465408805031,0.10999999999999988,0.035614786781040284
431,ძ,0.08187935034802786,0.08000000000000007,0.028593386147228096
1546,ხ,0.09588615782664943,0.09000000000000075,0.03206796594267923
3145,უ,0.07482988871224165,0.06999999999999984,0.03084055096155736
109,ჭ,0.09045871559633029,0.08999999999999986,0.025174084573825622
566,ღ,0.06929328621908126,0.06999999999999984,0.027296219417734694
4186,ბ,0.06461538461538462,0.06000000000000005,0.02269066778432295
840,პ,0.07079761904761904,0.06999999999999984,0.026840924582180545
1939,შ,0.11440433212996388,0.1100000000000001,0.03427422558209372
1880,ტ,0.06552127659574469,0.06000000000000005,0.020417049989780518
1013,ზ,0.08209279368213228,0.08000000000000007,0.030122541391709313
401,ჩ,0.11496259351620948,0.11000000000000032,0.03026171951635666
248,ჯ,0.08701612903225805,0.08000000000000007,0.02336525676566141
9,–,0.038888888888888924,0.03000000000000025,0.017284832429004596
129,ჰ,0.09651162790697679,0.0900000000000003,0.054739002474684946
81,ჟ,0.0976543209876543,0.08999999999999986,0.035738128649297755
67,spn,0.5747761194029849,0.5700000000000001,0.2226191326811046
