"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Arabic",3.38556463555092,5.57498491745736,5.55569025609941,0.607914517334648,-0.00889103431398237,-0.00106492238972906
"L1","Czech",4.7212101910828,7.31417197452229,7.25448369565217,0.645751376665125,-0.0235617191599946,0.00469332423768154
"L2","German",4.52905779030684,8.53621381329286,8.54722445695897,0.531083576949407,0.002740215769917,-0.00657803727259789
"L3","English",3.7854976564654,7.04255858836504,6.99114521841795,0.53830706959074,-0.0160383725763599,0.00620054090505809
"L4","Finnish",6.54858787831635,9.17875982260951,9.27162238552855,0.713804491897336,0.0341026023258553,0.00440657512515959
"L5","French",3.69232593435781,7.50672073610321,7.47094582513857,0.492147311016656,-0.00946771890232353,-0.00594419923927982
"L6","Hindi",3.02678652091427,5.83658867106333,5.8320735444331,0.519067760977657,-0.00160950611911755,-0.0017366307615986
"L7","Indonesian",4.13312325346334,7.41542303347405,7.33681462140992,0.557670696225699,-0.024536824255487,-0.00258201411601217
"L8","Icelandic",4.43613060726274,7.87226121452548,7.87854251012146,0.564015494032836,0.00182467867681981,-0.00138701657018769
"L9","Italian",3.80476736190694,7.52169608067843,7.63324360699865,0.50683771580026,0.0291362722867175,0.0027963820736332
"L10","Japanese",1.44762905768687,2.73211788009864,2.71104699093157,0.532973075081519,-0.0166776872582052,-0.00109529155117181
"L11","Japanese-romaji",2.75329505943236,6.05943236031374,6.092390183543,0.455867279992312,0.00987028581224952,0.00720230308422382
"L12","Japanese-strokes",5.17277762056838,14.2060880462465,13.9350783182193,0.365887561582594,-0.0309290604578175,0.00297791983094653
"L13","Korean",2.38498840396374,3.18803148499543,3.1931396390631,0.748156049290433,0.00632078978019516,0.0100195994417792
"L14","Polish",5.16099051085402,7.92012868841804,7.97025515077091,0.652063061497322,0.0178432681779495,-0.00695339420867814
"L15","Portuguese",3.56594888675536,7.54445663603529,7.47780908770694,0.473370274801306,-0.0170373032022318,0.00429952071595835
"L16","Russian",5.18662061908416,8.10052443080072,8.07532140860816,0.640471276188674,-0.00872469114279841,-0.00317713914563775
"L17","Spanish",3.73523692074183,7.50099132002087,7.58837814397225,0.498609775533711,0.0226793722027433,0.000388779412776111
"L18","Swedish",4.31117516363418,7.98420704978082,7.96011639849367,0.540386569617561,-0.00660209352154207,-0.00581488952131093
"L19","Thai",3.16893392559689,6.33547566166944,6.36452550885541,0.500598761438295,0.00909060073200618,-0.00452397381896588
"L20","Turkish",5.34920522282146,7.91585296622197,7.91550125128809,0.675927850125536,-0.000137051583284851,0.0038241381132941
"L21","Chinese",1.46840336134454,2.15681232492997,2.18306175819755,0.681223607567842,0.0367300424694691,0.0114808482747677
"L22","Chinese-pinyin",3.87607843137255,6.59259383753501,6.58217662442165,0.588245370027442,-0.00384953256320326,0.000166373733095882
"L23","Chinese-strokes",3.24448179271709,7.88686274509804,7.88432910883122,0.412922060781507,-0.000546060267547659,0.00211886034653641
