"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Abkhazian",5.58974358974359,6.25,6.42016806722689,0.894358974358974,0.20491696938246,0.162230035158212
"L1","Arabic",3.25699945444626,5.10234588106929,5.05846490542442,0.638333725381177,-0.0243584885966263,-0.00446737032288901
"L2","Assamese",4.10148924434639,5.38940981798125,5.36251287332647,0.761027530447242,-0.0213294533398501,-0.027191341861799
"L3","Breton",2.89701074875121,6.4252425661009,6.31385998107852,0.450879592318526,-0.0325980391433621,-0.00384837294648434
"L4","Catalan",2.98830977783417,8.59509909216364,8.5757786429366,0.347676012317146,-0.00345781778717542,0.00303299423892202
"L5","Czech",3.80578254800721,7.24030708351967,7.16812733599691,0.525638278060043,-0.0214670868319603,-0.0177583702914335
"L6","Chuvash",4.79246116469116,7.31554148568063,7.35073068893528,0.655106826209909,0.013755080503118,-0.0308174709607785
"L7","Hakha Chin",2.55816831683168,5.45460171017102,5.2921168467387,0.468992687781685,-0.0594323052006574,-0.0360042229047846
"L8","Welsh",2.79373671521308,7.22251543212736,7.05061473570852,0.386809379843748,-0.0403818703733589,-0.00616415719558092
"L9","German",2.99674889760588,9.89380212808455,10.3030396938748,0.302891533387281,0.0560116722974178,-2.32387102059194e-07
"L10","Dhivehi",1.97429906542056,7.00155763239875,7.61261261261261,0.281979977753059,0.108375487652362,0.00332991803278689
"L11","Modern Greek",3.61222280887012,7.59337381203802,7.6389127816962,0.475707228207776,0.0113092813118219,0.00725220484532282
"L12","English",2.39012747650684,7.70291563096816,7.79128786346324,0.310288673927282,0.0163617123291678,-0.000553450956967561
"L13","Esperanto",3.23415489057527,7.85195723931167,7.7299254295904,0.411891556716983,-0.0271436917570095,-0.000953076042341115
"L14","Estonian",4.68035113411052,9.02213099243926,8.84939528075006,0.51876337619491,-0.0414329293750552,0.000766866831207314
"L15","Basque",4.44446384949058,8.72849187134745,8.89356715694197,0.509190352124882,0.0371030462066482,0.00570351819295346
"L16","Persian",2.68989983807597,5.45447721153823,5.49279451010294,0.493154473610383,0.0136706166475373,-0.00764986754029585
"L17","French",2.66726390784503,7.8641255761697,8.12708823474348,0.33916852954733,0.0481632087095306,-0.00217427443099376
"L18","Western Frisian",3.44034689962424,8.106622485057,7.98986043182632,0.424387210082357,-0.0256647336916846,0.0145186710374217
"L19","Irish",3.00531137963086,6.75824370380206,6.5766326077299,0.444688222465273,-0.0508526353337399,-0.00655772071549408
"L20","Interlingua",3.35952661945974,7.17768161552583,7.42684354272337,0.468051774850649,0.0612595310123043,0.00131675271709741
"L21","Indonesian",3.69895951142275,7.11949785116489,7.23911889596603,0.519553427608315,0.0337897342485238,0.0112435516253012
"L22","Italian",3.16365703642476,8.24647350338699,8.16386646301549,0.383637567637292,-0.016520716098849,-0.00181565476718652
"L23","Georgian",5.91410711529557,8.38601636054947,8.22229054573405,0.70523438794103,-0.0709327571874623,-0.0200789841919416
"L24","Kinyarwanda",3.72344507967275,9.06914440074028,9.20003736501887,0.410561891524058,0.0239004398097739,0.000247338187689427
"L25","Kirghiz",4.485722139577,7.85371256710433,7.78400789733465,0.571159448636518,-0.0211336054208555,0.0231353553157353
"L26","Latvian",3.94951792504074,7.04206273764258,7.08798786374293,0.560846739397679,0.0146329666994798,0.0118012326990879
"L27","Maltese",3.7166077257889,7.35779379760609,7.35021097046414,0.505125290001756,-0.0020868616167904,-0.0052445685325888
"L28","Mongolian",4.17591181622684,7.14616118603757,7.31380065717415,0.584357350403163,0.0534242860833694,0.0189444034418402
"L29","Dutch",3.24100942186049,8.72377708547921,8.26327628361858,0.371514470177736,-0.0916918225447359,-0.0157295694422416
"L30","Oriya",3.68352941176471,5.75882352941176,5.34816753926702,0.639632277834525,-0.246693850969828,-0.0709706603713573
"L31","Panjabi",3.55102040816327,3.80612244897959,3.88095238095238,0.932975871313673,0.226804123711341,0.245454545454545
"L32","Polish",3.81700035773608,7.87743760192539,7.87154696132597,0.484548472564624,-0.0014528481666015,0.00763933524778953
"L33","Portuguese",3.14150250134253,7.38199527995252,7.48866104787558,0.425562789219602,0.0245368938770653,0.00199548728263038
"L34","Romansh",3.82878151260504,7.71451406649616,7.56084876222176,0.4963088380684,-0.04117431278608,-0.0112372391144463
"L35","Romanian",3.60685042440239,7.06634474070964,7.67460688151954,0.510426614713984,0.149532585645745,0.0205401527099248
"L36","Russian",4.05315782375652,8.93310343962389,9.00430452131838,0.453723372974529,0.0143807255255734,0.00240788442444557
"L37","Yakut",5.02214643220977,7.80763608982593,7.98861336032389,0.643235209022369,0.0610076818260739,0.00431304154616842
"L38","Slovenian",3.65199209245742,6.31466697080292,6.42715176014822,0.578334868543838,0.0405327270552693,-0.00217210747645944
"L39","Spanish",2.74375594988043,8.29456372247315,7.91737101719771,0.330789664373371,-0.0729069906376,-0.00522217927129715
"L40","Swedish",3.07856904576575,6.92251115947324,6.87348432852894,0.444718538525262,-0.0129190844304178,-0.00906343571015353
"L41","Tamil",4.65134337630067,7.10840192576487,7.07768595041322,0.654344453911866,-0.0126593728681869,-0.0117386625201549
"L42","Tatar",4.04064257807088,7.46372163263044,7.45355817257022,0.54137101796585,-0.00297794064306731,-0.00802304545866212
"L43","Turkish",4.59523986404918,8.05877272811693,8.08570468294869,0.570215840436405,0.00771586485729066,-0.00365070840708806
"L44","Ukrainian",4.52033786021862,7.72184498178205,7.67133988979563,0.585396090038499,-0.0160282638704594,-0.00245537627426904
"L45","Vietnamese",2.75159914712154,3.41151385927505,3.47027027027027,0.8065625,0.0817570222354086,0.0853864225046684
