"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Kinyarwanda",3.68860865443246,9.19154935023378,9.19146813667534,0.40138800998986,-1.47584285414862e-05,1.01983833147176e-06
"L1","Abkhazian",5.87830687830688,6.64027169312169,6.64,0.885579777355205,-0.00035669630452897,-5.51773049645388e-06
"L2","Mongolian",4.18621705031286,7.32236060250856,7.32228509835624,0.571808163272552,-2.40760567594931e-05,1.15769788019633e-06
"L3","Oriya",3.78278900984966,5.44200329186107,5.44191096634093,0.695494876805902,-5.56472173568927e-05,0.000150600385798446
"L4","Latvian",4.00207523552276,7.09386029481521,7.09368583162218,0.564393779613733,-5.64311667352588e-05,6.3993858862763e-05
"L5","Estonian",4.67666976068445,8.84024586044635,8.83998672639788,0.529238270981339,-6.22422099022242e-05,7.66114845027401e-06
"L6","Basque",4.44326231887837,8.8850294562657,8.88543083446676,0.500208871532787,9.03563652860327e-05,2.0404527316532e-05
"L7","Catalan",2.98107940917394,8.57465016002703,8.57549897112848,0.34794106277357,0.000151724605573302,-1.20568178111905e-05
"L8","Portuguese",3.14877542858305,7.48977105740878,7.48969269675837,0.420732799504292,-1.8051634150592e-05,-1.51176356750133e-05
"L9","Breton",2.87945860286286,6.32140207050633,6.32184173993522,0.455913219151074,0.000127722397938292,2.29078345901095e-05
"L10","Panjabi",3.6,3.93683536363636,3.93684210526316,0.914816690670049,2.0014204545331e-05,0.000332182680901542
"L11","Interlingua",3.38971617665776,7.41809564369352,7.41822766570605,0.457464530804229,3.27719091503663e-05,-4.78252876983549e-05
"L12","Spanish",2.6908273063267,7.90860441541923,7.90803655262705,0.340597643099777,-0.000108844166558455,3.17806512189133e-06
"L13","Dutch",3.24453568936297,8.2730595660328,8.27067316707294,0.392829620861166,-0.000474797788647658,8.00746845730498e-06
"L14","Romanian",3.60716212166617,7.66992975636799,7.67095673747868,0.470608738968368,0.000252714816513386,5.56368028536798e-05
"L15","Polish",3.81569576218115,7.86976902191524,7.87033313621131,0.485054797804861,0.000139128174492451,6.06086987361883e-06
"L16","Italian",3.13388440125818,8.15215147086404,8.15176640230714,0.3846388674433,-7.67392610706669e-05,-2.30393336359374e-06
"L17","Modern Greek",3.61532985287138,7.64196412012867,7.64244086390127,0.473504640783409,0.000118383568590741,6.21793955395046e-06
"L18","Welsh",2.76014396769862,6.99564654923312,6.9962569637883,0.394931214185471,0.000144097798086987,2.28941495452403e-05
"L19","Czech",3.80118686465485,7.15990432453829,7.15955588822355,0.531105407246098,-0.000103751646199633,-2.7287852168714e-05
"L20","German",2.91423992005845,10.2754111349595,10.2756747050452,0.283821859632883,3.58041731537509e-05,1.05725713687255e-05
"L21","Vietnamese",2.70307692307692,3.40443361538462,3.40418118466899,0.794141208388824,-0.000360047327415861,-0.000346012435476302
"L22","Indonesian",3.69115391555395,7.23528461137676,7.23526329578203,0.510524139105088,-6.01437270818357e-06,-7.45717908446442e-05
