"","language","corr","pvalue","hb_pvalue"
"1","Tatar",-0.170581392205561,1.88787840441052e-142,8.6842406602884e-141
"2","Kinyarwanda",-0.0586268482589916,1.67549786694127e-102,7.53974040123569e-101
"3","German",-0.054470609907495,3.1759718683067e-98,1.39742762205495e-96
"4","Italian",-0.0848627460387698,9.74369723744504e-89,4.18978981210137e-87
"5","Ukrainian",-0.164487477220182,8.4080443544129e-88,3.53137862885342e-86
"6","Polish",-0.121233274922209,7.03536083833644e-84,2.88449794371794e-82
"7","Basque",-0.119902916959326,3.23448184944279e-80,1.29379273977712e-78
"8","Russian",-0.10334256657349,1.35779210836253e-76,5.29538922261387e-75
"9","Mongolian",-0.150255277021881,8.21419471141835e-75,3.12139399033897e-73
"10","French",-0.0448468026608975,1.95996145187469e-72,7.25185737193636e-71
"11","Czech",-0.142582196260186,1.40721159244014e-71,5.06596173278449e-70
"12","Catalan",-0.0628340067962464,2.48464211273474e-70,8.69624739457159e-69
"13","Romansh",-0.173221473879948,6.05587391369027e-66,2.05899713065469e-64
"14","English",-0.0403464848854904,1.46254327617432e-63,4.82639281137527e-62
"15","Latvian",-0.192168779426444,1.42993219468292e-61,4.57578302298534e-60
"16","Portuguese",-0.151818349559037,1.32142635238114e-60,4.09642169238154e-59
"17","Welsh",-0.153073789455258,1.07071188068214e-59,3.21213564204642e-58
"18","Persian",-0.141005793691741,1.60677872831533e-59,4.65965831211447e-58
"19","Yakut",-0.180543966321773,3.39108447636625e-59,9.49503653382549e-58
"20","Kirghiz",-0.156620143409788,6.04190779971491e-57,1.63131510592303e-55
"21","Estonian",-0.0930257046736401,1.80435498120497e-56,4.69132295113293e-55
"22","Turkish",-0.157776044257321,3.77035313183398e-51,9.42588282958495e-50
"23","Chuvash",-0.223561115287052,2.87100172119239e-50,6.89040413086172e-49
"24","Esperanto",-0.0878734050054692,5.14168872096922e-49,1.18258840582292e-47
"25","Romanian",-0.172963887460913,1.28125155640222e-44,2.81875342408489e-43
"26","Western Frisian",-0.150770321897769,4.08912398807594e-44,8.58716037495948e-43
"27","Maltese",-0.152517977170373,1.94483402261758e-43,3.88966804523515e-42
"28","Spanish",-0.049791345361684,1.08008092496189e-42,2.05215375742759e-41
"29","Slovenian",-0.173184823912865,1.68958969515305e-41,3.04126145127549e-40
"30","Breton",-0.201451985174317,2.90470771374749e-40,4.93800311337073e-39
"31","Modern Greek",-0.168918793130048,9.12139990301197e-39,1.45942398448192e-37
"32","Interlingua",-0.176206239021136,2.53001861058908e-37,3.79502791588361e-36
"33","Dutch",-0.120477331952801,1.13478790217566e-34,1.58870306304593e-33
"34","Swedish",-0.179185262605639,3.66386294130779e-33,4.76302182370012e-32
"35","Arabic",-0.146927871818126,1.6652917163565e-32,1.9983500596278e-31
"36","Indonesian",-0.17245485939118,7.62703433087868e-27,8.38973776396655e-26
"37","Georgian",-0.117574581939395,9.17322990170613e-22,9.17322990170613e-21
"38","Irish",-0.193216001596147,1.1301431534407e-20,1.01712883809663e-19
"39","Oriya",-0.315181954630009,2.20787404022565e-19,1.76629923218052e-18
"40","Tamil",-0.21834606932617,7.94320716959533e-15,5.56024501871673e-14
"41","Hakha Chin",-0.138421342986891,1.83032246377072e-12,1.09819347826243e-11
"42","Assamese",-0.193298998920022,6.2782533421421e-10,3.13912667107105e-09
"43","Vietnamese",-0.140014230143136,0.00349401669336194,0.0139760667734477
"44","Dhivehi",-0.243374235958154,0.00502790464224704,0.0150837139267411
"45","Abkhazian",-0.205137442301654,0.0126098089083551,0.0252196178167101
"46","Panjabi",-0.151539869243327,0.0844051981959879,0.0844051981959879
