"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Kinyarwanda",0.267068152395994,0.720837866332946,0.720604235634902,0.370618982593285,-0.000515131445276449,1.48171881177393e-05
"L1","Abkhazian",0.689206349206349,0.816284198412698,0.816633333333333,0.845152390159398,0.00273988216096387,0.00151340518693163
"L2","Mongolian",0.291175500438857,0.482088933428183,0.482137563998922,0.604093879014696,0.000254660898779664,-1.36838756247747e-05
"L3","Oriya",0.360705028512183,0.502211046656299,0.502263843648208,0.718573208633238,0.000372968591599791,-7.18080544262517e-05
"L4","Latvian",0.329393405362672,0.593215950046116,0.593210985626283,0.555502758091442,-1.88176232530378e-05,5.79634114143742e-05
"L5","Estonian",0.318924613584083,0.578289785846887,0.578026547204248,0.551716711699849,-0.00101596556598749,-3.00650191059359e-05
"L6","Basque",0.32505295661773,0.625206250611707,0.625078206256501,0.520034918666571,-0.000426778597335127,1.9929456043e-05
"L7","Catalan",0.237662250425405,0.676373406338917,0.676455316677818,0.351631985367702,0.000186671908014837,-1.37470805843465e-05
"L8","Portuguese",0.269942974220619,0.615717449907132,0.615583952793317,0.438707175327357,-0.000386230574759058,-8.06112994020032e-05
"L9","Breton",0.218833164471462,0.515198458356065,0.515079824155484,0.425162169642958,-0.000400457513032191,-0.000281258655434194
"L10","Panjabi",0.6605,0.744379731818182,0.744526315789474,0.888057870468251,0.00174450075449217,-0.000261512027491409
"L11","Interlingua",0.325696989945272,0.689713313080692,0.689788364553314,0.472716263173021,0.00020613361879991,-2.41116298841011e-05
"L12","Spanish",0.206093471848717,0.62059718398787,0.620664731475726,0.332411488527635,0.000162933358953821,-2.16206627555144e-05
"L13","Dutch",0.223802805054332,0.557650492652465,0.557544534033377,0.401889898750867,-0.000317486876489458,-0.000145814105821028
"L14","Romanian",0.266854659874138,0.571214948112077,0.571083113661033,0.467503276084155,-0.000433340305296895,3.02179885308871e-05
"L15","Polish",0.298514589171156,0.569709940908778,0.569738419081411,0.524138735550815,0.000104998785109386,-2.79796836887443e-06
"L16","Italian",0.260625907576138,0.649989434241033,0.650176279740447,0.401147500026451,0.000479644001817709,2.73304789113447e-05
"L17","Modern Greek",0.291305964246164,0.627484184319464,0.627425437092904,0.464670060469248,-0.000174780788696937,-9.30232297861512e-05
"L18","Welsh",0.221555088655236,0.577557628417177,0.577657120473538,0.383899444773975,0.000279391992941133,-8.43557576882198e-05
"L19","Czech",0.305108341316728,0.569090617735111,0.56908869760479,0.536327349127803,-7.2737621372626e-06,3.9483701864082e-05
"L20","German",0.234885689668281,0.761697819638832,0.76194420797808,0.308550868686421,0.000467478146520901,1.43219518711512e-06
"L21","Vietnamese",0.217623076923077,0.336409787692308,0.336376306620209,0.647704362507295,-0.000281938202304255,-0.000128504152064987
"L22","Indonesian",0.272094347708409,0.524012892119271,0.52424548074404,0.519614119804877,0.000922417527808557,0.000154067212684313
"L23","Kirghiz",0.344439836010656,0.570204080662657,0.570074783271411,0.604182268524187,-0.000573037966043032,6.91006227987217e-05
"L24","Tatar",0.304906914710776,0.521620392759422,0.521567247792767,0.584602912161445,-0.000245291631834222,-4.17607133353663e-05
"L25","French",0.186683201074147,0.632686329867725,0.632527620744746,0.295278374751603,-0.000355974227726592,4.76966987890738e-05
"L26","Hakha Chin",0.221639335055599,0.442325517746827,0.442043737574553,0.502288678900629,-0.00127846889197235,0.000124979567265844
"L27","Chuvash",0.376121696373694,0.553766103749232,0.553632524707996,0.679291514199174,-0.00075251207201699,-8.53487636222352e-05
