"","language","eta","psi","omega","t"
"1","Abkhazian",0.992613872388019,0.103120546987128,0.121212121212121,8
"2","Abkhazian",0.987778024982305,0.410836312242989,0.319304538054538,16
"3","Abkhazian",0.978249378828107,0.408275220658109,0.325599616150422,32
"4","Abkhazian",0.959485321657645,0.447251326011868,0.390380877646013,64
"5","Abkhazian",0.932063359933687,0.470853166840174,0.406603889082536,128
"6","Abkhazian",NA,NA,NA,256
"7","Abkhazian",NA,NA,NA,512
"8","Abkhazian",NA,NA,NA,1024
"9","Abkhazian",NA,NA,NA,2048
"10","Abkhazian",NA,NA,NA,4096
"11","Abkhazian",NA,NA,NA,8192
"12","Abkhazian",NA,NA,NA,16384
"13","Abkhazian",NA,NA,NA,32768
"14","Abkhazian",NA,NA,NA,65536
"15","Abkhazian",NA,NA,NA,131072
"16","Abkhazian",NA,NA,NA,262144
"17","Abkhazian",NA,NA,NA,524288
"18","Abkhazian",NA,NA,NA,1048576
"19","Abkhazian",NA,NA,NA,2097152
"20","Abkhazian",NA,NA,NA,4194304
"21","Abkhazian",NA,NA,NA,8388608
"22","Arabic",0.999398605515902,0.8857141568764,0.814814814814815,8
"23","Arabic",0.997675108217068,0.810379683038238,0.767195767195767,16
"24","Arabic",0.993559191518499,0.744795271839511,0.727274119641196,32
"25","Arabic",0.986685938740987,0.715375175930776,0.698612173151451,64
"26","Arabic",0.9797877371627,0.733718125086689,0.677416977905908,128
"27","Arabic",0.967474908199299,0.725477895914031,0.59741714154397,256
"28","Arabic",0.952229856480742,0.703189837160318,0.495819408565168,512
"29","Arabic",0.931999798438174,0.67360732908597,0.398383757645086,1024
"30","Arabic",0.905899199894754,0.635121970420645,0.315277759635093,2048
"31","Arabic",0.873932195444691,0.59527489888965,0.246619610920189,4096
"32","Arabic",0.837452619619303,0.557711724934452,0.196270972002144,8192
"33","Arabic",0.799516156159717,0.527289126914007,0.163555573308631,16384
"34","Arabic",0.764723649545679,0.502877523809095,0.134048611320017,32768
"35","Arabic",NA,NA,NA,65536
"36","Arabic",NA,NA,NA,131072
"37","Arabic",NA,NA,NA,262144
"38","Arabic",NA,NA,NA,524288
"39","Arabic",NA,NA,NA,1048576
"40","Arabic",NA,NA,NA,2097152
"41","Arabic",NA,NA,NA,4194304
"42","Arabic",NA,NA,NA,8388608
"43","Assamese",0.998466005662892,0.444465176892206,0.166666666666667,8
"44","Assamese",0.997403459556936,0.533994539350861,0.40952380952381,16
"45","Assamese",0.992863556576198,0.565660401225028,0.516732008340486,32
"46","Assamese",0.983968777272271,0.565099781495101,0.529636819085543,64
"47","Assamese",0.971033188296945,0.55186246228553,0.487839663372766,128
"48","Assamese",0.950198585356492,0.54439578058189,0.448319177677019,256
"49","Assamese",0.922081630984523,0.530863297902538,0.411956265480574,512
"50","Assamese",0.884307004672553,0.512894535722227,0.359791440269212,1024
"51","Assamese",NA,NA,NA,2048
"52","Assamese",NA,NA,NA,4096
"53","Assamese",NA,NA,NA,8192
"54","Assamese",NA,NA,NA,16384
"55","Assamese",NA,NA,NA,32768
"56","Assamese",NA,NA,NA,65536
"57","Assamese",NA,NA,NA,131072
"58","Assamese",NA,NA,NA,262144
"59","Assamese",NA,NA,NA,524288
"60","Assamese",NA,NA,NA,1048576
"61","Assamese",NA,NA,NA,2097152
"62","Assamese",NA,NA,NA,4194304
"63","Assamese",NA,NA,NA,8388608
"64","Breton",0.995707372267789,0.699247734299514,0.598039215686275,8
"65","Breton",0.992025723358466,0.726416086367642,0.650957117595049,16
"66","Breton",0.982499880943472,0.685221649306838,0.631154066997572,32
"67","Breton",0.975170066230999,0.763746342540031,0.69622135019842,64
"68","Breton",0.962542817190262,0.784683725742003,0.679321938480888,128
"69","Breton",0.945584717516448,0.784535699892622,0.631864792990969,256
"70","Breton",0.924027809714753,0.777727308381291,0.579219470884864,512
"71","Breton",0.899580912399058,0.769951114543119,0.525883928608843,1024
"72","Breton",0.873781514558299,0.762451749677497,0.479960292721166,2048
"73","Breton",0.841988897651272,0.750131114811284,0.435103583949632,4096
"74","Breton",0.804760471832098,0.734088707701267,0.387071910623739,8192
"75","Breton",0.762735901824451,0.716981225263176,0.341593202845018,16384
"76","Breton",0.71860895693703,0.700299141782379,0.29208984222013,32768
"77","Breton",NA,NA,NA,65536
"78","Breton",NA,NA,NA,131072
"79","Breton",NA,NA,NA,262144
"80","Breton",NA,NA,NA,524288
"81","Breton",NA,NA,NA,1048576
"82","Breton",NA,NA,NA,2097152
"83","Breton",NA,NA,NA,4194304
"84","Breton",NA,NA,NA,8388608
"85","Catalan",0.997802644634131,0.879859502730333,0.777777777777778,8
"86","Catalan",0.994718083651833,0.871071460513921,0.782828906355047,16
"87","Catalan",0.990228041614871,0.863762887596018,0.792283285312692,32
"88","Catalan",0.984724074985046,0.880707284429594,0.82923805514065,64
"89","Catalan",0.979665513525187,0.897707455219273,0.839981487855264,128
"90","Catalan",0.9724834193315,0.899945743353631,0.824108858948366,256
"91","Catalan",0.963307018316269,0.894974115108082,0.77500399328902,512
"92","Catalan",0.950112186253304,0.882233516800739,0.694265600502079,1024
"93","Catalan",0.936233105298307,0.871500291575018,0.616586984331192,2048
"94","Catalan",0.918282019979854,0.855520717989464,0.530160801852727,4096
"95","Catalan",0.896553906525009,0.837811863537326,0.455579596178761,8192
"96","Catalan",0.872409593973458,0.820268389025671,0.395705284787142,16384
"97","Catalan",0.845831520954059,0.803344218776864,0.347925179427257,32768
"98","Catalan",0.817820571509882,0.787641324243808,0.309924021590093,65536
"99","Catalan",0.787768503927713,0.772456349552915,0.280717634346925,131072
"100","Catalan",0.759657599682169,0.760302987765811,0.257565921084129,262144
"101","Catalan",0.731646028943519,0.749518048369754,0.24089296697604,524288
"102","Catalan",0.705489459875301,0.740898693429874,0.230673724908213,1048576
"103","Catalan",0.682786918851979,0.735179230296547,0.227657523757855,2097152
"104","Catalan",NA,NA,NA,4194304
"105","Catalan",NA,NA,NA,8388608
"106","Czech",0.998972639981863,0.917976552615722,0.868589743589744,8
"107","Czech",0.99673419576275,0.864401446587993,0.798950867972607,16
"108","Czech",0.992722558595812,0.831618795819212,0.785109260477828,32
"109","Czech",0.987110806194658,0.816140961731138,0.781661737967917,64
"110","Czech",0.979013574689224,0.814952216591742,0.776112290921562,128
"111","Czech",0.97079938365018,0.823854515560925,0.767889528126783,256
"112","Czech",0.960622980253015,0.821762188106107,0.737988676755561,512
"113","Czech",0.949754451142274,0.820170446644519,0.684612252576738,1024
"114","Czech",0.937530716282034,0.817678754991343,0.617597390253891,2048
"115","Czech",0.921466214411865,0.807790746962187,0.532707501156888,4096
"116","Czech",0.90121450228691,0.792122132832629,0.441545221622947,8192
"117","Czech",0.877542226441905,0.774300612671448,0.360298144314125,16384
"118","Czech",0.851628765126111,0.755292111090959,0.289840519329036,32768
"119","Czech",0.82790123814118,0.739514942228132,0.239759326091942,65536
"120","Czech",0.813808179958516,0.732964283045223,0.224935387618914,131072
"121","Czech",NA,NA,NA,262144
"122","Czech",NA,NA,NA,524288
"123","Czech",NA,NA,NA,1048576
"124","Czech",NA,NA,NA,2097152
"125","Czech",NA,NA,NA,4194304
"126","Czech",NA,NA,NA,8388608
"127","Chuvash",0.997581807148258,0.555604996206092,0.5,8
"128","Chuvash",0.997758884259359,0.536027334551677,0.490701606086221,16
"129","Chuvash",0.995796682517725,0.579858903799246,0.601091464395748,32
"130","Chuvash",0.991320793939059,0.577102081591227,0.611987750004723,64
"131","Chuvash",0.984746881493295,0.577658741946059,0.572427182856258,128
"132","Chuvash",0.975466651318693,0.607861155973607,0.541464635151154,256
"133","Chuvash",0.962914447926598,0.620941158119143,0.506859247012197,512
"134","Chuvash",0.945464864182858,0.610892298119486,0.458591444977262,1024
"135","Chuvash",0.92183029997066,0.59357675967815,0.412496345540548,2048
"136","Chuvash",0.892490543857035,0.576025661854097,0.364354301748802,4096
"137","Chuvash",0.859624549336527,0.563408354007716,0.327261008968327,8192
"138","Chuvash",NA,NA,NA,16384
"139","Chuvash",NA,NA,NA,32768
"140","Chuvash",NA,NA,NA,65536
"141","Chuvash",NA,NA,NA,131072
"142","Chuvash",NA,NA,NA,262144
"143","Chuvash",NA,NA,NA,524288
"144","Chuvash",NA,NA,NA,1048576
"145","Chuvash",NA,NA,NA,2097152
"146","Chuvash",NA,NA,NA,4194304
"147","Chuvash",NA,NA,NA,8388608
"148","Hakha Chin",0.988822969513387,0.673563666355003,0.68125,8
"149","Hakha Chin",0.983048271278438,0.725025308847523,0.714352659117408,16
"150","Hakha Chin",0.972511871141288,0.740504301179403,0.624218733270126,32
"151","Hakha Chin",0.962412307241076,0.771818056231653,0.580715371631523,64
"152","Hakha Chin",0.947773207152706,0.765325282654009,0.511700833568106,128
"153","Hakha Chin",0.933903853326344,0.765985621622746,0.465931669053486,256
"154","Hakha Chin",0.913272022212172,0.750249952192882,0.419282669198607,512
"155","Hakha Chin",0.891054549993763,0.736800248447795,0.388699535508855,1024
"156","Hakha Chin",0.866204459165442,0.726846901178386,0.363847863846257,2048
"157","Hakha Chin",0.835981107855325,0.712648000655066,0.344541681397581,4096
"158","Hakha Chin",0.804005502560154,0.701439351274377,0.324922287120559,8192
"159","Hakha Chin",0.767344689810948,0.688544039184423,0.305543429336073,16384
"160","Hakha Chin",NA,NA,NA,32768
"161","Hakha Chin",NA,NA,NA,65536
"162","Hakha Chin",NA,NA,NA,131072
"163","Hakha Chin",NA,NA,NA,262144
"164","Hakha Chin",NA,NA,NA,524288
"165","Hakha Chin",NA,NA,NA,1048576
"166","Hakha Chin",NA,NA,NA,2097152
"167","Hakha Chin",NA,NA,NA,4194304
"168","Hakha Chin",NA,NA,NA,8388608
"169","Welsh",0.995401832099121,0.850584999978596,0.747333333333333,8
"170","Welsh",0.990072995270179,0.754035463932542,0.699816324018509,16
"171","Welsh",0.981854910149377,0.784110640693384,0.72887383312373,32
"172","Welsh",0.97533274252748,0.807571360254056,0.738359790159476,64
"173","Welsh",0.964194899438256,0.810359906072177,0.705206991833345,128
"174","Welsh",0.950117351420447,0.811161552589158,0.669716096834249,256
"175","Welsh",0.933375929051577,0.807577051201642,0.632737357253071,512
"176","Welsh",0.912236062523365,0.799153522793067,0.578490866319388,1024
"177","Welsh",0.889117059352619,0.791428293400109,0.515167345722296,2048
"178","Welsh",0.865023914198597,0.784878421600283,0.458948541461032,4096
"179","Welsh",0.838880521667199,0.775710369840374,0.398828343593324,8192
"180","Welsh",0.812353450502241,0.766131309550412,0.342840816137525,16384
"181","Welsh",0.787024261674904,0.756809246567178,0.293855223007349,32768
"182","Welsh",0.761095062317321,0.746299024154291,0.254255000771455,65536
"183","Welsh",0.735071625661875,0.736282321009516,0.231382657426752,131072
"184","Welsh",0.710180077032427,0.72799105614455,0.216239642374951,262144
"185","Welsh",0.692443888951502,0.723001774854193,0.210354957635235,524288
"186","Welsh",NA,NA,NA,1048576
"187","Welsh",NA,NA,NA,2097152
"188","Welsh",NA,NA,NA,4194304
"189","Welsh",NA,NA,NA,8388608
"190","German",0.999347255198479,0.911699066278892,0.79,8
"191","German",0.997199137845992,0.868260303086445,0.745423786820642,16
"192","German",0.994064161808342,0.850413532780365,0.731687402679452,32
"193","German",0.988823429957841,0.849137656407683,0.739168235219462,64
"194","German",0.982571657380358,0.857316480985094,0.758995375698333,128
"195","German",0.975004029161054,0.863584070246741,0.773268895857431,256
"196","German",0.966588538940267,0.870935876471883,0.784350391169033,512
"197","German",0.957911129040121,0.875328181616736,0.766503138131638,1024
"198","German",0.947302756711462,0.873180257056863,0.715955827729721,2048
"199","German",0.932853527173202,0.86378660355632,0.634375977254572,4096
"200","German",0.913128882963256,0.847866258604272,0.550155835024393,8192
"201","German",0.888928453937867,0.830325249182879,0.479378172758356,16384
"202","German",0.860567452971131,0.811933558379607,0.419974586093626,32768
"203","German",0.829986766531253,0.795496931844664,0.378651318537696,65536
"204","German",0.799244883794877,0.782836296458731,0.351688406708286,131072
"205","German",0.768563321489115,0.772865696559156,0.331777576200344,262144
"206","German",0.738031623474457,0.765077798979718,0.31533589593419,524288
"207","German",0.705846506854978,0.757444578803232,0.296814188162202,1048576
"208","German",0.670480023935337,0.748689044118574,0.274334679170299,2097152
"209","German",0.629867456176834,0.737604773707491,0.245667958939634,4194304
"210","German",NA,NA,NA,8388608
"211","Dhivehi",0.910766253692436,0.603672794040052,0.474423171330388,8
"212","Dhivehi",0.866807312338998,0.668722900930199,0.554286450938046,16
