"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Arabic",3.39240019768272,5.56048102795014,5.55676822798242,0.610470468573617,-0.00171541988966177,-0.00018180542887042
"L1","Czech",4.7212101910828,7.25407197452229,7.25448369565217,0.651119834694874,0.000162525336936011,6.08284297759654e-05
"L2","German",4.52905779030684,8.59564187357693,8.54722445695897,0.527525647586306,-0.0120496287572605,0.00241948860766154
"L3","English",3.7854976564654,6.97108078301627,6.99114521841795,0.543666155946525,0.00625908962663922,-0.000780839907365266
"L4","Finnish",6.54858787831635,9.27684742861589,9.27162238552855,0.706185118343364,-0.00191883102233985,-0.00132856404122721
"L5","French",3.69232593435781,7.44864304686018,7.47094582513857,0.496423136329956,0.00590236089446373,6.98422913205794e-05
"L6","Hindi",3.12086405747778,5.79864199281528,5.8330608908868,0.538791835162883,0.0126904130436071,8.60337836933685e-05
"L7","Indonesian",4.13312325346334,7.34459004697069,7.33681462140992,0.562978729868096,-0.00242702079187803,-0.000589960011357372
"L8","Icelandic",4.43613060726274,7.8673725968874,7.87854251012146,0.564546344973096,0.00324479276427804,-0.00248369664333939
"L9","Italian",3.80476736190694,7.59984735273894,7.63324360699865,0.501188319522072,0.00872311910058965,-0.00144814634524421
"L10","Japanese",1.44762905768687,2.71138537413591,2.71104699093157,0.535602493606992,-0.000267831566603005,-0.000653924232030993
"L11","Japanese-romaji",2.75329505943236,6.08791137705183,6.092390183543,0.452974285504028,0.00134132341987722,-0.00017977434148855
"L12","Japanese-strokes",5.17277762056838,13.9822436027004,13.9350783182193,0.371012963279295,-0.00538275118699835,-0.000504091793804511
"L13","Korean",2.38498840396374,3.18936256940052,3.1931396390631,0.747857857869663,0.00467371637700404,0.00195557843936418
"L14","Polish",5.16099051085402,7.98099116079553,7.97025515077091,0.647141155769294,-0.00382164423816477,-0.00242830721934251
"L15","Portuguese",3.56594888675536,7.46470443011933,7.47780908770694,0.478665761669062,0.00334998106129307,0.000881432024568409
"L16","Russian",5.18662061908416,8.07497889485802,8.07532140860816,0.64262065035702,0.000118570172232375,0.00114530391225921
"L17","Spanish",3.73523692074183,7.53478110325855,7.58837814397225,0.49666155931168,0.0139099601100947,0.00148355635561164
"L18","Swedish",4.31117516363418,7.92955503512881,7.96011639849367,0.544237324762456,0.00837540574041004,0.00226209710293585
"L19","Thai",3.19355734518189,6.36975701194113,6.36594394500264,0.501900023935037,-0.00120195531613301,-0.00176957468316792
"L20","Turkish",5.34920522282146,7.91105307976157,7.91550125128809,0.676380232607673,0.00173330413840911,0.000902630115001924
"L21","Chinese-pinyin",3.87649201456991,6.56522947604371,6.58289738430584,0.590993849657453,0.00652818253307308,-0.000344792878916826
"L22","Chinese",1.4685346035304,2.18187279349958,2.18329979879276,0.673643659983444,0.00199646723516415,-0.00288001537750687
"L23","Chinese-strokes",3.24539086578874,7.80619949565705,7.88571428571429,0.417153429744506,0.0171356138056676,0.000361684033886851
