"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Abkhazian",5.87830687830688,6.81481481481481,6.64,0.862577639751553,-0.229508196721312,-0.130851063829787
"L1","Mongolian",4.18621705031286,7.28190209235822,7.32228509835624,0.574879612114802,0.0128769546385362,-0.0100299154367104
"L2","Oriya",3.78278900984966,5.62623120787973,5.44191096634093,0.67234865935686,-0.111095052908949,-0.051764767217559
"L3","Latvian",4.00207523552276,7.05477962975163,7.09368583162218,0.567285648249747,0.0125844444703459,0.0117733828525481
"L4","Estonian",4.67666976068445,9.13895637434925,8.83998672639788,0.511729082525296,-0.0718104459529516,0.000575349163403087
"L5","Basque",4.44326231887837,8.86834511112849,8.88543083446676,0.501024967251525,0.00384625735793341,0.00442707433925706
"L6","Catalan",2.98107940917394,8.23638081096225,8.57549897112848,0.361940453895267,0.0606172197867383,-0.00437301565823172
"L7","Portuguese",3.14877542858305,7.6990564055287,7.48969269675837,0.408981992432463,-0.0482302923175352,-0.000686392839761623
"L8","Breton",2.87945860286286,6.26150209128933,6.32184173993522,0.459867067180032,0.0175284523085385,-0.00450582021308604
"L9","Panjabi",3.6,3.96363636363636,3.93684210526316,0.908256880733945,-0.0795454545454544,-0.259786476868327
"L10","Interlingua",3.38971617665776,7.48189512536592,7.41822766570605,0.453055826078821,-0.0158042144928584,-0.014014525299395
"L11","Spanish",2.6908273063267,7.77063601146858,7.90803655262705,0.34628147584771,0.0263360227033081,-0.00333628264324463
"L12","Dutch",3.24453568936297,8.37201550194397,8.27067316707294,0.387545351368448,-0.0201630646436685,-0.0159171416898057
"L13","Romanian",3.60716212166617,7.8112676056338,7.67095673747868,0.461789597256217,-0.0345270569553797,-0.013820512576213
"L14","Polish",3.81569576218115,8.10896840733832,7.87033313621131,0.470552550029432,-0.0588548985059575,-0.00770175463542556
"L15","Italian",3.13388440125818,8.23578274288583,8.15176640230714,0.380520528417929,-0.0167433870627354,-0.000538536342904878
"L16","Modern Greek",3.61532985287138,7.29019669883457,7.64244086390127,0.495916640143514,0.087468203409822,0.00356036106039969
"L17","Welsh",2.76014396769862,7.30776749582073,6.9962569637883,0.377700025250821,-0.0735368797574538,-0.00627098133584043
"L18","Czech",3.80118686465485,7.20722896375539,7.15955588822355,0.527413085357872,-0.0141953058753435,0.00804990679473904
"L19","Vietnamese",2.70307692307692,3.41846153846154,3.40418118466899,0.790729072907291,-0.0203683739706867,-0.0357943584128474
"L20","Indonesian",3.69115391555395,7.27068296643811,7.23526329578203,0.507676367212342,-0.00999395528074859,-0.00597390948363635
"L21","Kirghiz",4.5072184025396,7.9153732033755,7.80937410688768,0.569425886402615,-0.0320999692256322,-0.017368862528768
"L22","Tatar",4.04564204100153,7.55455870423078,7.47133957782459,0.535523277982584,-0.0242926077132208,0.00581563102404006
"L23","French",2.54551891303684,8.30151531468686,8.11479660808652,0.306633044274864,-0.0335265570912916,-4.10777582374009e-05
"L24","Hakha Chin",2.5616646074357,5.66674154779288,5.29463220675944,0.452052486571128,-0.136155782134231,-0.0378819822922066
"L25","Chuvash",4.99987707437001,7.42771972956361,7.5277628032345,0.673137551820867,0.0395757895732993,0.0138842648181127
"L26","Swedish",3.091558421036,7.11646281723081,6.88863942523574,0.434423462952765,-0.0599996133195688,-0.000687356457595409
"L27","Slovenian",3.6447238845542,6.38258465267783,6.42876209542876,0.571041996759894,0.0165864974735493,-0.0112906690855274
"L28","Russian",4.04799133350658,9.06606009561948,8.99927947119451,0.446499503732882,-0.0134875253808494,0.0033691217128259
"L29","Tamil",4.60435356200528,7.21490765171504,7.02491803278689,0.638172210133665,-0.0784897990619541,-0.0523197303332502
"L30","Georgian",6.00503843420968,8.379626639106,8.23763373190686,0.716623626903064,-0.0635999311409461,-0.00178029987141118
"L31","Western Frisian",3.43486939027674,8.02320718551491,7.98586530466801,0.428116750677715,-0.00820521080425898,0.00489618335484745
"L32","Maltese",3.71426635345139,7.17930068666426,7.34045164457536,0.517357680860302,0.0444409055173099,0.0186531514120825
"L33","Romansh",3.80865314989138,7.55104996379435,7.52943577186001,0.504387226697353,-0.00580904452915916,-0.0139255080314523
"L34","Dhivehi",2.16210374639769,5.56556195965418,7.73548387096774,0.388478964401294,0.389336787158575,0.0172819023918153
"L35","Yakut",5.00565913577539,7.94779556920377,7.97599801019774,0.629817298669758,0.00949468804277388,-0.00313164580923053
"L36","Persian",2.64016577120116,5.71745161003658,5.49086102719033,0.461773172958129,-0.079486077078983,-0.00422085020734927
"L37","Irish",3.01986725858204,6.70972704496506,6.58675897879706,0.450073041473145,-0.0344748525645142,-0.00562721049154114
"L38","Esperanto",3.2292556395599,7.87745036572623,7.72228984677073,0.409936653312343,-0.0345335717022768,0.00207042354561522
"L39","Ukrainian",4.5253173973418,8.01037327249884,7.67282450170151,0.564932150275454,-0.107243211724538,0.00125161172403424
"L40","Assamese",4.243,5.594,5.49955156950673,0.758491240614945,-0.0751647865358607,0.00282741640854579
"L41","Arabic",3.3475772528717,5.09043844038182,5.15792983860211,0.657620614035088,0.0372808030613892,0.020967148277918
"L42","Turkish",4.58326383097025,8.33176721341859,8.08306352573406,0.550095041492368,-0.0710622633794221,-0.00141580444374451
