character,frequency,frequencyRel
a,462277,0.15665563730805934
e,360492,0.12216291099158498
i,261272,0.08853940747809491
r,237724,0.08055950160492756
t,220409,0.07469182408692635
n,212971,0.07217124739741476
o,167803,0.056864792986032794
u,160207,0.05429067352737052
k,159762,0.05413987269020561
z,139781,0.04736874566235794
d,105793,0.03585095048581591
l,82902,0.02809368764639542
b,82683,0.028019473301813133
g,81196,0.027515561290882277
s,73665,0.024963468920794655
h,51433,0.01742952687169255
m,35224,0.01193664873774616
p,27546,0.009334741259651254
x,8903,0.0030170333781556345
j,8689,0.0029445134250021686
f,7846,0.002658839030103236
