character,frequencyTot,frequencyRet
า,6573,0.06947174836704928
น,5904,0.06240091318409538
ร,4748,0.05018284820428266
่,4363,0.04611368296446615
อ,4257,0.04499334136597121
ก,4094,0.04327055192677617
เ,3978,0.04204451772464963
ง,3779,0.03994123491238083
ม,3153,0.0333248779250428
ั,3015,0.031866319994926756
้,2941,0.03108419472805293
ี,2800,0.0295939290168474
ล,2670,0.028219925169636628
ย,2606,0.0275434925063944
ว,2473,0.026137780878094152
ด,2285,0.02415075992982011
ท,2110,0.02230113936626715
ิ,2079,0.021973492295009195
ต,2064,0.021814953389561798
ส,2034,0.021497875578667006
ป,1677,0.01772464962901896
บ,1669,0.017640095546113684
ค,1626,0.01718561735049781
ห,1617,0.017090494007229375
ะ,1565,0.016540892468345066
แ,1481,0.015653074597839642
ใ,1266,0.013380683619760289
ข,1263,0.01334897583867081
จ,1211,0.012799374299786502
์,1061,0.011213985245312533
ไ,1051,0.011108292641680935
พ,986,0.010421290718075548
ื,954,0.010083074386454435
ช,921,0.009734288794470162
็,849,0.008973302048322659
ู,780,0.008244023083264633
ุ,765,0.008085484177817237
โ,757,0.008000930094911958
ำ,648,0.006848880715327541
ึ,508,0.0053691842644851715
ซ,443,0.004682182340879785
ถ,422,0.004460227873253429
ผ,355,0.003752087428921724
ศ,349,0.0036886718667427654
ธ,339,0.0035829792631111674
ภ,259,0.0027374384340583847
ษ,257,0.002716299913332065
ญ,235,0.00248377618534255
ณ,230,0.002430929883526751
ฟ,208,0.0021984061555372354
