"character","frequency","frequencyRel"
"e",17485,0.166196165654377
"n",10760,0.102274563479616
"i",8549,0.0812588515973272
"r",7847,0.0745862917866682
"t",6486,0.0616498902164305
"s",6453,0.0613362228749038
"a",6160,0.0585512370849848
"d",5564,0.0528862147955934
"h",4369,0.0415276550039446
"u",3968,0.0377161215508474
"l",3654,0.034731529270866
"g",2996,0.0284771925822426
"o",2929,0.0278403528282339
"c",2827,0.0268708355907877
"m",2746,0.026100924843404
"b",1989,0.0189055861302005
"f",1628,0.0154742555153174
"w",1605,0.0152556388833443
"k",1493,0.0141910709363445
"z",1333,0.0126702595834878
"v",1066,0.0101324056384081
"p",1012,0.00961913180681894
"ü",660,0.00627334683053409
"ä",587,0.0055794766507932
"ö",291,0.00276597564800821
"j",289,0.0027469655060975
"y",195,0.00185348883629416
"ß",148,0.00140675050139249
