"character","frequencyTot","frequencyRet"
"ा",7226,0.0831501789351346
"क",6404,0.0736913570302521
"े",5786,0.0665799799776763
"र",5693,0.0655098212950071
"्",4736,0.0544975432378629
"ि",3941,0.0453494125634328
"न",3930,0.04522283465473
"स",3922,0.0451307779938552
"ं",3189,0.0366960864412046
"ी",3073,0.0353612648585204
"म",2953,0.0339804149453989
"त",2780,0.031989689653982
"ह",2668,0.0307008964017353
"य",2455,0.0282498878059446
"ो",2337,0.0268920520580417
"ल",2293,0.0263857404232305
"प",2218,0.0255227092275295
"व",1816,0.0208968620185724
"द",1495,0.0172030885009723
"ज",1451,0.0166967768661611
"ब",1305,0.0150167428051966
"ग",1233,0.0141882328573237
"ै",1132,0.0130260175137797
"ु",1027,0.0118177738397984
"ट",960,0.0110467993049722
"ए",819,0.00942430065705442
"श",777,0.00894100318746188
"थ",719,0.00827359239611981
"अ",702,0.00807797199176093
"ू",690,0.00793988700044878
"उ",619,0.00712288413518521
"च",607,0.00698479914387305
"ड",607,0.00698479914387305
"ष",496,0.00570751297423564
"भ",464,0.00533928633073657
"इ",458,0.00527024383508049
"ध",456,0.0052472296698618
"औ",455,0.00523572258725245
"ख",381,0.00438419847416085
"आ",374,0.00430364889589542
"फ",324,0.00372829476542812
"ण",299,0.00344061770019447
"ई",280,0.00322198313061689
"़",244,0.00280772815668044
