"character","frequencyTot","frequencyRet"
"ा",7226,0.0830059503296804
"क",6404,0.0735635352769545
"े",5786,0.0664644933030073
"र",5693,0.0653961908700347
"्",4736,0.0544030142210582
"ि",3941,0.0452707514875824
"न",3930,0.0451443931352953
"स",3922,0.0450524961518138
"ं",3189,0.0366324350403198
"ी",3073,0.0352999287798378
"म",2953,0.033921474027615
"त",2780,0.0319342017598272
"ह",2668,0.030647643991086
"य",2455,0.0282008868058906
"ो",2337,0.0268454062995382
"ल",2293,0.0263399728903899
"प",2218,0.0254784386702506
"व",1816,0.0208606152503044
"द",1495,0.0171732487881085
"ज",1451,0.0166678153789602
"ब",1305,0.0149906954304225
"ग",1233,0.0141636225790888
"ै",1132,0.0130034231626347
"ु",1027,0.0117972752544398
"ट",960,0.0110276380177821
"ए",819,0.00940795368392033
"श",777,0.00892549452064236
"थ",719,0.00825924139040136
"अ",702,0.00806396030050314
"ू",690,0.00792611482528086
"उ",619,0.00711052909688239
"च",607,0.00697268362166012
"ड",607,0.00697268362166012
"ष",496,0.00569761297585407
"भ",464,0.005330025041928
"इ",458,0.00526110230431686
"ध",456,0.00523812805844648
"औ",455,0.00522664093551129
"ख",381,0.00437659383830726
"आ",374,0.00429618397776093
"फ",324,0.00372182783100145
"ण",299,0.00343464975762171
"ई",280,0.0032163944218531
"़",244,0.00280285799618628
"ॉ",148,0.00170009419440807
"ौ",145,0.0016656328256025
"छ",142,0.00163117145679693
"ओ",114,0.00130953201461162
"घ",100,0.00114871229351897
"ृ",97,0.0011142509247134
