character,frequencyTot,frequencyRet
о,10300,0.10779583677826501
е,8156,0.08535755774403199
и,7648,0.08004102521166707
а,7426,0.07771765863256272
н,6432,0.06731483710269909
т,5648,0.05910979476928551
с,4918,0.05146989565781625
р,4808,0.05031867798348526
в,4336,0.04537890759908321
л,4292,0.04491842052935082
к,3132,0.032778306872769516
м,3047,0.0318887295789683
д,2928,0.0306433213676466
п,2597,0.027179202729432448
у,2008,0.021014955364151083
ы,1837,0.019225335161327458
я,1832,0.019173007085221506
г,1676,0.017540371110715745
б,1558,0.016305428514615233
з,1494,0.01563562914045902
ь,1475,0.015436782451256396
й,1201,0.012569203880650123
ч,1200,0.012558738265428934
