character,frequencyTot,frequencyRet
e,15353,0.15143713874257758
s,7944,0.078357104811505
a,7853,0.07745950957763706
n,7685,0.07580241068434239
i,7243,0.07144266240555523
t,7157,0.07059438559113057
r,6723,0.06631354678345268
l,5935,0.0585409638791896
u,5327,0.05254384407488509
o,5249,0.05177447673156971
d,4367,0.0430747075417727
c,3223,0.03179065317314711
p,2962,0.029216231678207177
é,2795,0.027568996468801166
m,2780,0.027421041210471286
v,1365,0.013463928508019175
g,1081,0.010662642283640094
f,974,0.009607228107553609
q,918,0.00905486180978872
b,898,0.008857588132015546
h,813,0.008019175001479553
à,564,0.005563117713203527
è,416,0.004103292497682034
x,416,0.004103292497682034
y,337,0.003324061470477994
j,294,0.0028999230632656683
