"character","frequency","frequencyRel"
"a",10354,0.11783718574664
"e",7996,0.0910011722262055
"i",7899,0.0898972310423709
"n",6662,0.0758191357392423
"r",6283,0.0715057985364244
"l",6135,0.0698214346683055
"ı",4090,0.0465476231122037
"k",3843,0.0437365563863567
"d",3694,0.042040811681291
"t",3249,0.0369763392399877
"m",2939,0.0334482797864955
"s",2854,0.0324809086460218
"y",2757,0.0313769674621872
"u",2541,0.0289187066816894
"o",2450,0.0278830505195352
"b",2055,0.0233876199255693
"ü",1486,0.0169119237028691
"ş",1437,0.0163542626924784
"g",1168,0.0132928175538029
"z",1052,0.01197264046798
"v",1041,0.0118474512615658
"h",1000,0.0113808369467491
"ç",955,0.0108686992841454
"c",869,0.00988994730672494
"ğ",788,0.00896809951403826
"p",767,0.00872910193815653
"ö",721,0.00820558343860608
"f",479,0.0054514208974928
