"character","frequencyTot","frequencyRet"
"i",13066,0.123504168478364
"a",11679,0.110393784146549
"e",11609,0.10973212091423
"o",9101,0.086025672533414
"n",7898,0.0746545172694104
"l",7091,0.0670264854339566
"t",6875,0.0649847817456567
"r",6707,0.0633967899880901
"s",5182,0.0489819838554171
"d",4589,0.0433767510444827
"c",4164,0.0393595099911148
"u",3147,0.0297464884587028
"m",2766,0.0261451500085071
"p",2753,0.0260222696939335
"g",1906,0.0180161445828686
"v",1600,0.0151237310244437
"f",1084,0.0102463277690606
"b",1084,0.0102463277690606
"h",1073,0.0101423521182676
"z",916,0.00865833601149404
"q",337,0.00318543584702346
"è",203,0.0019188233737263
"à",192,0.00181484772293325
"ò",171,0.00161634875323742
