"character","frequencyTot","frequencyRet"
"ا",10889,0.143893543357031
"ل",8410,0.111134603694796
"ي",6124,0.0809260776488622
"م",4618,0.0610249226947168
"ن",4409,0.0582630758252504
"و",3787,0.0500436081084653
"ر",3645,0.0481671379866268
"ت",3610,0.0477046277453286
"ب",2693,0.0355868594233158
"ع",2255,0.0297988741179269
"ة",2246,0.0296799429130216
"د",2244,0.029653513756376
"س",1872,0.0247376906202923
"ك",1851,0.0244601844755134
"ف",1791,0.023667309776145
"أ",1709,0.022583714353675
"ه",1619,0.0213944023046225
"ق",1581,0.0208922483283558
"ح",1276,0.0168618019399001
"ج",1034,0.0136638739857811
