"character","frequencyTot","frequencyRet"
"о",10300,0.107795836778265
"е",8156,0.085357557744032
"и",7648,0.0800410252116671
"а",7426,0.0777176586325627
"н",6432,0.0673148371026991
"т",5648,0.0591097947692855
"с",4918,0.0514698956578162
"р",4808,0.0503186779834853
"в",4336,0.0453789075990832
"л",4292,0.0449184205293508
"к",3132,0.0327783068727695
"м",3047,0.0318887295789683
"д",2928,0.0306433213676466
"п",2597,0.0271792027294324
"у",2008,0.0210149553641511
"ы",1837,0.0192253351613275
"я",1832,0.0191730070852215
"г",1676,0.0175403711107157
"б",1558,0.0163054285146152
"з",1494,0.015635629140459
"ь",1475,0.0154367824512564
"й",1201,0.0125692038806501
"ч",1200,0.0125587382654289
"х",858,0.00897949785978169
"ж",840,0.00879111678580025
"ю",694,0.0072631369635064
"ш",565,0.00591307259997279
"ц",527,0.00551537922156754
"э",356,0.00372575901874392
"ф",324,0.00339085933166581
"щ",310,0.00324434071856914
