character,frequencyTot,frequencyRet
ا,10889,0.14386882820035143
ل,8410,0.11111551521397334
ي,6124,0.08091217778482435
م,4618,0.06101444105328524
ن,4409,0.058253068558669255
و,3787,0.0500350126177547
ر,3645,0.048158864798446235
ت,3610,0.04769643399791246
ب,2693,0.03558074702392749
ع,2255,0.029793755862961936
ة,2246,0.02967484508568182
د,2244,0.029648420468508463
س,1872,0.024733441674263744
ك,1851,0.024455983193943476
ف,1791,0.023663244678742718
أ,1709,0.02257983537463501
ه,1619,0.02139072760183387
ق,1581,0.020888659875540054
ح,1276,0.01685890575660285
ج,1034,0.013661527078626449
