"character","frequencyTot","frequencyRet"
"e",13974,0.137293431058537
"a",11773,0.115668782299424
"o",8218,0.0807411919592855
"n",7343,0.0721443870232458
"s",7284,0.0715647167475585
"r",6709,0.0659153877895895
"i",6509,0.063950403804209
"l",6074,0.0596765636360064
"d",5394,0.0529956180857126
"t",4658,0.0457644770195123
"c",4402,0.0432492975182252
"u",3815,0.0374820695211334
"m",2838,0.0278831227525496
"p",2577,0.025318818651628
"b",1402,0.0137745377375174
"g",1209,0.0118783281916252
"v",945,0.00928454933092295
"h",848,0.0083315320980134
"ó",842,0.00827258257845198
"y",795,0.00781081134188756
"f",769,0.0075553634237881
"q",654,0.0064254976321943
"í",556,0.00546265547935784
"j",436,0.00428366508812953
"á",421,0.00413629128922599
"z",339,0.00333064785521998
"é",301,0.00295730089799768
"ñ",182,0.00178813542669627
"x",176,0.00172918590713486
"k",134,0.00131653927020495
"ú",118,0.00115934055137451
"w",71,0.000697569314810084
