"character","frequency","frequencyRel"
"o",7084,0.0827154583561996
"e",6662,0.0777880270424903
"a",5838,0.0681666919654846
"n",5524,0.0645003094240043
"t",4660,0.0544119192461731
"l",4045,0.0472309470709807
"i",3935,0.0459465455437105
"s",3887,0.0453860794227199
"v",3763,0.0439382086101608
"r",3346,0.0390691591840547
"k",3017,0.0352276309797648
"d",2985,0.0348539868991044
"m",2754,0.032156743691837
"p",2638,0.030802283899443
"u",2609,0.0304636689513445
"í",2524,0.0294711768620903
"c",2156,0.0251742699344955
"h",1949,0.0227572597877235
"á",1811,0.0211459196898754
"y",1799,0.0210058031596278
"z",1745,0.0203752787735133
"b",1628,0.0190091426035987
"j",1602,0.0187055567880621
"ě",1230,0.0143619443503847
"ř",1050,0.0122601963966699
"é",1047,0.012225167264108
"ž",908,0.0106021507887393
"ý",719,0.00839531543733872
"č",621,0.0072510304403162
"š",599,0.00699415013486216
"ů",455,0.00531275177189029
"g",389,0.00454211085552818
"f",286,0.00333944397090247
