"character","frequency","frequencyRel"
"e",12266,0.128548821513535
"a",11692,0.122533248095243
"o",9630,0.10092329619887
"s",7334,0.0768610025257024
"r",6407,0.0671459562560916
"i",6230,0.0652909797839005
"d",5056,0.0529873505276727
"m",4838,0.0507026902398893
"n",4795,0.0502520462381706
"t",4669,0.0489315545122041
"u",3754,0.0393422693593519
"c",3420,0.0358419182762343
"l",2745,0.0287678554585565
"p",2539,0.0266089562875318
"v",1279,0.0134040390278666
"g",1146,0.0120101866504575
"f",960,0.0100608893406973
"b",924,0.00968360599042119
"h",834,0.00874039761473082
"q",714,0.00748278644714365
"ã",645,0.00675966002578103
"ç",526,0.00551252895125709
"é",458,0.00479988262295769
"á",390,0.0040872362946583
"z",333,0.00348987099005439
"í",297,0.00311258763977824
"x",249,0.00260954317274337
"j",222,0.00232658066003626
"ó",195,0.00204361814732915
"ê",161,0.00168729498317945
"õ",150,0.00157201395948396
"k",121,0.00126809126065039
"ú",119,0.00124713107452394
"y",113,0.00118425051614458
"â",70,0.000733606514425848
"w",68,0.000712646328299395
"ô",51,0.000534484746224546
