"character","frequency","frequencyRel"
"a",17987,0.185791164409738
"n",10133,0.104665695722682
"e",8278,0.0855050458099635
"i",7901,0.0816109406794542
"r",5088,0.0525549254748846
"t",5000,0.0516459566380548
"u",4597,0.0474832925330276
"k",4357,0.045004286614401
"s",4231,0.043702808507122
"m",4230,0.0436924793157944
"d",4075,0.0420914546600147
"g",3669,0.0378978029810046
"l",3416,0.035284517575119
"p",2825,0.029179965500501
"b",2598,0.0268352390691333
"h",2339,0.024159978515282
"o",1983,0.0204827864026525
"y",1639,0.0169295445859544
"j",790,0.00816006114881266
"c",628,0.00648673215373968
"w",433,0.00447253984485555
"f",296,0.00305744063297284
"v",192,0.0019832047349013
