"character","frequency","frequencyRel"
"i",12746,0.12695598474058
"a",10945,0.109017201709214
"e",10542,0.105003137543951
"o",9012,0.0897636383557278
"n",7574,0.0754405012101955
"t",6846,0.0681892885245575
"r",6610,0.0658386206759166
"l",5460,0.0543840951422851
"s",5059,0.0503899518909928
"c",4129,0.0411267268942299
"d",3859,0.038437403508073
"u",3073,0.0306084843172605
"m",2753,0.0274211380818152
"p",2738,0.0272717312270287
"g",1816,0.018088189886152
"v",1594,0.0158769684353118
"b",1082,0.0107772144585994
"h",1073,0.0106875703457275
"f",1069,0.0106477285177844
"z",914,0.00910385768499059
"q",336,0.00334671354721755
"è",203,0.0020219727681106
"à",192,0.00191240774126717
"ò",171,0.00170323814456607
