repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
11720,sil,0.6472295221843003,0.61,0.3052609445177921
12359,ن,0.1047754672708148,0.09999999999999964,0.05409589223979541
6689,ع,0.1261593661234863,0.1200000000000001,0.061332239574787555
12015,م,0.11676487723678733,0.10999999999999999,0.0563419135057933
14512,sp,0.7682256063947078,0.76,0.4699766591887727
11777,,0.020581192154198888,0.020000000000000462,0.0019430489880961233
14923,ي,0.12020036185753535,0.10999999999999999,0.06602868291611559
22652,ل,0.0913274766025075,0.08000000000000007,0.055989715660046506
8016,أ,0.09599925149700599,0.08999999999999997,0.04600073221927238
8124,ب,0.11479812900049237,0.10999999999999988,0.05469283202922263
4806,ف,0.125528506034124,0.1200000000000001,0.05516971053959167
1757,ص,0.1565907797381901,0.15000000000000013,0.053650350815698834
7791,ك,0.14230522397638298,0.1299999999999999,0.06958519688031947
10293,ت,0.11665695132614398,0.10999999999999988,0.052379376814077595
6117,د,0.1189766225273827,0.10999999999999988,0.058891722903028326
8782,ر,0.11414598041448418,0.10000000000000009,0.06896124290921177
5543,س,0.15307414757351614,0.1499999999999999,0.05413718371781208
1021,ث,0.13458374142997062,0.1299999999999999,0.05164813608377599
4101,ح,0.14901487442087297,0.1499999999999999,0.05153772938369426
26716,ا,0.08939923641263661,0.07000000000000028,0.06401629251103323
6614,ه,0.13256274569095858,0.1200000000000001,0.0735910510672218
5128,ة,0.1875195007800312,0.14000000000000012,0.25641331143524126
697,ئ,0.10642754662840748,0.10000000000000009,0.056350061215605506
1043,غ,0.11958772770853308,0.11999999999999988,0.056520410307410146
4061,ق,0.1357399655257326,0.13000000000000012,0.055317358897715455
1876,ش,0.15189232409381664,0.15000000000000002,0.038302064009551294
6311,و,0.11325780383457455,0.10999999999999988,0.05880338955825619
1827,ى,0.0732840722495895,0.04999999999999993,0.06329700611646111
2549,ذ,0.12566496665358962,0.11000000000000032,0.06175349915045536
2214,إ,0.10280939476061429,0.09999999999999998,0.052682879586547895
2121,ط,0.1262989156058463,0.1200000000000001,0.04920895457654722
2932,ج,0.13223738062755797,0.1299999999999999,0.051927127758346674
130,ً,0.0773076923076923,0.06000000000000005,0.11335979793111073
1384,ض,0.12378612716763006,0.11999999999999966,0.06305425165264558
421,ُ,0.04912114014251781,0.039999999999999813,0.032518031608596794
1662,خ,0.14509626955475333,0.14000000000000012,0.048281755522022504
1077,ز,0.13987000928505106,0.13,0.07657223485504581
494,ظ,0.14987854251012145,0.13,0.09744501940470127
656,ء,0.12588414634146344,0.10999999999999988,0.08206636958556283
149,ؤ,0.11510067114093961,0.10999999999999988,0.058143740534196436
506,ّ,0.04440711462450594,0.030000000000000027,0.037025579620312
340,ِ,0.04594117647058825,0.030000000000000027,0.04027839968232178
372,آ,0.1839784946236559,0.16999999999999993,0.10249195913854132
527,َ,0.05343453510436433,0.03000000000000025,0.05012855374241006
168,ْ,0.03714285714285711,0.030000000000000027,0.02206977185953611
2,ـ,0.030000000000000138,0.030000000000000138,1.1102230246251565e-16
4,ی,0.04749999999999999,0.04499999999999993,0.014790199457749195
