repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
12030,,0.9448628428927681,0.7120000000000002,1.0662751818358462
5581,<unk>,2.5254721376097473,2.54,1.5216111639045198
44,し,0.7784090909090909,0.6649999999999999,0.3868576387311334
39,く,0.46769230769230763,0.45999999999999996,0.3344222843947496
39,しち,1.4553846153846153,1.4300000000000002,0.7751190021252359
41,れい,1.3485365853658537,1.2,0.6299963645873032
37,さん,0.8824324324324322,0.7,0.4292696840575165
43,に,0.743953488372093,0.5999999999999999,0.5212379697340577
37,ろく,1.2943243243243243,1.1400000000000001,0.612727797862307
1,後者の代表がウェッジウッドのジャスパーウェアである,4.47,4.47,0.0
43,いいえ,1.4530232558139533,1.38,0.8385744683652435
42,ご,0.6928571428571428,0.625,0.3811966478784165
1,大当り終了後はグラディエーターチャンスに突入する,4.04,4.04,0.0
45,はち,1.098888888888889,0.9700000000000001,0.5008669028005222
1,グレッグはミシシッピ州アバディーンにあるオッドフェローズ墓地に埋葬されることになった,6.04,6.04,0.0
1,球宴のファン投票でも人気が偶像化していた長嶋茂雄に肉薄する,7.859999999999999,7.859999999999999,0.0
41,はい,0.8685365853658537,0.68,0.5237973960188663
39,いち,1.2415384615384617,1.2,0.6644895417422404
2,森永のおいしい牛乳は濃い青色に牛乳瓶をあしらったデザインのパック牛乳である,6.975,6.975,0.6350000000000002
2,このニューサウスウェールズ代表チームがワラビーズの中核となって行く,5.355,5.355,0.5149999999999997
2,そしてインデペンデント紙の読者投票で選ぶプレミアリーグ最優秀ゴールキーパーに選ばれた,7.5600000000000005,7.5600000000000005,0.52
1,また東寺のように五大明王と呼ばれる主要な明王の中央に配されることも多い,7.28,7.28,0.0
2,ギレスピーはマッギーを通じてイネスと知り合った,4.055,4.055,0.8549999999999995
1,その飄々とした人柄が老若男女に慕われている,5.01,5.01,0.0
2,ただしギャンブル依存症の入院治療を行っている病院はわずかである,5.2250000000000005,5.2250000000000005,0.2450000000000001
2,ツュレンハルト領はヴュルテンベルク領に編入された,4.795,4.795,0.04499999999999993
1,スマートフォンからフィーチャーフォンまでマルチデバイスに対応,4.69,4.69,0.0
1,母はピーターマリッツバーグの精神病院に入院しているときにベッシーを産む,8.75,8.75,0.0
1,祭神はヴィシュヌ派の聖人スワーミーナーラーヤン,8.950000000000001,8.950000000000001,0.0
2,ポイントガードからスモールフォワードまでこなせる総合力が高いユーティリティープレーヤーである,7.220000000000001,7.220000000000001,0.25000000000000044
1,フィールドマーケティングは歴史的には一方通行のコミュニケーションツールとして考えられてきた,6.2,6.2,0.0
2,同時に福井ミラクルエレファンツにコーチ兼任で入団することが発表された,6.48,6.48,0.54
2,シャンシャン馬は鵜戸神宮へ参拝する新婚夫婦が乗っていた馬のこと,5.78,5.78,0.020000000000000462
1,このジェシー役でステイモスはエミー賞にノミネートされたこともある,5.44,5.44,0.0
2,肝臓への酸素供給は肝動脈と低圧系の門脈を介して行われている,6.785,6.785,1.2549999999999994
1,番組冒頭を東京ムービー製作のアニメーションで表現する点も共通していた,5.57,5.57,0.0
1,シャンチーの専業プロはチームから支払われる給料と対局費を主な収入としている,7.91,7.91,0.0
1,ヴェーザー自転車道やミューレンルートに従ったサイクリングツアーはペータースハーゲンを経由する,7.32,7.32,0.0
2,この菌による病気は灰色かび病と名づけられているものが多い,5.8100000000000005,5.8100000000000005,0.2799999999999998
1,クィーンズアベニューアルファに所属している,5.42,5.42,0.0
1,スウェーデン移民の両親の許にマサチューセッツ州ケンブリッジにて生まれる,6.26,6.26,0.0
1,軽妙洒脱なナレーションから情緒感溢れる語りまで幅広い表現力を持つ,5.66,5.66,0.0
1,時間領域と空間領域で共通する処理手法はフィルタリングによる入力信号の強化である,7.97,7.97,0.0
1,町域にあった三根山藩は長岡藩に米百俵を送ったことで有名,7.010000000000001,7.010000000000001,0.0
1,一方で漁業と商業でリャネス港は繁栄していた,4.670000000000001,4.670000000000001,0.0
1,痛みは点滴より鎮痛薬を静脈投与することで鎮痛を行う,5.66,5.66,0.0
1,ウォリアーズミックスマーシャルアーツアカデミー所属,3.83,3.83,0.0
1,フォーミュラカーは通常オープンホイールでシングルシーターである,4.159999999999999,4.159999999999999,0.0
1,学校や病院などの給食業務で栄養素を計算する上で重要な資料のひとつである,7.18,7.18,0.0
2,そこへオーナーが新しいシェフとして腕利きのヒョヌクを招く,4.390000000000001,4.390000000000001,0.3900000000000002
1,レジェンドシリーズをベースにヨーフリー機構を備えたビューカメラ,5.53,5.53,0.0
1,当時あやしいわーるどに常駐していた擬古猫が空白にて発表,8.3,8.3,0.0
1,デッドキーはタイプライターやコンピュータのキーボードにおける特殊な修飾キーである,6.42,6.42,0.0
2,コンピュータゲームのメーカーや業界団体などに関連する人物のカテゴリ,6.28,6.28,0.1899999999999995
1,コミューンはセーヌ川とエソンヌ川の合流地点となっている,5.26,5.26,0.0
1,ところがエリュシクトーンはニュムペーの制止も聞かずにデーメーテールの樫を切り倒した,8.59,8.59,0.0
