repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
38733,sil,0.6236759352490125,0.6,0.27077228714510954
144312,n,0.0685320001108709,0.050000000000000266,0.05667247715843122
287459,e,0.055534771915299215,0.040000000000000036,0.0350483309032732
47421,g,0.07433521013896797,0.06999999999999984,0.04387634611898893
80434,d,0.055845910933187456,0.040000000000000036,0.037882592441733656
56990,l,0.06324144586769608,0.050000000000000044,0.040164888194003316
87058,o,0.07072273656642697,0.06000000000000005,0.03916067389162523
87878,r,0.054817360431507325,0.040000000000000036,0.03588144794577969
103721,i,0.05939183000549552,0.050000000000000044,0.029438073542553154
64141,s,0.09364649756006299,0.08000000000000007,0.05442560261332118
52433,sp,0.5040709095417009,0.48,0.42014412214187236
38892,,0.020311796256299513,0.020000000000000018,0.0023589775796885315
24764,w,0.05353577774188337,0.050000000000000044,0.023296775642288263
37318,m,0.0685411865587652,0.06000000000000005,0.034667068261559575
102408,t,0.06544937895476916,0.05999999999999994,0.037486439959151685
32332,j,0.069309043671904,0.06000000000000005,0.0396515988294605
114490,a,0.07351655166390078,0.06000000000000005,0.04177274249226796
25795,p,0.071359565807327,0.0699999999999994,0.036870829059770786
20957,z,0.08211957818390035,0.07999999999999985,0.03394308264617804
32782,v,0.07132877798792019,0.06999999999999984,0.03329665003434177
25367,b,0.05655103086687428,0.050000000000000044,0.02891880262952462
28618,u,0.08026347054301489,0.07000000000000028,0.041218093263125775
43361,h,0.05082355111736352,0.040000000000000036,0.027688353763778976
19349,c,0.06931779420125071,0.06000000000000005,0.03585333340898827
42151,k,0.0694654931081113,0.06000000000000005,0.035452539801017945
12759,f,0.08006191707814092,0.07000000000000006,0.0457526267197016
1370,y,0.09245255474452554,0.07000000000000006,0.06300364614671004
546,',0.043956043956043966,0.040000000000000036,0.016916891500785545
716,x,0.15675977653631284,0.14000000000000012,0.08069774873086234
200,ï,0.09015,0.08000000000000007,0.05593279449482209
951,ë,0.11118822292323871,0.09999999999999987,0.06685481317202048
668,é,0.1217814371257485,0.09999999999999987,0.12108157843972644
77,è,0.1306493506493506,0.13,0.048358446859832316
37,’,0.03945945945945947,0.040000000000000036,0.008988264404495109
50,ü,0.06320000000000003,0.04999999999999999,0.035124919928734344
191,q,0.08821989528795808,0.08999999999999986,0.03971065271757755
6,—,0.21000000000000008,0.20999999999999996,0.15958278938114434
15,û,0.10133333333333336,0.10999999999999999,0.051493257379540074
7,ê,0.08999999999999989,0.08999999999999986,0.02927700218845591
4,ç,0.08499999999999996,0.08500000000000002,0.011180339887498935
7,spn,0.08428571428571428,0.09999999999999998,0.034166459266003986
16,ö,0.08937500000000004,0.08000000000000007,0.06977362951000898
1,ó,0.06000000000000005,0.06000000000000005,0.0
7,à,0.11285714285714292,0.10999999999999988,0.039175169145148896
6,î,0.16333333333333333,0.1600000000000001,0.07630348761506402
