character,frequencyTot,frequencyRet
e,1992611,0.12353943295428112
a,1991607,0.123477186188261
s,1322801,0.0820120361933945
i,1129498,0.07002748777508234
r,1122810,0.06961283999505993
l,1062715,0.06588702385563909
n,1041218,0.06455423627682005
t,1029987,0.06385792808043374
o,771185,0.04781252216456061
c,648788,0.04022405859826235
d,635427,0.039395693019781575
u,590962,0.03663891767009611
m,499317,0.03095704030763294
p,441870,0.027395396913651584
v,238977,0.01481628028205969
b,230430,0.014286376786866577
g,200941,0.012458095030724111
f,166721,0.010336497089281702
',149292,0.009255920510631798
q,136943,0.008490297688338626
é,107517,0.006665921854765151
ó,85353,0.005291781095731558
x,83752,0.005192521063462438
à,79316,0.004917494515588723
h,79037,0.004900196858497477
í,44586,0.002764277200968768
j,44362,0.002750389476279022
è,44360,0.0027502654787371493
ò,37509,0.0023255118990521133
y,29835,0.0018497333308864486
z,22331,0.001384494553779966
ç,20064,0.0012439433400672265
ú,14708,0.0009118779229320558
·,10825,0.0006711366953861507
ï,8078,0.0005008260716239561
ü,5508,0.0003414892303174982
’,2772,0.00017186059303560367
k,2716,0.00016838866186316722
w,2305,0.00014290716700832121
á,205,1.2709748041954817e-05
ô,13,8.059840221727445e-07
–,13,8.059840221727445e-07
ū,11,6.819864803000145e-07
«,8,4.959901674909197e-07
č,7,4.339913965545547e-07
ø,7,4.339913965545547e-07
@,6,3.7199262561818977e-07
ř,5,3.0999385468182477e-07
ž,5,3.0999385468182477e-07
ı,5,3.0999385468182477e-07
ñ,4,2.4799508374545983e-07
ş,3,1.8599631280909488e-07
ł,3,1.8599631280909488e-07
ä,3,1.8599631280909488e-07
ň,2,1.2399754187272991e-07
ō,2,1.2399754187272991e-07
å,2,1.2399754187272991e-07
š,2,1.2399754187272991e-07
—,2,1.2399754187272991e-07
ö,2,1.2399754187272991e-07
ţ,2,1.2399754187272991e-07
ã,1,6.199877093636496e-08
ő,1,6.199877093636496e-08
ė,1,6.199877093636496e-08
ì,1,6.199877093636496e-08
ℤ,1,6.199877093636496e-08
+,1,6.199877093636496e-08
