character,frequencyTot,frequencyRet
e,2720673,0.1446436500557591
s,1453738,0.07728748384857685
a,1421342,0.0755651615822823
n,1356462,0.07211583855977366
t,1353522,0.07195953446473397
i,1350346,0.07179068351036455
r,1255105,0.0667272283009511
l,1108112,0.05891239570157359
u,1055547,0.056117795444511835
o,999310,0.05312797456262499
d,694508,0.03692328042103007
c,618086,0.03286033091384518
m,531949,0.028280886752473006
p,508785,0.027049380610466377
é,415778,0.022104695247419814
v,265583,0.0141196294125603
g,217400,0.011557996687629137
f,195263,0.010381090649570046
b,176774,0.009398129284539803
h,175945,0.009354055782911262
q,156140,0.008301129727720393
',142055,0.007552305517300631
x,95660,0.005085731201189527
à,82940,0.004409476749181051
j,78896,0.004194478871514206
è,75211,0.00399856710613282
’,66982,0.0035610751339962047
y,65421,0.0034780851025822714
z,46051,0.002448285673698295
k,25248,0.0013423012896470123
ê,23663,0.0012580353064368366
ç,12503,0.0006647177211841173
w,11783,0.0006264391672968451
â,8523,0.0004531223816405848
ô,8446,0.00044902870296097374
î,7949,0.00042260586784712055
œ,4621,0.0002456738854348401
́,4589,0.00024397261637318357
û,3523,0.00018729909075675
ù,2555,0.0001358357016416396
ï,2382,0.0001266382157770589
̂,1453,7.72482483308424e-05
̀,966,5.1357059798756885e-05
á,811,4.3116537781358005e-05
ë,803,4.2691220515943865e-05
í,594,3.157980695699957e-05
ü,594,3.157980695699957e-05
ö,527,2.8017774859156188e-05
ó,470,2.498738934308047e-05
ō,389,2.0681052030762346e-05
ä,282,1.4992433605848282e-05
̧,220,1.1696224798888732e-05
š,212,1.1270907533474596e-05
ć,193,1.0260779028116023e-05
ł,169,8.984827231873616e-06
č,160,8.506345308282713e-06
ñ,156,8.293686675575645e-06
ū,114,6.060771032151433e-06
ú,114,6.060771032151433e-06
ø,104,5.529124450383764e-06
ā,95,5.050642526792861e-06
å,87,4.625325261378726e-06
æ,81,4.306337312318124e-06
ã,81,4.306337312318124e-06
ă,76,4.040514021434289e-06
ž,71,3.774690730550454e-06
—,67,3.5620320978433863e-06
ș,66,3.5088674396666193e-06
ń,64,3.4025381233130853e-06
ß,51,2.711397567015115e-06
ş,45,2.392409617954513e-06
ı,43,2.2860803016009792e-06
ř,42,2.2329156434242122e-06
´,38,2.0202570107171443e-06
̈,37,1.9670923525403774e-06
ý,36,1.9139276943636104e-06
–,35,1.8607630361868436e-06
ś,33,1.7544337198333096e-06
ț,31,1.6481044034797757e-06
đ,29,1.5417750871262417e-06
/,28,1.4886104289494748e-06
ò,27,1.435445770772708e-06
ż,27,1.435445770772708e-06
ÿ,26,1.382281112595941e-06
ī,25,1.329116454419174e-06
ę,24,1.275951796242407e-06
ð,23,1.22278713806564e-06
ą,21,1.1164578217121061e-06
º,21,1.1164578217121061e-06
ě,17,9.037991890050383e-07
ē,17,9.037991890050383e-07
ė,16,8.506345308282713e-07
ğ,16,8.506345308282713e-07
̇,14,7.443052144747374e-07
ì,13,6.911405562979705e-07
ź,12,6.379758981212035e-07
‘,12,6.379758981212035e-07
ʻ,12,6.379758981212035e-07
ő,11,5.848112399444365e-07
β,10,5.316465817676696e-07
α,9,4.784819235909026e-07
ņ,9,4.784819235909026e-07
õ,8,4.2531726541413567e-07
`,8,4.2531726541413567e-07
ʿ,7,3.721526072373687e-07
ả,7,3.721526072373687e-07
π,7,3.721526072373687e-07
σ,7,3.721526072373687e-07
ṣ,7,3.721526072373687e-07
þ,7,3.721526072373687e-07
ň,6,3.1898794906060176e-07
ʾ,6,3.1898794906060176e-07
·,6,3.1898794906060176e-07
ŏ,6,3.1898794906060176e-07
κ,5,2.658232908838348e-07
ľ,5,2.658232908838348e-07
ʼ,4,2.1265863270706783e-07
δ,4,2.1265863270706783e-07
ť,4,2.1265863270706783e-07
ṇ,4,2.1265863270706783e-07
ầ,3,1.5949397453030088e-07
ư,3,1.5949397453030088e-07
ơ,3,1.5949397453030088e-07
ễ,3,1.5949397453030088e-07
ļ,3,1.5949397453030088e-07
½,3,1.5949397453030088e-07
