character,frequencyTot,frequencyRet
ა,15498,0.13776612293879728
ი,14015,0.12458331481399174
ე,10403,0.09247522112093871
ს,7820,0.06951420063113917
რ,6812,0.06055380239121739
ო,6028,0.05358460376016712
მ,5455,0.04849104404640206
ლ,5358,0.047628783501488955
დ,4611,0.04098848837726121
ნ,4502,0.040019556424729985
ბ,4186,0.037210542690786254
ვ,3626,0.03223254366860749
უ,3145,0.027956798079914663
თ,2946,0.026187830570247567
გ,2316,0.020587581670296458
შ,1939,0.01723632161429397
ტ,1880,0.016711853860171565
კ,1721,0.015298457709231522
ხ,1546,0.013742833014800658
ც,1272,0.011307169207520335
ქ,1171,0.010409351526734521
ზ,1013,0.009004844659762656
წ,871,0.007742566336281612
ფ,854,0.007591448508822614
პ,840,0.007466998533268146
ყ,693,0.0061602737899462195
ღ,566,0.005031334725987822
ძ,431,0.0038312813902840128
ჩ,401,0.003564602871238722
ჯ,248,0.002204542424107738
ჰ,129,0.001146717631894751
ჭ,109,0.0009689319525312236
ჟ,81,0.0007200320014222855
–,9,8.000355571358727e-05
