character,frequencyTot,frequencyRet
া,943,0.10003182348573247
ৰ,938,0.09950143205685796
ত,564,0.05982815317704466
ক,449,0.04762915031293094
ি,441,0.046780524026731725
্,415,0.04402248859658428
ন,413,0.043810332025034475
ল,393,0.04168876630953644
ব,341,0.03617269544924154
ম,328,0.03479367773416782
ই,300,0.03182348573247056
ে,296,0.03139917258937096
প,247,0.026201336586400763
হ,217,0.023018988013153708
ু,202,0.02142781372653018
ো,201,0.021321735440755277
স,199,0.021109578869205475
দ,181,0.01920016972525724
গ,178,0.018881934867932534
জ,152,0.016123899437785087
ও,122,0.01294155086453803
ট,114,0.012092924578338814
য়,112,0.01188076800678901
আ,109,0.011562533149464305
য,108,0.011456454863689403
শ,101,0.01071390686326509
ভ,101,0.01071390686326509
এ,99,0.010501750291715286
চ,97,0.010289593720165482
ছ,91,0.009653124005516071
খ,84,0.008910576005091759
ী,82,0.008698419433541955
',75,0.00795587143311764
ণ,71,0.007531558290018034
ৱ,70,0.007425480004243132
অ,66,0.007001166861143524
ষ,64,0.00678901028959372
ঁ,55,0.005834305717619603
ধ,47,0.004985679431420388
উ,45,0.004773522859870584
থ,38,0.004030974859446272
ড,37,0.00392489657367137
ঘ,36,0.0038188182878964674
ূ,32,0.00339450514479686
ফ,25,0.002651957144372547
়,24,0.002545878858597645
ৈ,24,0.002545878858597645
ঠ,18,0.0019094091439482337
ঙ,16,0.00169725257239843
ং,14,0.0014850960008486263
ঞ,14,0.0014850960008486263
ৃ,12,0.0012729394292988225
ৎ,6,0.0006364697146494112
ৌ,6,0.0006364697146494112
র,4,0.0004243131430996075
ঢ,4,0.0004243131430996075
ঢ়,2,0.00021215657154980376
ঔ,2,0.00021215657154980376
’,1,0.00010607828577490188
ঐ,1,0.00010607828577490188
