character,frequencyTot,frequencyRet
a,30374,0.13918661931492726
e,20586,0.09433382976285944
i,20244,0.09276663993584602
s,18894,0.08658036430289838
n,16789,0.07693435674189483
l,13340,0.061129568106312294
r,12967,0.059420323061060834
u,12942,0.05930576240119143
t,11666,0.05345858632145721
c,9132,0.04184671783709474
d,8722,0.039967923015236564
o,6376,0.029217550693091992
p,5693,0.02608775346545996
g,5545,0.02540955435903311
m,5196,0.02381028754725627
v,4376,0.020052697903539925
h,4315,0.019773169893458585
f,2211,0.010131744758849811
z,2098,0.00961393057624012
b,2044,0.009366479550922213
q,1292,0.005920494902050636
’,1132,0.0051873066788864705
ü,837,0.0038354908924275403
j,496,0.002272883491808913
x,282,0.0012922442433268416
à,269,0.001232672700194753
ö,102,0.00046740749226715546
é,63,0.00028869286287089014
è,62,0.0002841104364761141
k,58,0.00026578073089701
ò,48,0.00021995646694924963
w,31,0.00014205521823805706
y,21,9.62309542902967e-05
',9,4.1241837552984304e-05
ä,4,1.8329705579104136e-05
â,4,1.8329705579104136e-05
ï,2,9.164852789552068e-06
–,1,4.582426394776034e-06
ì,1,4.582426394776034e-06
ê,1,4.582426394776034e-06
