character,frequencyTot,frequencyRet
e,287459,0.18828374050996474
n,144312,0.09452340389576959
a,114490,0.07499019147421324
i,103721,0.06793656782161649
t,102408,0.06707656152058022
r,87878,0.05755950778557875
o,87058,0.057022413218290297
d,80434,0.05268373710399919
s,64141,0.04201193004932755
l,56990,0.037328072426547405
g,47421,0.03106044082364107
h,43361,0.02840116772218849
k,42151,0.027608625738750652
m,37318,0.024443042758622496
v,32782,0.02147199281079272
j,32332,0.02117724579215881
u,28618,0.01874460039836697
p,25795,0.016895554101470263
b,25367,0.016615216937080683
w,24764,0.016220255932111245
z,20957,0.013726696154468398
c,19349,0.012673466807883239
f,12759,0.008357060468333363
y,1370,0.0008973409233965599
ë,951,0.0006228986993796557
x,716,0.00046897525631528237
é,668,0.0004375355743276657
',546,0.0003576263826091399
ï,200,0.0001309986749484029
q,191,0.00012510373457572476
è,77,5.043448985513512e-05
ü,50,3.2749668737100724e-05
’,37,2.4234754865454536e-05
ö,16,1.0479893995872232e-05
û,15,9.824900621130217e-06
à,7,4.584953623194101e-06
ê,7,4.584953623194101e-06
î,6,3.929960248452087e-06
—,6,3.929960248452087e-06
ç,4,2.619973498968058e-06
ó,1,6.549933747420145e-07
