character,frequency,frequencyRel
a,51165,0.21449772359495922
n,21413,0.08976917336731871
i,19095,0.08005148113057257
e,16923,0.07094586096740926
k,13695,0.05741319895696211
u,13293,0.05572790461737111
m,11842,0.04964491435183244
t,11714,0.04910830321882834
s,10726,0.044966336035952945
r,10363,0.04344454040094913
d,8923,0.037407665154653005
g,8698,0.036464403397419236
l,7839,0.03286323962202453
b,6603,0.02768158836895369
p,6562,0.027509705115413317
h,6030,0.025279415093865026
y,5375,0.022533475311695608
o,3689,0.015465300544157227
j,2326,0.00975123043255888
c,1265,0.005303227212892082
w,627,0.0026285560968247715
f,242,0.0010145304233358766
v,100,0.00041922744765945317
z,20,8.384548953189063e-05
x,2,8.384548953189063e-06
，,2,8.384548953189063e-06
é,2,8.384548953189063e-06
