character,frequencyTot,frequencyRet
a,1969731,0.1651797896311627
i,1244021,0.10432243137603493
u,978529,0.08205852188344094
e,787785,0.06606290938944734
n,772079,0.06474581899692824
r,698738,0.05859551169540377
b,662341,0.055543293497484644
o,585489,0.04909855703715879
m,542179,0.04546662115915024
y,527127,0.044204374591711205
k,524144,0.043954223016460695
g,431038,0.036146441398869744
t,342751,0.028742776590240316
w,334833,0.02807878055509666
s,298946,0.025069330477652817
h,294935,0.02473297178897371
z,260481,0.021843691744159427
d,168076,0.01409469532745705
c,97116,0.008144056447210302
’,84753,0.007107306891453672
j,72992,0.0061210404896698215
f,62730,0.005260478818459391
v,56844,0.004766884392738812
l,55504,0.004654513252666508
p,52682,0.004417862986036628
',13174,0.001104759253218301
q,1300,0.00010901677768208527
x,1265,0.00010608171059064452
é,1108,9.291583820903883e-05
è,216,1.8113556907177245e-05
”,212,1.7778120668155445e-05
“,171,1.4339899218181986e-05
‟,134,1.1237114007230329e-05
ç,121,1.0146946230409476e-05
â,109,9.140637513344073e-06
…,98,8.21818785603412e-06
ô,97,8.13432879627867e-06
€,88,7.3795972584796185e-06
™,70,5.8701341828815144e-06
ï,67,5.618557003615164e-06
ë,60,5.031543585327012e-06
á,58,4.863825465816112e-06
¼,46,3.857516748750709e-06
í,40,3.3543623902180082e-06
`,38,3.186644270707108e-06
½,38,3.186644270707108e-06
ü,36,3.0189261511962077e-06
ã,34,2.851208031685307e-06
à,26,2.1803355536417056e-06
″,26,2.1803355536417056e-06
‘,25,2.096476493886255e-06
´,23,1.9287583743753547e-06
ö,19,1.593322135353554e-06
ō,19,1.593322135353554e-06
ú,18,1.5094630755981038e-06
ó,17,1.4256040158426536e-06
ê,16,1.3417449560872033e-06
î,14,1.1740268365763028e-06
œ,14,1.1740268365763028e-06
ć,12,1.0063087170654026e-06
ʺ,10,8.385905975545021e-07
©,9,7.547315377990519e-07
«,7,5.870134182881514e-07
ī,6,5.031543585327013e-07
е,6,5.031543585327013e-07
а,6,5.031543585327013e-07
΄,6,5.031543585327013e-07
/,5,4.1929529877725103e-07
š,5,4.1929529877725103e-07
ğ,5,4.1929529877725103e-07
ā,4,3.3543623902180083e-07
¨,4,3.3543623902180083e-07
ñ,4,3.3543623902180083e-07
ş,4,3.3543623902180083e-07
¬,3,2.5157717926635064e-07
¾,3,2.5157717926635064e-07
–,3,2.5157717926635064e-07
~,2,1.6771811951090042e-07
ž,2,1.6771811951090042e-07
ò,2,1.6771811951090042e-07
в,2,1.6771811951090042e-07
˜,2,1.6771811951090042e-07
ł,2,1.6771811951090042e-07
č,2,1.6771811951090042e-07
ū,2,1.6771811951090042e-07
ä,1,8.385905975545021e-08
ù,1,8.385905975545021e-08
å,1,8.385905975545021e-08
ÿ,1,8.385905975545021e-08
$,1,8.385905975545021e-08
ӱ,1,8.385905975545021e-08
û,1,8.385905975545021e-08
ˮ,1,8.385905975545021e-08
¤,1,8.385905975545021e-08
ē,1,8.385905975545021e-08
ҫ,1,8.385905975545021e-08
