character,frequencyTot,frequencyRet
а,91884,0.11641348553763509
е,55989,0.07093590442042849
н,54515,0.06906840324848915
р,51467,0.06520670475997416
ә,50668,0.06419440256432997
л,49584,0.06282101635647228
ы,49201,0.06233577012251517
к,44905,0.05689290374893892
т,40865,0.05177437950563164
и,31079,0.039375894791521496
б,27056,0.03427890889280239
м,23547,0.02983314117751397
г,23086,0.02924907195074054
д,21282,0.02696347350150135
у,20745,0.02628311520480432
с,20734,0.026269178628894323
ш,15281,0.019360437861875864
з,12829,0.016253848395393327
й,12281,0.015559553522786302
п,12017,0.01522507570094642
ч,11978,0.015175664204538256
о,9999,0.012668347502185508
ң,9964,0.012624003851562798
ү,9694,0.012281924261044736
ө,8572,0.01086039351822524
я,7486,0.00948447338747482
х,4533,0.005743136236364328
җ,3950,0.00500449771313459
в,3522,0.004462238214091145
э,2218,0.002810120488033549
һ,2080,0.002635279808435429
ю,1932,0.0024477695143736776
ь,1669,0.0021145586539801594
ф,1478,0.0018725690177247905
ъ,416,0.0005270559616870859
ц,290,0.00036741881944532426
ж,207,0.00026226101939717973
a,144,0.00018244244827629895
e,97,0.00012289526029722915
o,13,1.6470498802721434e-05
x,10,1.2669614463631872e-05
щ,10,1.2669614463631872e-05
ё,5,6.334807231815936e-06
i,3,3.8008843390895614e-06
t,2,2.5339228927263744e-06
f,2,2.5339228927263744e-06
r,1,1.2669614463631872e-06
