character,frequency,frequencyRel
a,15696,0.16335706257025104
i,9007,0.09374089338495484
h,7906,0.08228216976811956
n,7568,0.07876441447067149
r,5764,0.05998917613754631
e,4913,0.05113234253361642
s,4621,0.048093334998542944
t,4405,0.0458453020273927
c,4091,0.04257732817118355
l,4015,0.04178635360726032
o,4002,0.041651055326589234
d,3213,0.03343949044585987
g,3177,0.0330648182840015
b,3042,0.03165979767703259
m,2769,0.02881853378293993
á,2477,0.02577952624786645
u,2322,0.024166354439865118
í,1901,0.01978477165813247
é,1581,0.016454352441613588
f,1373,0.014289579950876317
ó,873,0.009085799925065568
ú,724,0.007535073477373965
p,477,0.004964406144623455
',48,0.0004995628824778319
’,35,0.00036426460180675243
y,28,0.00029141168144540194
v,19,0.00019774364098080845
j,16,0.00016652096082594398
w,9,9.366804046459348e-05
k,7,7.285292036135049e-05
x,5,5.203780025810749e-05
