character,frequency,frequencyRel
e,1992611,0.12354046696749135
a,1991607,0.12347821968047178
s,1322801,0.08201272262627504
i,1129498,0.07002807389844157
r,1122810,0.06961342264785698
l,1062715,0.06588757532371224
n,1041218,0.06455477658958894
t,1029987,0.06385846256516978
o,771185,0.04781292235078739
c,648788,0.04022439526977658
d,635427,0.03939602275795533
u,590962,0.036639224334324476
m,499317,0.0309572994150925
p,441870,0.027395626210497386
v,238977,0.01481640429290523
b,230430,0.014286496362470664
g,200941,0.012458199303785174
f,166721,0.01033658360477139
',149157,0.009247628077667998
q,136943,0.008490368751316323
é,107517,0.006665977647892021
ó,85353,0.005291825387432013
x,83752,0.005192564524365938
à,79316,0.004917535674546384
h,79037,0.004900237872675407
í,44586,0.002764300337703932
j,44362,0.002750412496775262
è,44360,0.0027502884981955417
ò,37509,0.002325531363363764
y,29835,0.0018497488129770963
z,22331,0.001384506141866651
ç,20064,0.0012439537517537273
ú,14708,0.00091188555526285
·,10825,0.0006711423127359499
ï,8078,0.0005008302634901619
ü,5508,0.00034149208854961777
’,2772,0.00017186203149229128
k,2716,0.00016839007126012378
w,2305,0.00014290836312760873
á,205,1.2709854421327458e-05
ô,13,8.059907681817413e-07
–,13,8.059907681817413e-07
ū,11,6.819921884614733e-07
«,8,4.959943188810715e-07
č,7,4.339950290209376e-07
ø,7,4.339950290209376e-07
@,6,3.7199573916080364e-07
ř,5,3.0999644930066973e-07
ž,5,3.0999644930066973e-07
ı,5,3.0999644930066973e-07
ñ,4,2.4799715944053576e-07
ş,3,1.8599786958040182e-07
ł,3,1.8599786958040182e-07
ä,3,1.8599786958040182e-07
ň,2,1.2399857972026788e-07
ō,2,1.2399857972026788e-07
å,2,1.2399857972026788e-07
š,2,1.2399857972026788e-07
—,2,1.2399857972026788e-07
ö,2,1.2399857972026788e-07
ţ,2,1.2399857972026788e-07
ã,1,6.199928986013394e-08
ő,1,6.199928986013394e-08
ė,1,6.199928986013394e-08
ì,1,6.199928986013394e-08
ℤ,1,6.199928986013394e-08
+,1,6.199928986013394e-08
