character,frequency,frequencyRel
்,6725,0.15516127543722025
த,3634,0.08384476950763693
க,3420,0.07890729546398413
ி,2380,0.054912094504176084
ன,2167,0.04999769276913848
ட,1748,0.040330395459369665
ந,1742,0.04019196160767846
ற,1722,0.03973051543537447
ு,1544,0.035623644501868855
ப,1521,0.035092981403719255
வ,1459,0.03366249826957685
ல,1439,0.03320105209727285
ா,1281,0.029555627336071248
ய,1214,0.028009782658852844
ர,1162,0.026810022610862443
ம,1049,0.02420285173734484
ச,1015,0.023418393244428036
எ,829,0.01912694384200083
ெ,776,0.017904111485395228
ண,762,0.017581099164782427
இ,660,0.015227723686032025
ள,636,0.014673988279267223
ை,606,0.013981819020811222
அ,566,0.01305892667620322
ங,477,0.011005491209450418
ொ,475,0.010959346592220018
ழ,435,0.010036454247612016
ே,401,0.009251995754695215
ோ,287,0.0066217525725624105
ீ,205,0.004729823266116008
ூ,205,0.004729823266116008
உ,201,0.0046375340316552075
ஆ,152,0.0035069909095104056
ஏ,94,0.0021687970098288037
ஞ,84,0.001938073923676803
ஒ,64,0.0014766277513728024
',56,0.0012920492824512022
ஓ,38,0.0008767477273776014
ஈ,31,0.0007152415670712011
ஜ,28,0.0006460246412256011
ஷ,15,0.00034608462922800057
ஸ,14,0.00032301232061280054
ஐ,13,0.00029994001199760045
ஊ,10,0.00023072308615200036
