character,frequency,frequencyRel
e,5643831,0.12461665266159355
t,4103641,0.09060902162819447
a,3742335,0.08263132982513556
o,3375826,0.07453875498539497
i,3258369,0.07194528644041678
n,3066905,0.06771773200351049
s,3015476,0.06658217180871849
r,2763390,0.061016074329390976
h,2458109,0.054275423104862115
l,1901745,0.04199082079458478
d,1798009,0.03970031403056171
c,1289678,0.028476287715081944
u,1244788,0.027485109641539534
m,1146977,0.025325427784750568
w,950891,0.020995818880125104
g,915485,0.020214048978769734
y,911236,0.020120230408164217
f,881907,0.01947264159731714
p,847612,0.01871540274607773
b,707604,0.015624004668097652
v,459566,0.010147287648598603
k,382707,0.00845022915997316
',178627,0.00394411151130898
x,79361,0.0017523030317308803
j,75828,0.0016742938507590527
z,44715,0.0009873140467464663
q,38117,0.0008416291964628213
’,5797,0.00012799864763478173
—,210,4.636832155132683e-06
ü,110,2.4288168431647387e-06
é,100,2.2080153119679444e-06
ä,88,1.943053474531791e-06
/,68,1.5014504121382022e-06
ö,64,1.4131297996594842e-06
á,42,9.273664310265366e-07
‘,37,8.169656654281394e-07
ó,33,7.286450529494216e-07
ō,30,6.624045935903833e-07
ß,25,5.520038279919861e-07
ñ,23,5.078435217526271e-07
ú,20,4.4160306239358887e-07
–,19,4.195229092739094e-07
â,12,2.649618374361533e-07
í,10,2.2080153119679443e-07
ã,9,1.9872137807711498e-07
ā,6,1.3248091871807666e-07
ć,6,1.3248091871807666e-07
ð,6,1.3248091871807666e-07
ë,5,1.1040076559839722e-07
è,5,1.1040076559839722e-07
č,5,1.1040076559839722e-07
ç,4,8.832061247871777e-08
ạ,4,8.832061247871777e-08
š,4,8.832061247871777e-08
ū,4,8.832061247871777e-08
ø,4,8.832061247871777e-08
ł,3,6.624045935903833e-08
ô,3,6.624045935903833e-08
α,3,6.624045935903833e-08
à,3,6.624045935903833e-08
ī,2,4.416030623935888e-08
π,2,4.416030623935888e-08
ă,2,4.416030623935888e-08
å,2,4.416030623935888e-08
œ,2,4.416030623935888e-08
и,2,4.416030623935888e-08
к,2,4.416030623935888e-08
û,1,2.208015311967944e-08
ʻ,1,2.208015311967944e-08
æ,1,2.208015311967944e-08
þ,1,2.208015311967944e-08
≡,1,2.208015311967944e-08
ğ,1,2.208015311967944e-08
ř,1,2.208015311967944e-08
ṃ,1,2.208015311967944e-08
ﬂ,1,2.208015311967944e-08
京,1,2.208015311967944e-08
都,1,2.208015311967944e-08
大,1,2.208015311967944e-08
阪,1,2.208015311967944e-08
ž,1,2.208015311967944e-08
ę,1,2.208015311967944e-08
ě,1,2.208015311967944e-08
ő,1,2.208015311967944e-08
ń,1,2.208015311967944e-08
ụ,1,2.208015311967944e-08
ê,1,2.208015311967944e-08
в,1,2.208015311967944e-08
е,1,2.208015311967944e-08
л,1,2.208015311967944e-08
й,1,2.208015311967944e-08
н,1,2.208015311967944e-08
я,1,2.208015311967944e-08
з,1,2.208015311967944e-08
ь,1,2.208015311967944e-08
`,1,2.208015311967944e-08
χ,1,2.208015311967944e-08
