character,frequency,frequencyRel
i,27181,0.12100288918270408
a,25994,0.11571866750359479
l,15662,0.0697232349942795
e,15429,0.06868597833780733
n,14586,0.06493315704421919
t,14493,0.06451914473069167
r,10014,0.04457977750176957
m,9607,0.04276791716192333
s,8501,0.037844286852660586
u,8473,0.03771963798407166
d,7897,0.03515543268738509
j,7254,0.03229296045514644
k,7119,0.03169197483873552
o,6857,0.030525617568367677
ħ,6796,0.03025406110465608
g,4724,0.02103004482907524
f,4165,0.01854151920260338
b,3895,0.017339547969781554
p,3507,0.015612270790763518
h,3448,0.015349617817665416
w,3197,0.01423222974567179
x,2791,0.012424821151132302
q,2425,0.010795482368862713
z,2069,0.0092106610396606
',2047,0.009112722642912154
ġ,1923,0.008560706224875463
ż,1573,0.007002595367513834
v,1131,0.005034923941931434
ċ,1057,0.004705494789232118
c,454,0.00202109236926337
à,201,0.0008948008066562496
y,103,0.0004585297665949936
ò,40,0.00017806981226990042
ù,5,2.2258726533737553e-05
é,4,1.7806981226990043e-05
è,3,1.3355235920242531e-05
’,2,8.903490613495021e-06
ć,2,8.903490613495021e-06
ì,1,4.451745306747511e-06
á,1,4.451745306747511e-06
