character,frequency,frequencyRel
о,62060,0.09286484917317962
а,55778,0.0834646399803676
н,46578,0.06969801715740188
и,41405,0.06195728456357561
т,35898,0.05371676370639385
і,35416,0.052995512380234124
в,34740,0.051983964877155335
е,32699,0.048929869531321314
р,31670,0.047390102696013514
с,27470,0.04110534010292047
к,23818,0.035640589391021466
у,23469,0.03511835554697636
д,23186,0.03469488225796556
л,22089,0.0330533621235315
м,20881,0.03124574469199426
п,19531,0.029225642429928637
я,15983,0.02391651441081099
з,14857,0.022231599487043664
ь,12088,0.018088145291740177
б,11754,0.017588357028384682
г,10019,0.014992151528618864
й,8415,0.01259197076687571
ч,8322,0.012452808166600078
ц,6844,0.010241170282649715
х,6666,0.009974816058466248
ю,6349,0.00950046611989232
ж,6212,0.00929546314959381
ш,5359,0.008019057794377532
є,5327,0.007971173888906346
ї,4806,0.007191564052953614
i,3152,0.0047165646889117336
щ,2954,0.004420283023808776
ф,1665,0.0024914594565476
',585,0.0008753776468951028
’,166,0.00024839775963177277
ґ,32,4.7883905471185114e-05
o,11,1.6460092505719883e-05
a,7,1.0474604321821743e-05
x,7,1.0474604321821743e-05
p,3,4.489116137923604e-06
`,3,4.489116137923604e-06
l,3,4.489116137923604e-06
n,3,4.489116137923604e-06
u,3,4.489116137923604e-06
