character,frequency,frequencyRel
e,1197586,0.12961518688680726
a,1102283,0.11930050705932649
o,773803,0.08374899210459384
s,700774,0.07584503574308273
n,659545,0.07138280543965886
r,619396,0.06703746394575494
i,596820,0.06459405490527136
l,514652,0.05570098110838732
d,445811,0.04825029357490354
t,441092,0.04773955441552889
c,424538,0.045947908718498194
u,358107,0.03875805639885059
m,257113,0.027827437483427222
p,230652,0.024963553419809405
b,122252,0.013231380316140937
g,114292,0.012369866497827274
v,96852,0.010482328684838548
f,85662,0.009271230741756904
h,78069,0.008449437472604186
ó,75626,0.008185030656254904
y,75280,0.008147582945056847
í,47874,0.00518142117310908
j,41422,0.004483118766606599
q,41116,0.004450000270575948
á,40526,0.004386144346856719
z,34662,0.0037514814033150967
ñ,16897,0.0018287687170912004
x,14202,0.0015370878451872656
ú,12147,0.0013146744159618163
k,9068,0.0009814330784507904
w,5877,0.0006360699384710295
é,3708,0.0004013182460184749
',515,5.573864528034374e-05
ü,443,4.794605797901413e-05
ö,110,1.1905341710364682e-05
ō,71,7.684356922144477e-06
ã,63,6.818513888663409e-06
ä,42,4.545675925775606e-06
’,35,3.7880632714796714e-06
ë,30,3.246911375554004e-06
â,28,3.0304506171837375e-06
ū,26,2.8139898588134705e-06
ø,19,2.056377204517536e-06
ā,19,2.056377204517536e-06
´,17,1.839916446147269e-06
č,14,1.5152253085918687e-06
à,14,1.5152253085918687e-06
š,13,1.4069949294067352e-06
ê,13,1.4069949294067352e-06
ł,13,1.4069949294067352e-06
ô,12,1.2987645502216017e-06
–,11,1.1905341710364682e-06
ə,11,1.1905341710364682e-06
ß,10,1.0823037918513347e-06
ð,9,9.740734126662012e-07
ː,8,8.658430334810678e-07
ć,8,8.658430334810678e-07
л,8,8.658430334810678e-07
æ,8,8.658430334810678e-07
ʻ,8,8.658430334810678e-07
и,8,8.658430334810678e-07
ò,8,8.658430334810678e-07
р,7,7.576126542959344e-07
ř,6,6.493822751108009e-07
ç,6,6.493822751108009e-07
а,6,6.493822751108009e-07
е,6,6.493822751108009e-07
ž,6,6.493822751108009e-07
ś,6,6.493822751108009e-07
œ,5,5.411518959256673e-07
ý,5,5.411518959256673e-07
ş,5,5.411518959256673e-07
