character,frequency,frequencyRel
α,19643,0.10672353372633181
ο,15420,0.08377930509901932
τ,13423,0.07292928744125397
ε,12967,0.07045176713482383
ι,12109,0.06579011708456711
ν,10124,0.05500529732960256
σ,8729,0.04742604112901035
ρ,7781,0.04227540680774768
κ,7496,0.04072695661622885
π,7379,0.04009127706392111
μ,6170,0.03352258835674119
υ,6032,0.03277281247453207
λ,5881,0.03195240553095542
ς,5151,0.027986199777240497
ά,5053,0.027453750237700688
η,4638,0.025198989432506588
έ,4246,0.023069191274347343
ί,3937,0.021390345277226917
ό,3528,0.019168183423433214
γ,2908,0.015799625112058895
δ,2884,0.015669229306457307
ω,2285,0.01241476732498438
ύ,2168,0.011779087772676645
χ,2166,0.01176822145554318
θ,2118,0.011507429844340007
β,1940,0.010540327619461574
φ,1865,0.010132840726956617
ή,1788,0.009714487517318193
ώ,1590,0.008638722121105105
ξ,1211,0.006579555024313385
ζ,793,0.004308494743419087
ψ,326,0.0017712096927548831
',246,0.0013365570074162616
ϊ,31,0.00016842791556871589
ΐ,7,3.803210996712939e-05
ϋ,3,1.629947570019831e-05
a,3,1.629947570019831e-05
h,2,1.0866317133465541e-05
n,2,1.0866317133465541e-05
g,2,1.0866317133465541e-05
o,2,1.0866317133465541e-05
v,2,1.0866317133465541e-05
e,2,1.0866317133465541e-05
r,2,1.0866317133465541e-05
t,1,5.4331585667327705e-06
m,1,5.4331585667327705e-06
