character,frequencyTot,frequencyRet
a,26353,0.10274074074074074
e,23572,0.09189863547758284
t,22131,0.08628070175438597
r,22067,0.08603118908382067
n,19986,0.07791812865497076
d,13994,0.054557504873294346
i,13949,0.05438206627680312
l,11881,0.046319688109161795
s,11653,0.045430799220272905
g,10812,0.04215204678362573
m,8395,0.03272904483430799
o,8182,0.03189863547758284
k,7690,0.029980506822612087
ä,7233,0.028198830409356727
v,7113,0.027730994152046783
h,6366,0.024818713450292396
u,5736,0.022362573099415205
å,5049,0.01968421052631579
j,5022,0.019578947368421053
f,4732,0.018448343079922026
ö,3813,0.014865497076023393
p,3731,0.014545808966861598
b,3645,0.014210526315789474
c,1945,0.007582846003898636
y,1119,0.004362573099415205
x,197,0.0007680311890838206
w,60,0.00023391812865497077
é,40,0.00015594541910331385
z,32,0.00012475633528265107
',2,7.797270955165692e-06
