character,frequency,frequencyRel
d,244266,0.1071473689751373
a,204262,0.08959959995087116
n,179652,0.07880441457722878
e,178965,0.07850306177951678
y,178151,0.07814600038601231
i,166237,0.07291991999017423
r,140096,0.06145316091449827
o,122120,0.05356798203288123
w,110386,0.04842085870194585
l,102234,0.04484498096257435
h,96679,0.04240827820960469
f,74397,0.03263427087537066
g,71603,0.03140868176793642
t,71412,0.03132489954906743
m,61698,0.027063849946484655
s,59740,0.02620497254048743
c,55323,0.024267453897847104
u,51131,0.022428631586335165
b,46306,0.020312143596582035
',31056,0.013622725597880442
p,22404,0.009827522678223642
ô,3797,0.0016655554190865545
â,1863,0.0008172056217430211
ŵ,1504,0.000659730142298177
j,1011,0.00044347551453687294
ê,904,0.00039653992595581913
ŷ,838,0.00036758900215815975
î,715,0.0003136350078079764
v,220,9.65030793255312e-05
k,202,8.860737283526047e-05
ï,198,8.685277139297809e-05
z,115,5.044479146561858e-05
á,102,4.474233677820083e-05
é,36,1.579141298054147e-05
ä,33,1.447546189882968e-05
ö,32,1.4036811538259085e-05
û,13,5.702454687417753e-06
x,8,3.509202884564771e-06
à,4,1.7546014422823856e-06
ñ,2,8.773007211411928e-07
q,2,8.773007211411928e-07
ë,2,8.773007211411928e-07
—,1,4.386503605705964e-07
