character,frequency,frequencyRel
ା,828,0.09951923076923076
ର,650,0.078125
୍,565,0.06790865384615384
କ,447,0.05372596153846154
ି,392,0.047115384615384615
ମ,371,0.044591346153846155
ବ,344,0.041346153846153845
ନ,321,0.03858173076923077
ତ,285,0.034254807692307696
ହ,247,0.0296875
ଦ,236,0.028365384615384615
େ,213,0.025600961538461538
ପ,212,0.02548076923076923
ସ,203,0.02439903846153846
ୋ,193,0.023197115384615385
ୁ,183,0.02199519230769231
ଗ,167,0.020072115384615386
ଣ,164,0.01971153846153846
ଇ,163,0.019591346153846154
ଜ,156,0.01875
ଆ,154,0.018509615384615385
ଲ,143,0.0171875
ଏ,141,0.016947115384615383
ଙ,117,0.0140625
ଳ,106,0.012740384615384615
ଡ,99,0.011899038461538461
ଟ,96,0.011538461538461539
ଖ,84,0.010096153846153847
ଅ,83,0.009975961538461538
ଉ,79,0.009495192307692307
ୟ,73,0.008774038461538462
ଶ,71,0.008533653846153845
ଭ,69,0.00829326923076923
ଚ,69,0.00829326923076923
ଥ,64,0.007692307692307693
ଯ,63,0.007572115384615385
ଧ,54,0.006490384615384616
ଷ,52,0.00625
ୀ,48,0.0057692307692307696
ଘ,40,0.004807692307692308
଼,40,0.004807692307692308
ଛ,34,0.004086538461538462
ଠ,25,0.0030048076923076925
ୂ,23,0.002764423076923077
ଞ,23,0.002764423076923077
ଓ,21,0.0025240384615384617
ଢ,19,0.0022836538461538463
ଁ,17,0.002043269230769231
',15,0.0018028846153846155
ଂ,10,0.001201923076923077
ଫ,10,0.001201923076923077
ୱ,10,0.001201923076923077
ୃ,9,0.0010817307692307693
ଝ,9,0.0010817307692307693
ଈ,3,0.0003605769230769231
ୌ,3,0.0003605769230769231
ଃ,2,0.0002403846153846154
ଵ,1,0.0001201923076923077
’,1,0.0001201923076923077
